loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
4,0,-1.063991,-0.236973,-0.06385079,-1.315389,3.408757,-2.898183,0.4592159,0.1064053,-0.2968439,-1.364065,3.531507,1.534818,-0.4139617,0.09945512,-0.0489504,-0.4448875,3.439191,-0.1471149,-0.03219988,0.109135,0.0646276,-0.9049144,1.566043,-0.0679154,0.1846661,1.156011,0.6981695,280.1822,19.8999,334.1588
4,0.01111111,-1.005323,-0.1965956,-0.06414904,-1.314476,3.409893,-2.889373,0.4979261,0.08513123,-0.2459603,-1.363931,3.532707,1.527908,-0.4644457,0.0934853,-0.08897816,-0.4472758,3.440336,-0.1413454,-0.04068818,0.1145242,0.06467167,-0.9043424,1.568005,-0.06832766,0.1827977,1.15401,0.7019604,280.4019,17.4715,335.8095
4,0.02222222,-0.9605853,-0.1880733,-0.05772442,-1.3136,3.411598,-2.880589,0.5141441,0.07769221,-0.2119708,-1.363366,3.534019,1.521464,-0.527564,0.1077792,-0.122392,-0.4499901,3.44359,-0.1363783,-0.04594499,0.125229,0.06153809,-0.9038897,1.570281,-0.0690816,0.180624,1.15148,0.7055094,280.9257,17.40539,334.7086
4,0.03333334,-0.8753525,-0.1550048,-0.04188487,-1.313496,3.412165,-2.873954,0.5292641,0.04361993,-0.1854326,-1.364044,3.535248,1.51486,-0.5498728,0.146279,-0.1326305,-0.4521861,3.449594,-0.1348891,-0.05227939,0.1381094,0.04989472,-0.9038625,1.5728,-0.06982435,0.1787144,1.149035,0.7087587,281.6853,19.50649,331.3447
4,0.04444445,-0.8061038,-0.1218906,-0.02396274,-1.313723,3.412628,-2.867393,0.5123596,0.01164903,-0.1693317,-1.36505,3.536703,1.509269,-0.5441359,0.2474604,-0.1353537,-0.4544636,3.462202,-0.1406881,-0.05759759,0.1489313,0.02119342,-0.9048085,1.575273,-0.07059987,0.1770061,1.146689,0.7116095,282.6594,22.82788,326.9525
4,0.05555556,-0.7432953,-0.1068167,-0.001581132,-1.314289,3.413526,-2.861173,0.4505264,0.02545188,-0.1742415,-1.364268,3.53883,1.505728,-0.5201625,0.2673594,-0.08860445,-0.4545552,3.470785,-0.1433428,-0.04781843,0.1992124,-0.03825805,-0.9077352,1.580225,-0.07329153,0.1758177,1.145077,0.7137291,283.7855,23.27736,326.0568
4,0.06666667,-0.7071365,-0.1270151,0.007295042,-1.314083,3.415712,-2.855066,0.3917615,0.03498888,-0.1994153,-1.363674,3.541939,1.502517,-0.4933265,0.1721092,-0.02650775,-0.452715,3.46836,-0.1365685,-0.03938968,0.1885446,-0.04791748,-0.9087084,1.582339,-0.07450806,0.1748745,1.143712,0.715987,284.5344,20.84971,328.5368
4,0.07777778,-0.684864,-0.1824805,0.004844829,-1.312967,3.419907,-2.848755,0.2998897,0.06260839,-0.2339583,-1.362229,3.545893,1.501256,-0.4326326,-0.04061157,0.06235978,-0.4481525,3.452329,-0.1193341,-0.04790659,0.1896624,-0.04682614,-0.9092176,1.584869,-0.07516852,0.174461,1.143392,0.7170619,284.958,16.8708,333.2199
4,0.08888889,-0.6177868,-0.1652891,0.02721405,-1.313568,3.421557,-2.844339,0.1817556,0.04973257,-0.218242,-1.36215,3.547797,1.502545,-0.3707669,-0.2613664,0.05635537,-0.4464923,3.429019,-0.09620803,-0.1321863,0.3147276,-0.01301189,-0.9087099,1.594841,-0.07689665,0.174722,1.143984,0.7175005,284.4752,15.05152,335.6497
4,0.1,-0.433625,-0.1564952,0.07667404,-1.31554,3.423908,-2.846009,0.08936138,-0.001469001,-0.1813903,-1.363943,3.548478,1.504574,-0.3303992,-0.3452704,-0.02970237,-0.4491996,3.413933,-0.08006048,-0.1543787,0.3372076,-0.003266126,-0.9087638,1.600576,-0.07795179,0.1741814,1.143799,0.718732,284.5156,14.67106,336.09
4,0.1111111,-0.1843849,-0.09563202,0.1246506,-1.318897,3.424031,-2.851938,-0.1080802,-0.1145316,-0.0894893,-1.368831,3.546084,1.512878,-0.2980969,-0.2222347,-0.1582844,-0.4550682,3.415667,-0.07933823,-0.2550576,0.4243009,-0.03028101,-0.9101124,1.609632,-0.0772884,0.1747578,1.145628,0.7188616,283.9559,20.03783,330.653
4,0.1222222,-0.08942834,0.02268992,0.1437489,-1.322237,3.420534,-2.853396,-0.1002193,-0.2167955,-0.04477355,-1.37442,3.54474,1.513019,-0.2598288,-0.07394321,-0.231384,-0.4599716,3.424389,-0.08539293,-0.2804956,0.4458165,-0.03757634,-0.9112235,1.616738,-0.07763647,0.1749203,1.146568,0.7197217,283.9592,23.58052,327.0188
4,0.1333333,-0.02316253,0.2169341,0.1820931,-1.328224,3.41235,-2.853392,-0.1568131,-0.2881903,0.08559047,-1.379787,3.539031,1.517579,-0.1995458,0.208412,-0.2901605,-0.4663627,3.449221,-0.1074655,-0.314418,0.4673051,-0.02885674,-0.9115196,1.623961,-0.07747402,0.1755865,1.148497,0.7198396,283.8473,29.70712,320.7518
4,0.1444445,0.1057758,0.2669978,0.1999884,-1.332367,3.408446,-2.858273,-0.2936699,-0.2414114,0.1738571,-1.380353,3.53425,1.526073,-0.1689568,0.4064781,-0.2990235,-0.470996,3.471909,-0.1268783,-0.3007913,0.4277009,-0.008833449,-0.9111771,1.628344,-0.07730784,0.1761374,1.149703,0.7204968,283.7434,32.36,317.9853
4,0.1555556,0.2563203,0.2760871,0.09272675,-1.330656,3.404421,-2.86501,-0.3788469,-0.1551874,0.1914563,-1.378802,3.531506,1.534,-0.1256047,0.6124648,-0.2025007,-0.4719095,3.5021,-0.1538953,-0.277734,0.3721519,-0.01020015,-0.9112805,1.630932,-0.07682261,0.1772207,1.151519,0.7211459,283.3954,32.59042,317.7008
4,0.1666667,0.2638633,0.2682187,0.0598176,-1.33087,3.40162,-2.867514,-0.360663,-0.09871045,0.2073076,-1.377873,3.529098,1.5373,-0.08231077,0.6529803,-0.03971193,-0.4681736,3.521671,-0.172032,-0.2694506,0.3347743,-0.002937617,-0.9112203,1.63389,-0.07597306,0.1782548,1.152823,0.7219625,283.0342,31.67184,318.5608
4,0.1777778,0.2353708,0.2178145,-0.05897615,-1.326144,3.400356,-2.868281,-0.3382675,0.01849577,0.226318,-1.373859,3.525861,1.540913,-0.09276804,0.564801,0.1293236,-0.4619178,3.531198,-0.179219,-0.2570205,0.2706024,0.0350798,-0.9096751,1.635369,-0.07436984,0.1798792,1.154764,0.7232124,282.4238,29.40183,320.6514
4,0.1888889,0.1910018,0.2056483,-0.1899977,-1.320316,3.397016,-2.867834,-0.3355576,0.1655801,0.230957,-1.36905,3.52353,1.544929,-0.1280515,0.4012758,0.2773919,-0.4561425,3.53627,-0.1814539,-0.2296448,0.2138241,0.06244633,-0.9080878,1.635997,-0.07314905,0.1817127,1.156636,0.7245846,281.8156,28.05902,321.7117
4,0.2,0.1731455,0.2014478,-0.2752293,-1.315112,3.393355,-2.86799,-0.3458227,0.2507429,0.2433986,-1.361501,3.519775,1.550352,-0.1422127,0.2945349,0.3137704,-0.4497397,3.533343,-0.17631,-0.2062938,0.1911815,0.08891806,-0.9063584,1.638563,-0.07325078,0.1833962,1.158919,0.7260813,281.2802,27.60722,321.9805
4,0.2111111,0.1457953,0.1764865,-0.4049851,-1.306531,3.389708,-2.867652,-0.3820371,0.3625733,0.2574687,-1.353524,3.51649,1.556555,-0.1249628,0.1881453,0.2725742,-0.4480129,3.530748,-0.1730123,-0.1710633,0.1886354,0.126106,-0.9037128,1.641344,-0.07438262,0.185803,1.16184,0.7282746,280.8874,27.86349,321.6631
4,0.2222222,0.1066735,0.1335158,-0.5281665,-1.296979,3.386857,-2.866462,-0.443973,0.4967587,0.2536462,-1.343776,3.513246,1.564623,-0.08976962,0.139429,0.1878114,-0.4490803,3.531243,-0.1736485,-0.159238,0.1991499,0.1378417,-0.9020968,1.644899,-0.07529582,0.1880047,1.16469,0.7300398,280.5484,29.05345,320.4373
4,0.2333333,0.03769994,0.0874594,-0.647135,-1.286348,3.384184,-2.863734,-0.5134296,0.649042,0.2391736,-1.331505,3.511051,1.573209,-0.09059665,0.1217207,0.1099567,-0.4506212,3.532259,-0.1735595,-0.1528064,0.1979571,0.1559306,-0.8999588,1.647976,-0.0757142,0.19101,1.168369,0.7327889,280.3342,31.48773,318.0933
4,0.2444444,-0.029201,0.07705821,-0.7239163,-1.276131,3.380533,-2.859988,-0.5528551,0.7289175,0.2501206,-1.321095,3.507418,1.581909,-0.1154711,0.1326935,0.06764138,-0.4513312,3.53669,-0.1752205,-0.1432364,0.1936044,0.1622736,-0.8982203,1.650792,-0.0760969,0.192856,1.171515,0.7350073,280.0122,33.53928,316.1708
4,0.2555556,-0.1662828,0.09191024,-0.8363606,-1.264672,3.375219,-2.851695,-0.6207547,0.8418091,0.3028254,-1.308238,3.50144,1.592575,-0.1615313,0.1383597,0.03935025,-0.4522325,3.540412,-0.1751449,-0.1357649,0.1956835,0.1622651,-0.8965676,1.653849,-0.07678986,0.1965499,1.176144,0.73838,279.6393,35.04559,314.9534
4,0.2666667,-0.2428077,0.1149228,-0.8826745,-1.254653,3.36962,-2.844791,-0.665089,0.9099609,0.3712979,-1.296167,3.494679,1.603088,-0.1941141,0.1478709,0.08126602,-0.4499784,3.546034,-0.1769639,-0.1294525,0.1860693,0.1579424,-0.8951545,1.65609,-0.07687241,0.1999395,1.180857,0.741851,278.9994,35.49347,314.874
4,0.2777778,-0.3500769,0.1984859,-0.9468561,-1.244245,3.360516,-2.834466,-0.680869,0.9301922,0.4033615,-1.285301,3.488441,1.612931,-0.2049679,0.1239633,0.1813926,-0.4447772,3.549463,-0.1775127,-0.136004,0.1669948,0.1450921,-0.894004,1.657701,-0.07620262,0.2041489,1.186333,0.7458573,278.2395,35.97869,314.7362
4,0.2888889,-0.4445511,0.3173662,-0.9975763,-1.234579,3.34854,-2.822439,-0.7142546,0.9568028,0.5112177,-1.274285,3.477578,1.625053,-0.2234127,0.05532348,0.2866883,-0.437959,3.548514,-0.1736,-0.1478494,0.1576104,0.1184419,-0.8937936,1.659497,-0.07532938,0.2080994,1.191947,0.7499527,277.4655,37.14902,313.8259
4,0.3,-0.5347824,0.4449183,-1.033484,-1.225474,3.335071,-2.809253,-0.7369334,0.9653078,0.6243171,-1.263965,3.465518,1.637517,-0.2474383,-0.002486169,0.361203,-0.4313969,3.546576,-0.1682812,-0.1542182,0.163008,0.1120943,-0.89287,1.662148,-0.07502817,0.2119362,1.197348,0.7539626,276.7854,39.28875,311.9366
4,0.3111111,-0.5931671,0.5256854,-1.05807,-1.216606,3.322023,-2.796487,-0.7660678,0.9897915,0.7310426,-1.253013,3.452166,1.651071,-0.2873527,-0.06134009,0.4454489,-0.4231161,3.543148,-0.1605889,-0.1914391,0.186889,0.07181488,-0.8938271,1.665942,-0.07389712,0.216712,1.203637,0.7586823,276.0972,42.58627,308.9857
4,0.3222222,-0.7126206,0.6389515,-1.108737,-1.207723,3.307213,-2.780708,-0.8038716,1.024971,0.8122728,-1.241143,3.438637,1.665259,-0.3257596,-0.1188225,0.4647043,-0.4170963,3.537343,-0.150511,-0.1967608,0.1890655,0.06971002,-0.8932359,1.668805,-0.073234,0.2203852,1.209508,0.7632417,275.5403,46.55062,305.5168
4,0.3333333,-0.7387105,0.6572821,-1.120805,-1.198567,3.293407,-2.765885,-0.8429371,1.054776,0.8679284,-1.229741,3.425218,1.680275,-0.3641461,-0.1325221,0.4671351,-0.4116389,3.534422,-0.1424887,-0.2083878,0.1986952,0.07830567,-0.8922266,1.67221,-0.07272827,0.2255186,1.216051,0.768091,275.0442,50.99418,301.741
4,0.3444445,-0.8099279,0.6975177,-1.151334,-1.18917,3.278526,-2.748767,-0.857573,1.080325,0.9127462,-1.218685,3.411939,1.694749,-0.4237975,-0.1344143,0.4687604,-0.4064303,3.532371,-0.1338497,-0.2145146,0.2306126,0.09657968,-0.8907976,1.677023,-0.07316795,0.2302172,1.222282,0.7726733,274.5822,56.81486,296.5503
4,0.3555556,-0.9077708,0.738821,-1.185151,-1.179713,3.263315,-2.729839,-0.8520789,1.083524,0.9382776,-1.208088,3.39829,1.708805,-0.4612814,-0.1234735,0.4425531,-0.402214,3.531132,-0.1264312,-0.229279,0.2466162,0.1126668,-0.8892353,1.681274,-0.07287261,0.2357506,1.228836,0.7777805,274.2707,65.62943,288.5322
4,0.3666667,-0.9237154,0.751579,-1.189614,-1.171117,3.248744,-2.71347,-0.856064,1.099564,0.9808953,-1.196539,3.383568,1.723516,-0.4784806,-0.08380836,0.4088331,-0.3989405,3.53334,-0.1228633,-0.2388152,0.2487496,0.1265411,-0.8876523,1.685072,-0.0723975,0.2458443,1.236937,0.782963,274.0225,75.3988,279.557
4,0.3777778,-0.9215646,0.757928,-1.19288,-1.162645,3.234086,-2.697538,-0.8504069,1.091046,1.029862,-1.186878,3.36762,1.738646,-0.4965795,-0.05384046,0.3974395,-0.3950363,3.535793,-0.1190015,-0.2462293,0.2498079,0.138285,-0.8857934,1.688763,-0.07192852,0.2515358,1.243192,0.7881026,273.8434,85.71973,270.0206
4,0.3888889,-0.9108909,0.7931879,-1.183681,-1.155305,3.218262,-2.681504,-0.844795,1.067609,1.069263,-1.178137,3.351146,1.754002,-0.5174124,-0.02198482,0.4329556,-0.389156,3.539494,-0.1158646,-0.2547234,0.257368,0.1287535,-0.8848954,1.692974,-0.07142252,0.2573436,1.249343,0.7939049,273.9094,93.85615,262.7029
4,0.4,-0.898015,0.8925121,-1.167267,-1.14922,3.200777,-2.664757,-0.8261341,1.034598,1.149038,-1.170883,3.332321,1.769719,-0.5301212,-0.03371471,0.4458081,-0.383565,3.538959,-0.109094,-0.2632617,0.2574683,0.120252,-0.8841029,1.696737,-0.0706542,0.2630896,1.255429,0.7996235,274.0908,100.4239,256.8398
4,0.4111111,-0.9713926,0.9972757,-1.143711,-1.146478,3.178878,-2.643004,-0.693319,0.9345461,1.246171,-1.167285,3.312578,1.780486,-0.5800365,-0.01330227,0.4527882,-0.3783713,3.54149,-0.1033695,-0.2738416,0.2671061,0.123515,-0.8829396,1.700889,-0.06984912,0.2694081,1.261003,0.8056248,274.4565,102.2766,255.7244
4,0.4222222,-1.25344,1.272325,-1.08075,-1.149506,3.150759,-2.608356,-0.5061376,0.8313017,1.34616,-1.165519,3.291896,1.787605,-0.649949,0.04336566,0.4697267,-0.3730727,3.549402,-0.1011588,-0.2725298,0.2892959,0.1609013,-0.8801758,1.706331,-0.07036231,0.2757567,1.266599,0.811895,274.5608,101.6076,257.2822
4,0.4333333,-1.335454,1.331395,-1.052941,-1.149092,3.12899,-2.582079,-0.4089239,0.8239051,1.385996,-1.160501,3.27199,1.796586,-0.6749455,0.1200304,0.4970029,-0.3670454,3.561672,-0.1041064,-0.2723429,0.3029704,0.1982508,-0.8769385,1.711624,-0.07074235,0.2822507,1.271596,0.818087,273.9836,100.2647,259.9781
4,0.4444444,-1.335454,1.331395,-1.052941,-1.149092,3.12899,-2.582079,-0.4089239,0.8239051,1.385996,-1.160501,3.27199,1.796586,-0.6749455,0.1200304,0.4970029,-0.3670454,3.561672,-0.1041064,-0.2723429,0.3029704,0.1982508,-0.8769385,1.711624,-0.07074235,0.2822507,1.271596,0.818087,273.9836,100.2647,259.9781
4,0.4555556,-1.372989,1.200554,-1.042934,-1.142783,3.094555,-2.536007,-0.2431934,0.8026772,1.316731,-1.14977,3.238947,1.811402,-0.5391665,0.1608315,0.5267957,-0.3553498,3.578467,-0.1120946,-0.267787,0.335847,0.2239614,-0.8718396,1.72315,-0.07247713,0.2949827,1.281422,0.8304331,272.1541,105.6183,257.4601
4,0.4666667,-1.350827,1.076951,-1.041376,-1.137788,3.080729,-2.516035,-0.1028484,0.7590737,1.270004,-1.145945,3.223895,1.814305,-0.5171329,0.1160662,0.5114323,-0.3502302,3.578553,-0.1071826,-0.2625222,0.3262176,0.224972,-0.8695993,1.727543,-0.07267474,0.3010325,1.28591,0.8369927,271.826,111.4105,252.5579
4,0.4777778,-1.355267,1.015436,-1.017214,-1.134412,3.066338,-2.495073,0.008882314,0.7058782,1.245823,-1.143169,3.208472,1.816578,-0.5718539,0.09621733,0.4798972,-0.3460943,3.580494,-0.1007037,-0.2775282,0.3113857,0.2292049,-0.8670827,1.731646,-0.07172585,0.3072153,1.290039,0.8436331,271.8952,118.8966,245.8181
4,0.4888889,-1.376632,1.025367,-0.9918279,-1.133686,3.049157,-2.471667,0.1813761,0.6154286,1.225505,-1.142694,3.193552,1.814767,-0.6520761,0.09351087,0.4486912,-0.3423232,3.58462,-0.09413715,-0.2924101,0.3071302,0.2505272,-0.8639167,1.736179,-0.07101879,0.313123,1.293086,0.8508121,273.2035,121.1506,243.7116
4,0.5,-1.415123,1.047395,-0.9357515,-1.134646,3.032832,-2.447968,0.3400834,0.5313665,1.211671,-1.142588,3.17859,1.811912,-0.7144031,0.1122035,0.385457,-0.3403712,3.590595,-0.08975065,-0.2976963,0.3092549,0.2601348,-0.8609249,1.741128,-0.07072344,0.3195565,1.296694,0.8578966,274.0598,122.8712,242.4582
4,0.5111111,-1.455772,1.053509,-0.8762844,-1.136853,3.017092,-2.423457,0.4761852,0.4707296,1.167086,-1.142075,3.165381,1.807225,-0.7413591,0.123165,0.3474206,-0.3380356,3.596518,-0.08599427,-0.3135263,0.3209549,0.2858021,-0.8569642,1.746815,-0.07036924,0.3255459,1.299388,0.8650174,274.4923,121.7918,244.2495
4,0.5222223,-1.476271,0.9816324,-0.830726,-1.137185,3.004142,-2.400656,0.5972227,0.414337,1.100236,-1.141502,3.153702,1.801705,-0.7752544,0.160573,0.3511274,-0.3341527,3.606799,-0.08596045,-0.3325244,0.3412492,0.3029823,-0.8533801,1.753246,-0.07016045,0.3316552,1.302065,0.8723894,273.8179,122.4677,244.7748
4,0.5333334,-1.470098,0.9031108,-0.8031067,-1.136499,2.992082,-2.379476,0.7033411,0.3877717,1.03561,-1.140174,3.142803,1.794812,-0.7997023,0.3234353,0.3969485,-0.3291177,3.636972,-0.104598,-0.3462719,0.3562388,0.311573,-0.8499521,1.759486,-0.06974632,0.3374399,1.304214,0.879779,272.7896,126.473,241.9285
4,0.5444446,-1.452143,0.8747584,-0.7664878,-1.137477,2.979536,-2.358721,0.7627469,0.3835402,0.9979362,-1.138206,3.130999,1.789631,-0.7831291,0.4020681,0.4227549,-0.3245925,3.66042,-0.1189437,-0.3451672,0.3647791,0.302065,-0.8471515,1.765533,-0.06993861,0.3433746,1.306574,0.8873169,272.1738,133.8103,235.4798
4,0.5555557,-1.38642,0.7867515,-0.7204708,-1.136692,2.970141,-2.341479,0.8605232,0.3186191,0.9568015,-1.138794,3.120848,1.780759,-0.7650687,0.4868675,0.4912013,-0.3179649,3.690282,-0.1393432,-0.3376242,0.3753563,0.3074209,-0.8438524,1.771997,-0.07073037,0.3488006,1.308254,0.8948277,271.2582,150.7099,219.4417
4,0.5666668,-1.373835,0.7092533,-0.6960582,-1.135514,2.960962,-2.322615,0.9796374,0.2515126,0.9177459,-1.140505,3.109272,1.770485,-0.7716205,0.5579477,0.5544785,-0.3111014,3.72088,-0.1595479,-0.3246921,0.3889967,0.331962,-0.8395082,1.778899,-0.0721208,0.3544204,1.309697,0.9025488,270.753,181.2314,189.4658
4,0.577778,-1.377109,0.725625,-0.6632491,-1.137691,2.949165,-2.302119,1.036041,0.2153292,0.9056466,-1.141248,3.098643,1.761272,-0.8349224,0.5813861,0.6063671,-0.3039684,3.748502,-0.1746003,-0.3225318,0.3846308,0.3511128,-0.8352818,1.784771,-0.07261934,0.3596874,1.311125,0.9102316,270.7306,212.9617,158.1058
4,0.5888891,-1.382452,0.7793272,-0.6287564,-1.141847,2.936426,-2.281157,1.207449,0.1536564,0.8832042,-1.142975,3.088357,1.746215,-0.8929076,0.5706311,0.6739888,-0.2953099,3.774685,-0.1876386,-0.3161953,0.3728199,0.3616937,-0.8311481,1.790335,-0.07306463,0.3643882,1.311658,0.9181269,271.0101,199.0651,171.9415
4,0.6000003,-1.38255,0.7796171,-0.6021298,-1.144867,2.924981,-2.260633,1.286106,0.120705,0.8539081,-1.143922,3.079001,1.733163,-0.9564148,0.4713954,0.7582574,-0.28435,3.78826,-0.1880937,-0.3207391,0.3334599,0.3561961,-0.8275709,1.793867,-0.07172506,0.3694614,1.312788,0.9259592,271.3299,226.9966,144.6324
4,0.6111114,-1.347557,0.756525,-0.5697507,-1.147795,2.915068,-2.242467,1.3624,0.08880866,0.7905455,-1.144879,3.071918,1.718249,-0.9717507,0.3029898,0.7873659,-0.2740819,3.785854,-0.174437,-0.3872156,0.2743357,0.3411298,-0.8247895,1.795078,-0.06622323,0.3738273,1.313294,0.9334623,272.6048,247.2931,125.1931
4,0.6222225,-1.210434,0.6728226,-0.5129387,-1.149038,2.908963,-2.23136,1.38444,0.01001835,0.7339293,-1.148005,3.065498,1.705205,-0.9525784,0.2207147,0.8208588,-0.264094,3.792279,-0.1710261,-0.4455333,0.3120104,0.345687,-0.8214179,1.801976,-0.06406713,0.3783568,1.313889,0.9408912,273.5904,249.0292,124.0053
4,0.6333337,-1.022165,0.5858027,-0.4602049,-1.149608,2.903788,-2.224554,1.377991,-0.1103625,0.7137204,-1.154142,3.058602,1.692984,-0.958034,0.2389565,0.7996985,-0.2566659,3.809991,-0.177386,-0.5351905,0.417789,0.4124471,-0.8151094,1.813981,-0.06315367,0.3823376,1.314195,0.9482112,274.5447,247.1268,126.1741
4,0.6444448,-0.8603852,0.5700534,-0.4190582,-1.152173,2.897067,-2.217892,1.390852,-0.2147454,0.7146821,-1.160612,3.050759,1.680385,-1.017847,0.4282711,0.7021756,-0.2548826,3.857136,-0.2093913,-0.5579942,0.486901,0.4756768,-0.8080606,1.825601,-0.06410788,0.3863764,1.314643,0.9554108,275.1298,246.9771,126.5263
