loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,-0.8941435,-0.2220658,0.01242888,-1.278851,3.417047,-2.938966,-0.1588953,0.1432415,-0.259235,-1.343012,3.539687,1.328686,-0.4952185,0.2484064,-0.01232995,-0.4680873,3.620136,-0.2805041,-0.1376308,0.2608566,0.1489132,-0.8783345,1.64557,-0.08608881,0.2017655,1.099344,0.6967912,290.9537,338.7603,6.439331
1,0.01111111,-0.8579352,-0.2102166,0.02618337,-1.279142,3.419144,-2.931139,-0.1705166,0.1219076,-0.2538089,-1.343007,3.542493,1.330342,-0.4902102,0.2634685,-0.0527973,-0.4710237,3.626384,-0.2807683,-0.1353149,0.2820497,0.1607943,-0.8765662,1.650748,-0.0879445,0.2002279,1.099934,0.6996551,290.7827,340.295,4.546785
1,0.02222222,-0.8323785,-0.1962466,0.03994387,-1.279827,3.421104,-2.923271,-0.1861236,0.07182091,-0.2227707,-1.344041,3.543721,1.332605,-0.4712023,0.2955122,-0.07840323,-0.4741428,3.63445,-0.2834828,-0.1395135,0.2894964,0.1651281,-0.8749874,1.655357,-0.08914213,0.1983566,1.100347,0.7024438,290.6151,341.8338,2.494219
1,0.03333334,-0.762109,-0.1267591,0.06604218,-1.281532,3.420671,-2.917048,-0.1909575,0.03454004,-0.17265,-1.344918,3.543853,1.334757,-0.4624185,0.3092403,-0.04752897,-0.474742,3.643033,-0.2862733,-0.1533834,0.2809953,0.1736374,-0.8730044,1.659278,-0.08945478,0.1962829,1.100702,0.705322,290.5803,342.192,1.656513
1,0.04444445,-0.734453,-0.07553884,0.07524768,-1.282807,3.420273,-2.909497,-0.2023377,0.01002264,-0.1373942,-1.345599,3.544077,1.337312,-0.4556467,0.3389101,-0.004851047,-0.4745593,3.654044,-0.2914119,-0.1673149,0.2661493,0.176769,-0.871104,1.662622,-0.08925478,0.1946634,1.101146,0.7081839,290.598,341.8508,1.628909
1,0.05555556,-0.7174677,0.009844691,0.09379721,-1.285263,3.417731,-2.901303,-0.2007897,-0.01338987,-0.08414142,-1.346338,3.543109,1.339677,-0.4703628,0.3772019,0.01459116,-0.4752097,3.66597,-0.2964503,-0.1748789,0.2566928,0.1660658,-0.8699018,1.665808,-0.08903533,0.193719,1.101798,0.7110183,290.7555,340.1275,3.134052
1,0.06666667,-0.7238948,0.05787105,0.1051476,-1.287237,3.415963,-2.892447,-0.1792823,-0.02928516,-0.06406125,-1.346863,3.543153,1.340793,-0.4851429,0.3878317,0.02859978,-0.4758238,3.676631,-0.3001188,-0.1674993,0.2567906,0.1479258,-0.8691881,1.669629,-0.08983162,0.1924303,1.102132,0.7136524,290.8156,338.0847,5.121975
1,0.07777778,-0.7334941,0.07495087,0.1103705,-1.289137,3.415057,-2.883584,-0.09595221,-0.05463084,-0.04233013,-1.348273,3.542515,1.33905,-0.4712348,0.3792761,0.03698154,-0.4763159,3.68574,-0.3032289,-0.1537481,0.2558177,0.1254846,-0.8690177,1.673409,-0.09113497,0.1913208,1.102278,0.7161595,290.7551,336.1624,7.014542
1,0.08888889,-0.7271009,0.07705298,0.1060928,-1.290375,3.41447,-2.875565,-0.02557508,-0.05977274,-0.03542606,-1.349041,3.542635,1.337289,-0.4498668,0.3440596,0.04839792,-0.4762696,3.692044,-0.3044792,-0.1476784,0.2197213,0.1038561,-0.8687636,1.674762,-0.09067132,0.1900641,1.102363,0.7184759,290.637,335.1474,7.950951
1,0.1,-0.7110978,0.04506679,0.1020972,-1.291375,3.415382,-2.868377,0.04032108,-0.06919931,-0.05830866,-1.350399,3.543679,1.334588,-0.4102215,0.2490673,0.08714812,-0.474162,3.692463,-0.3015401,-0.1330231,0.1888373,0.09075871,-0.8681628,1.676223,-0.09053443,0.1893047,1.102228,0.7202061,290.3873,335.3249,7.821093
