loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
5,0,-1.495184,-0.1288016,0.06009245,-1.223059,3.470816,-2.941816,0.4488303,-0.02268788,-0.2358588,-1.276735,3.590112,1.432129,-0.6993476,0.1493896,0.1449865,-0.4477029,3.550972,-0.2441229,-0.07346223,0.07998365,0.07466429,-0.8403168,1.542638,-0.02360386,0.1932723,1.137099,0.6914965,288.5654,320.5104,29.99683
5,0.01111111,-1.401408,-0.1406858,0.04225087,-1.222626,3.47278,-2.930097,0.4240848,0.02948418,-0.2687468,-1.275302,3.594729,1.426999,-0.7035452,0.02026755,0.1966452,-0.4428826,3.544293,-0.2302875,-0.07551762,0.09276135,0.07156309,-0.8394039,1.543974,-0.02356392,0.1909753,1.135309,0.6954061,288.5659,322.88,27.02727
5,0.02222222,-1.349187,-0.192991,0.03111279,-1.22178,3.476873,-2.918203,0.3832289,0.06992263,-0.3185454,-1.273939,3.6004,1.422389,-0.7347865,-0.05415314,0.1891673,-0.4402727,3.538663,-0.215736,-0.0933058,0.1386303,0.08358814,-0.838043,1.548536,-0.0248931,0.1886961,1.133598,0.6985456,289.2274,325.3688,24.47814
5,0.03333334,-1.282056,-0.2633772,0.02444676,-1.220757,3.482768,-2.908553,0.3124742,0.09863079,-0.378775,-1.272983,3.607344,1.41924,-0.7857907,-0.05888134,0.09803984,-0.4420725,3.535933,-0.2027992,-0.1290225,0.2144516,0.08837359,-0.8368547,1.554919,-0.02655811,0.1863243,1.132207,0.7013668,289.8873,327.1469,22.85314
5,0.04444445,-1.111636,-0.3653994,0.05125713,-1.220594,3.491247,-2.905165,0.2759925,0.09433728,-0.4136558,-1.273065,3.613322,1.415613,-0.7686621,0.03327334,-0.03167744,-0.4474569,3.541932,-0.2001445,-0.1755682,0.273439,0.07071708,-0.8367114,1.561493,-0.02735759,0.1843067,1.130901,0.7035798,290.1816,329.1468,20.80348
5,0.05555556,-1.021117,-0.3811601,0.07393566,-1.221181,3.496509,-2.898656,0.2749055,0.07409185,-0.4168453,-1.273867,3.618434,1.411021,-0.7165988,0.1089272,-0.07233834,-0.4508322,3.550965,-0.2023028,-0.195705,0.2906096,0.06767926,-0.8360088,1.566153,-0.0276761,0.1825324,1.129705,0.7062266,290.1154,330.8533,18.87033
5,0.06666667,-0.869933,-0.3582785,0.1261708,-1.223732,3.500491,-2.895482,0.274003,-0.005787879,-0.3954659,-1.277289,3.621774,1.407037,-0.612764,0.2129023,-0.06117928,-0.4522601,3.564229,-0.2114971,-0.2317857,0.3164584,0.05831058,-0.8359812,1.571896,-0.02769208,0.180634,1.128591,0.7082189,289.6602,333.1758,16.26258
5,0.07777778,-0.7485443,-0.3206375,0.1632941,-1.226303,3.503339,-2.892489,0.2188513,-0.09206808,-0.366225,-1.281937,3.624272,1.405302,-0.5319832,0.2858624,-0.0009196773,-0.4511422,3.577941,-0.2209055,-0.2687416,0.3646,0.06612714,-0.835178,1.579759,-0.02873071,0.1787799,1.128049,0.7091439,289.2376,335.7996,13.43988
5,0.08888889,-0.4769927,-0.2603809,0.2260365,-1.231024,3.505238,-2.896995,0.07523762,-0.133614,-0.3427551,-1.285377,3.627041,1.407935,-0.4958599,0.3279809,0.07987004,-0.448912,3.590733,-0.2281839,-0.2962183,0.401024,0.05892574,-0.8351204,1.586989,-0.02953206,0.1772325,1.127985,0.7100162,289.3173,337.9384,11.24882
5,0.1,-0.3385087,-0.2635492,0.2294971,-1.233015,3.509258,-2.899098,-0.05049585,-0.1314941,-0.346083,-1.28728,3.630939,1.4116,-0.4764233,0.3416656,0.09998006,-0.4481546,3.600619,-0.2325171,-0.3131692,0.4149675,0.06330938,-0.8343859,1.593948,-0.03009931,0.1753963,1.128165,0.710631,289.4978,339.3665,9.823916
