loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
7,0,-0.5863605,-0.4275308,-0.173322,-1.246368,3.464512,-2.976237,-0.01645374,0.3366083,-0.4054274,-1.309499,3.590906,1.35032,-0.3900448,0.3609951,0.1551198,-0.4909793,3.578076,-0.2679521,-0.2124859,0.2680438,0.1160623,-0.8972664,1.635063,-0.1187796,0.2017914,1.098707,0.6813662,291.0136,338.7007,3.655915
7,0.01111111,-0.5832244,-0.4166325,-0.1403721,-1.245361,3.46878,-2.971298,-0.02588649,0.2950428,-0.3978884,-1.308474,3.595623,1.349708,-0.3560754,0.4079078,0.1315892,-0.4920392,3.590694,-0.276267,-0.2209992,0.2529558,0.1447373,-0.8949676,1.638386,-0.1181139,0.2003043,1.09891,0.6834781,291.0207,336.9195,5.619225
7,0.02222222,-0.5918764,-0.3906368,-0.07771338,-1.246129,3.472759,-2.965461,-0.02760813,0.2375681,-0.3616191,-1.307524,3.598674,1.349289,-0.3562421,0.4047927,0.1134658,-0.4925714,3.600244,-0.2807124,-0.21364,0.2272002,0.1626088,-0.8929393,1.640852,-0.1175264,0.1991488,1.099332,0.6859204,290.9802,335.759,6.889815
7,0.03333334,-0.6059001,-0.331804,-0.03979951,-1.246546,3.474797,-2.958772,-0.0304863,0.1970857,-0.3328187,-1.307279,3.601651,1.348877,-0.3918126,0.360284,0.07628728,-0.4935855,3.605003,-0.2792407,-0.2104951,0.2143322,0.1710156,-0.8910564,1.643762,-0.1170771,0.1981212,1.099847,0.6881108,290.8953,334.939,7.739954
7,0.04444445,-0.6060365,-0.28474,-0.01350635,-1.246993,3.476539,-2.952504,-0.06813889,0.1192379,-0.2632571,-1.308714,3.601973,1.350896,-0.4260979,0.3220603,0.06257119,-0.4939663,3.609973,-0.2777166,-0.2020858,0.2058945,0.1538746,-0.8901888,1.646608,-0.1168853,0.1969927,1.100309,0.6904648,290.7646,334.9639,7.864012
7,0.05555556,-0.6051748,-0.2110033,0.01792175,-1.248329,3.476476,-2.945709,-0.08906566,0.091489,-0.2215335,-1.308817,3.603201,1.352232,-0.4593263,0.276364,0.05094252,-0.4941192,3.613139,-0.2740094,-0.1861622,0.2145624,0.1229896,-0.8902692,1.650151,-0.1175746,0.196153,1.100846,0.6926123,290.6072,335.1962,7.662757
7,0.06666667,-0.6051748,-0.2110033,0.01792175,-1.248329,3.476476,-2.945709,-0.08906566,0.091489,-0.2215335,-1.308817,3.603201,1.352232,-0.4593263,0.276364,0.05094252,-0.4941192,3.613139,-0.2740094,-0.1861622,0.2145624,0.1229896,-0.8902692,1.650151,-0.1175746,0.196153,1.100846,0.6926123,290.6072,335.1962,7.662757
7,0.07777778,-0.6259313,-0.01985809,0.08791882,-1.252869,3.472557,-2.929798,-0.1145138,-0.02146857,-0.1009296,-1.312105,3.601629,1.355942,-0.3935519,0.1964006,0.03614741,-0.4942337,3.617618,-0.2710176,-0.1775263,0.2304464,0.1273322,-0.8882515,1.657517,-0.1184217,0.1937174,1.101042,0.6974161,290.4016,338.0173,4.567617
7,0.08888889,-0.6377838,0.03450444,0.09603596,-1.254581,3.470691,-2.921744,-0.1183824,-0.05022937,-0.05827883,-1.313439,3.600474,1.357691,-0.3576927,0.1709358,-0.0005068156,-0.4957741,3.619224,-0.2699724,-0.1700096,0.2302657,0.1443496,-0.8863666,1.66114,-0.1190915,0.1926125,1.101172,0.6998557,290.493,338.205,4.274423
7,0.1,-0.6377838,0.03450444,0.09603596,-1.254581,3.470691,-2.921744,-0.1183824,-0.05022937,-0.05827883,-1.313439,3.600474,1.357691,-0.3576927,0.1709358,-0.0005068156,-0.4957741,3.619224,-0.2699724,-0.1700096,0.2302657,0.1443496,-0.8863666,1.66114,-0.1190915,0.1926125,1.101172,0.6998557,290.493,338.205,4.274423
