loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
2,0,-1.091795,-0.3074905,-0.2532224,-1.295741,3.486789,-2.967187,-0.2060727,0.3957945,-0.3038328,-1.353283,3.604001,1.412621,-0.6437876,0.2568347,-0.1013998,-0.4659264,3.597078,-0.2921844,-0.07387565,0.1617656,0.09745189,-0.8341771,1.571621,-0.05800818,0.1872199,1.121049,0.679101,282.0753,338.7821,15.08679
2,0.01111111,-1.128073,-0.269944,-0.2270325,-1.294034,3.488394,-2.953646,-0.1344198,0.3564433,-0.2702537,-1.351006,3.606343,1.411206,-0.6320587,0.3005632,-0.1140743,-0.468874,3.607196,-0.2943091,-0.07598989,0.1660647,0.0932209,-0.8333899,1.574426,-0.05898236,0.1853471,1.121419,0.6833264,281.7799,337.8355,15.66292
2,0.02222222,-1.155829,-0.2227798,-0.1977191,-1.292868,3.488928,-2.939942,-0.05729595,0.3032571,-0.2196704,-1.34961,3.607492,1.409002,-0.5934777,0.350465,-0.1067388,-0.4712757,3.618302,-0.2988834,-0.0847241,0.1471228,0.06330123,-0.8339306,1.575714,-0.05849553,0.1838755,1.121374,0.687829,281.2599,338.5066,13.8919
2,0.03333334,-1.184618,-0.16077,-0.1770794,-1.291735,3.48807,-2.925492,-0.0005595237,0.2681706,-0.187051,-1.347802,3.609005,1.406837,-0.5699236,0.3226014,-0.08365189,-0.4721172,3.624475,-0.2986724,-0.0806926,0.1238004,0.03866052,-0.8342986,1.576551,-0.05819806,0.1820063,1.121401,0.6921512,281.1262,337.6563,13.96582
2,0.04444445,-1.180339,-0.09891465,-0.1701874,-1.290264,3.486725,-2.912168,0.07249044,0.235245,-0.1087422,-1.34617,3.60779,1.403701,-0.5996866,0.1807384,-0.02652659,-0.4697497,3.619774,-0.2866943,-0.06816619,0.08969535,0.02670973,-0.8343886,1.57642,-0.05781403,0.1802377,1.121423,0.6964641,281.4621,335.7182,15.10541
2,0.05555556,-1.161117,-0.0766569,-0.1809935,-1.287917,3.486222,-2.899847,0.07810792,0.2427299,-0.07044478,-1.343136,3.608094,1.40272,-0.6880327,0.03055757,0.03324243,-0.4666433,3.612416,-0.269783,-0.06194126,0.0705367,0.01379606,-0.8346885,1.576394,-0.05724385,0.1791502,1.121778,0.7007194,281.9209,333.7835,16.27528
2,0.06666667,-1.134349,-0.03870391,-0.2196063,-1.284428,3.484691,-2.887672,0.07628614,0.2715208,-0.02677206,-1.338954,3.607579,1.402011,-0.7648489,-0.04595643,0.04852318,-0.4647413,3.606384,-0.2532043,-0.05678526,0.04925678,0.003008102,-0.8350794,1.57616,-0.05660229,0.1780139,1.122313,0.7045568,282.4166,331.7348,17.73461
2,0.07777778,-1.095782,-0.0191435,-0.2878399,-1.279329,3.482964,-2.876223,0.06054267,0.3024215,0.006342782,-1.33458,3.607409,1.40183,-0.850654,-0.08164203,0.0001528561,-0.4662785,3.601496,-0.2367335,-0.04826106,0.05131859,0.002980995,-0.8352264,1.576876,-0.05664943,0.1780076,1.123572,0.7080673,282.7614,329.4843,19.75023
2,0.08888889,-1.079751,-0.01397191,-0.3016795,-1.275706,3.482147,-2.864598,0.00100483,0.3439432,0.02593666,-1.329309,3.607339,1.403728,-0.7872956,-0.04369515,0.03914757,-0.4648803,3.604097,-0.2322471,-0.04384363,0.07904147,-0.006462198,-0.8357575,1.579272,-0.05792455,0.1774874,1.124827,0.7112701,282.9596,327.8761,21.13465
2,0.1,-0.981643,-0.01757475,-0.3364736,-1.271197,3.481341,-2.856738,-0.07028863,0.3694737,0.03923741,-1.324249,3.607258,1.406929,-0.5459136,-0.05122101,0.1049725,-0.4613698,3.604577,-0.2347595,-0.04153403,0.1067208,-0.00632236,-0.8360643,1.582026,-0.05930141,0.1775817,1.127045,0.7137841,282.8054,328.248,20.78103
