loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
5,0,-1.261913,-0.2523553,-0.06771356,-1.323155,3.401959,-2.911718,0.07114589,0.1634931,-0.3302056,-1.37324,3.51844,1.499166,-0.4691577,-0.06382412,0.1111209,-0.4810713,3.593202,-0.3045743,-0.05092827,0.07752662,0.1128935,-0.8262969,1.56926,-0.07684311,0.1964795,1.142876,0.6907915,281.0486,346.3817,1.147516
5,0.01111111,-1.158725,-0.3439106,-0.04943436,-1.321866,3.408972,-2.903777,0.06346698,0.1623825,-0.3642423,-1.371786,3.523845,1.497796,-0.5188633,-0.1284425,0.07196885,-0.4804742,3.58577,-0.2904515,-0.06251612,0.09358597,0.1140634,-0.8251618,1.57138,-0.07727908,0.1947695,1.142058,0.6939298,281.7475,345.754,1.78131
5,0.02222222,-1.083136,-0.3726825,-0.04254368,-1.320443,3.414156,-2.895588,0.07094531,0.15174,-0.3632153,-1.370663,3.527957,1.495958,-0.5524275,-0.119553,0.02019127,-0.4813285,3.58366,-0.281163,-0.08472218,0.1161327,0.1131666,-0.8241141,1.574331,-0.07750864,0.1929722,1.141356,0.6971925,282.1001,346.235,1.108096
5,0.03333334,-0.9670726,-0.3244969,-0.005397797,-1.321126,3.416318,-2.889221,0.1126021,0.1230385,-0.3517403,-1.37053,3.531626,1.492593,-0.5516517,-0.07356185,-0.02437052,-0.4832487,3.584245,-0.2756071,-0.1269886,0.1665781,0.1017997,-0.8237876,1.579302,-0.07795499,0.1909803,1.14041,0.6997303,282.2881,348.6545,358.2925
5,0.04444445,-0.9138468,-0.2624033,0.03035286,-1.322383,3.41749,-2.881186,0.1480068,0.07304242,-0.3231568,-1.371689,3.534215,1.489177,-0.5177727,0.03523016,-0.08392781,-0.4871417,3.591854,-0.2774958,-0.1469509,0.2061628,0.09671333,-0.8231224,1.584161,-0.07894169,0.188941,1.139331,0.7021992,282.151,351.8331,354.6716
5,0.05555556,-0.8201984,-0.1755382,0.09686425,-1.325924,3.417115,-2.875227,0.2062403,-0.05357771,-0.2413693,-1.376588,3.533669,1.484708,-0.4866713,0.1747926,-0.1188405,-0.4914203,3.603834,-0.2837654,-0.1735141,0.2234973,0.07769472,-0.8231741,1.588268,-0.0789542,0.1871961,1.138219,0.7043943,282.0159,354.7932,351.2154
5,0.06666667,-0.7041787,-0.09081736,0.165599,-1.330499,3.416446,-2.870966,0.2098236,-0.1387503,-0.1976224,-1.380878,3.534162,1.482102,-0.4782893,0.2992493,-0.08112773,-0.4931999,3.619025,-0.2918603,-0.2064852,0.2333436,0.07144411,-0.8228465,1.59186,-0.07798268,0.1858559,1.137505,0.7058595,282.1687,355.6549,350.0915
5,0.07777778,-0.5530451,-0.0680203,0.2233218,-1.334769,3.417529,-2.870066,0.184386,-0.1824483,-0.1867529,-1.384223,3.535801,1.48049,-0.4637488,0.3160042,-0.02475473,-0.4928116,3.628229,-0.2954301,-0.2224885,0.2410418,0.04489446,-0.8233759,1.595747,-0.07766417,0.184405,1.136841,0.7074518,282.5108,354.0614,351.7591
5,0.08888889,-0.4402131,-0.09344645,0.2505459,-1.337886,3.420877,-2.869631,0.1012776,-0.2102499,-0.1936318,-1.387708,3.537914,1.481729,-0.4256463,0.268593,0.06839387,-0.4892392,3.633124,-0.2964503,-0.2393839,0.2635827,0.03654074,-0.8235123,1.600871,-0.07801358,0.1833773,1.136879,0.7078869,282.8272,350.3956,355.8161
5,0.1,-0.26455,-0.1327746,0.2769954,-1.341045,3.424801,-2.873848,0.04581953,-0.2060647,-0.2028579,-1.389881,3.540493,1.482648,-0.3922796,0.2363124,0.1115714,-0.4870932,3.637636,-0.2973896,-0.2583471,0.2849593,0.05266438,-0.8226851,1.606052,-0.07816298,0.1822333,1.136829,0.7081325,282.6999,349.4885,356.9115
