loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
4,0,-0.9072474,0.1501665,0.1640663,-1.256304,3.433179,-2.847594,0.4145033,-0.153142,-0.004370198,-1.298904,3.557567,1.444026,-0.4855039,-0.1501302,0.2381445,-0.4058471,3.424757,-0.110531,-0.05362527,0.1645882,0.177232,-0.8937973,1.569318,-0.04446307,0.1910746,1.148335,0.6998945,277.052,353.9552,357.6359
4,0.01111111,-0.8454882,0.1588819,0.189651,-1.259838,3.432242,-2.839985,0.4232014,-0.2149108,0.01158077,-1.303257,3.556744,1.439263,-0.4809149,-0.2479615,0.2024057,-0.4043813,3.410931,-0.09256136,-0.07064377,0.1678718,0.1826111,-0.8916183,1.571572,-0.04440981,0.1892731,1.146504,0.7028419,277.4893,354.3605,356.8335
4,0.02222222,-0.7699112,0.1506235,0.2228722,-1.263609,3.432061,-2.833988,0.4593769,-0.2543091,0.0006683022,-1.307345,3.556965,1.432911,-0.5151139,-0.2695949,0.09182011,-0.406964,3.401925,-0.07735577,-0.06548244,0.1530361,0.156939,-0.8909781,1.572994,-0.04483485,0.1881563,1.144648,0.7053717,277.9762,353.3969,357.5758
4,0.03333334,-0.7326849,0.1177385,0.241387,-1.266894,3.433147,-2.827373,0.4896637,-0.2085407,-0.07523655,-1.308696,3.560094,1.425633,-0.5188907,-0.2019956,0.005937554,-0.4096757,3.401362,-0.07092904,-0.05805445,0.1563527,0.1228564,-0.8907315,1.575458,-0.04597974,0.1874813,1.143059,0.7069464,278.3385,348.7267,2.844649
4,0.04444445,-0.7007945,0.03883779,0.2379785,-1.268622,3.436133,-2.821421,0.5211433,-0.1744776,-0.1362397,-1.309967,3.563749,1.417867,-0.461365,-0.07731408,-0.04401574,-0.4119404,3.40858,-0.07427849,-0.04825,0.1785629,0.1357318,-0.8889664,1.578881,-0.04795581,0.1865151,1.141624,0.708842,278.516,344.5473,7.598697
4,0.05555556,-0.6092994,-0.1063434,0.2193698,-1.268583,3.442708,-2.819254,0.5067604,-0.1575058,-0.2053937,-1.311948,3.568193,1.4115,-0.3938674,0.0289683,-0.04835685,-0.4128912,3.417361,-0.08010735,-0.06414653,0.1904695,0.1262341,-0.8879266,1.582267,-0.04883758,0.1858829,1.140438,0.7096826,278.2156,339.7074,13.25452
4,0.06666667,-0.5145694,-0.1970512,0.2151264,-1.269243,3.448853,-2.818523,0.4596204,-0.1511875,-0.2402112,-1.314156,3.571978,1.407118,-0.3711435,0.09272707,-0.03757358,-0.4130952,3.424329,-0.08288503,-0.08949251,0.2129521,0.1455692,-0.8859128,1.586258,-0.04944744,0.1851368,1.139416,0.7104277,277.6744,339.468,13.81267
4,0.07777778,-0.3857114,-0.2409288,0.2083062,-1.269976,3.453612,-2.819989,0.3783918,-0.1459578,-0.2747618,-1.316253,3.576224,1.404729,-0.3730879,0.1865878,-0.05621945,-0.4148774,3.436895,-0.0900934,-0.1019764,0.2460007,0.1606757,-0.883786,1.591317,-0.0511231,0.1844098,1.138475,0.7113098,277.3321,341.1041,12.33754
4,0.08888889,-0.2823484,-0.1747205,0.2333571,-1.273616,3.454047,-2.820073,0.2891327,-0.1769051,-0.2474424,-1.319614,3.577541,1.404241,-0.3721663,0.2678043,-0.1037328,-0.4182452,3.449283,-0.09735905,-0.1293758,0.2803016,0.1619688,-0.882212,1.596662,-0.05217931,0.1837578,1.137568,0.7119638,277.1782,345.9437,7.470419
4,0.1,-0.1863961,-0.0626884,0.2600443,-1.278203,3.452327,-2.82055,0.2011401,-0.2163484,-0.1945465,-1.323365,3.577262,1.405176,-0.3508132,0.3168056,-0.1185876,-0.4206037,3.461527,-0.1053954,-0.1601402,0.2965642,0.1589099,-0.880791,1.601723,-0.05256974,0.1831996,1.136779,0.7124028,277.26,350.3134,2.931956
4,0.1111111,-0.1149694,-0.006253749,0.2638264,-1.281537,3.451487,-2.821363,0.110969,-0.2366275,-0.1469857,-1.326612,3.576965,1.406559,-0.2773271,0.350684,-0.134043,-0.4231161,3.472847,-0.1152496,-0.1846467,0.298985,0.1408455,-0.8801582,1.605792,-0.05242459,0.1829998,1.136361,0.7128989,277.6104,351.8376,1.186692
4,0.1222222,0.0139454,0.009638727,0.2681121,-1.284639,3.452106,-2.825971,0.06858479,-0.2398322,-0.1168356,-1.329351,3.576751,1.40735,-0.2357936,0.3473271,-0.1344688,-0.4249915,3.481119,-0.121703,-0.2028868,0.2875519,0.117382,-0.8798381,1.609474,-0.05199183,0.1824909,1.135662,0.7134571,277.8864,352.3539,0.4176794
