loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
3,0,-0.8591723,-0.1304646,0.001594752,-1.262106,3.41856,-2.930719,0.1400692,0.1087629,-0.1816432,-1.32453,3.545423,1.316059,-0.4605608,0.1518262,0.1930322,-0.4567859,3.546833,-0.277768,-0.1164163,0.1888264,0.04436954,-0.8900588,1.55609,-0.07973291,0.1951708,1.100333,0.6789622,294.7928,329.5084,18.81042
3,0.01111111,-0.8133369,-0.1677253,0.0009201169,-1.261483,3.421703,-2.924085,0.1879507,0.1067499,-0.1905355,-1.324019,3.548144,1.311681,-0.432489,0.07329845,0.125287,-0.4572919,3.542216,-0.2699228,-0.1122186,0.1651781,0.07081366,-0.8885946,1.557668,-0.07964662,0.1942697,1.099905,0.6816005,294.667,328.6167,19.50719
3,0.02222222,-0.7707321,-0.1751115,0.007495642,-1.261471,3.423961,-2.917488,0.2199434,0.08979192,-0.1918475,-1.324032,3.550541,1.307802,-0.4169263,0.06607997,0.07504795,-0.4586294,3.543735,-0.2673641,-0.1057226,0.1735138,0.09108562,-0.8872939,1.560685,-0.08052734,0.1930203,1.099422,0.6840697,294.6331,327.9119,20.10932
3,0.03333334,-0.7494686,-0.1515961,0.01697955,-1.261742,3.42502,-2.910152,0.2329197,0.06426409,-0.1748896,-1.324527,3.551931,1.304427,-0.3876074,0.1015252,0.007861435,-0.46148,3.547953,-0.267758,-0.1066454,0.1861441,0.1135502,-0.8854627,1.564145,-0.0814914,0.1923991,1.098961,0.686344,294.7759,327.67,20.48332
3,0.04444445,-0.7080119,-0.1056127,0.0370357,-1.263083,3.424836,-2.903413,0.2213582,0.04826292,-0.1598805,-1.324827,3.553273,1.302064,-0.3803172,0.14106,-0.01756204,-0.463226,3.554135,-0.2689942,-0.1109167,0.1840311,0.1146057,-0.8844805,1.566785,-0.08173507,0.1915707,1.098458,0.6882457,294.9982,327.7825,20.63289
3,0.05555556,-0.6494676,-0.08843762,0.04986088,-1.263944,3.425461,-2.898309,0.1916773,0.02156375,-0.1489857,-1.325838,3.554353,1.30067,-0.3737216,0.1867748,-0.0003374694,-0.4634204,3.563104,-0.2727713,-0.1173225,0.1873491,0.1029292,-0.883918,1.56968,-0.08205306,0.1911229,1.098136,0.6900087,295.175,328.4521,20.26509
3,0.06666667,-0.5791764,-0.1000345,0.06080194,-1.264655,3.427415,-2.894555,0.1396201,0.005469665,-0.1347257,-1.326447,3.555328,1.300631,-0.3711491,0.1918403,0.05080299,-0.4617698,3.569702,-0.2746004,-0.134331,0.2057503,0.07646956,-0.884292,1.573456,-0.08236598,0.190581,1.097972,0.6916351,295.2462,329.6625,19.23372
3,0.07777778,-0.5419014,-0.09785507,0.06408525,-1.265211,3.428677,-2.890092,0.1057021,-0.007387392,-0.1163478,-1.327131,3.555851,1.300521,-0.3750563,0.1820695,0.09447513,-0.4597676,3.575349,-0.2752364,-0.141803,0.2155647,0.05099297,-0.8848619,1.576993,-0.08274335,0.1900267,1.097662,0.6934091,295.2465,330.8883,18.10979
3,0.08888889,-0.4726774,-0.05735689,0.06080772,-1.265998,3.428169,-2.886863,0.05799114,-0.006423377,-0.08722264,-1.327157,3.556048,1.301122,-0.3715948,0.1947024,0.1232741,-0.4581862,3.582516,-0.2776343,-0.1503338,0.219994,0.03506009,-0.8853274,1.580329,-0.08305573,0.1889928,1.097302,0.6947752,295.1432,332.625,16.32113
3,0.1,-0.4215777,-0.00832203,0.06060624,-1.267035,3.426809,-2.883333,0.04545503,-0.01709162,-0.05835582,-1.327543,3.555616,1.301065,-0.3524098,0.214931,0.1200165,-0.4580259,3.590047,-0.281078,-0.1577699,0.2156671,0.05102193,-0.8844187,1.583369,-0.08297931,0.1884263,1.09712,0.6961414,294.8645,334.5055,14.21975
3,0.1111111,-0.3885673,0.02258089,0.05835107,-1.267947,3.425649,-2.879726,0.03854031,-0.07993952,-0.00820143,-1.330025,3.553277,1.301306,-0.3152487,0.242667,0.09960059,-0.4586049,3.59821,-0.2860493,-0.1598613,0.213421,0.0691225,-0.8831804,1.586516,-0.08308663,0.1879238,1.0971,0.6975155,294.5344,335.9109,12.55566
3,0.1222222,-0.3140606,0.07384774,0.0699189,-1.26977,3.423544,-2.878171,0.03129153,-0.1065732,0.009981081,-1.331666,3.552147,1.30131,-0.2898732,0.2534126,0.07387072,-0.4596025,3.604972,-0.2897948,-0.151245,0.2207034,0.08619338,-0.8819074,1.590121,-0.08403338,0.1881737,1.097449,0.6987621,294.3913,335.9945,12.33045
3,0.1333333,-0.2736229,0.103774,0.08048083,-1.271601,3.421835,-2.876066,0.01985795,-0.1257615,0.04096931,-1.333219,3.550217,1.301902,-0.2592041,0.2289659,0.05218038,-0.460272,3.608518,-0.2912148,-0.1512596,0.2164134,0.09042058,-0.8810648,1.593123,-0.08429065,0.1878783,1.097601,0.6999375,294.3765,335.4386,12.82476
3,0.1444445,-0.2225152,0.129404,0.08471487,-1.273354,3.419995,-2.874676,0.01151684,-0.1332256,0.06128084,-1.334341,3.54852,1.302323,-0.240041,0.1926897,0.05823146,-0.4596318,3.611228,-0.2915112,-0.158776,0.2100764,0.08509834,-0.8801295,1.59547,-0.08371674,0.1876461,1.097865,0.7010128,294.5514,333.4573,14.82221
3,0.1555556,-0.1490496,0.1486953,0.09437089,-1.275265,3.418182,-2.874859,-0.01487902,-0.1460601,0.08812342,-1.335816,3.546078,1.303976,-0.2346879,0.1617388,0.06761749,-0.4588041,3.613436,-0.2911093,-0.1695575,0.1931578,0.07648599,-0.8797103,1.597462,-0.08274841,0.1876439,1.098451,0.7018896,294.7418,331.6139,16.59981
3,0.1666667,-0.05960366,0.1743708,0.1008323,-1.277308,3.415862,-2.876293,-0.04855873,-0.1759398,0.132078,-1.337732,3.542482,1.306368,-0.2442489,0.1052355,0.08126827,-0.4573191,3.613215,-0.2879604,-0.1706838,0.1878875,0.06795474,-0.8791276,1.599836,-0.08232071,0.1869111,1.098697,0.7026577,294.8462,330.7126,17.43094
3,0.1777778,-0.03194275,0.2180803,0.102737,-1.279521,3.412395,-2.87575,-0.0598684,-0.2260167,0.1694749,-1.340848,3.538345,1.308343,-0.2464187,0.09567308,0.07911385,-0.4568136,3.616014,-0.2876073,-0.1727762,0.2062013,0.04145457,-0.8798929,1.603519,-0.08278596,0.1870345,1.099428,0.7032633,294.9553,330.1356,17.93069
3,0.1888889,-0.03093125,0.3266742,0.09239377,-1.282117,3.405292,-2.873315,-0.07029189,-0.2558584,0.1898113,-1.343769,3.534665,1.310172,-0.2348493,0.1341328,0.05364281,-0.4578219,3.62177,-0.2905346,-0.1951104,0.2213797,0.0235302,-0.8802781,1.607322,-0.08229274,0.1868455,1.099946,0.7035061,294.8052,330.5709,17.4469
3,0.2,-0.03199074,0.3340973,0.08808296,-1.283993,3.401754,-2.87184,-0.07990465,-0.2590794,0.1856257,-1.346105,3.532049,1.311934,-0.2050273,0.2130201,0.03462501,-0.4594704,3.632552,-0.2990605,-0.2057303,0.2278512,0.0214759,-0.8803393,1.610892,-0.08191138,0.1868239,1.100582,0.7038558,294.5247,331.2919,16.73834
3,0.2111111,-0.05742235,0.2709968,0.05543733,-1.283852,3.400773,-2.870006,-0.1079744,-0.2272008,0.1474807,-1.347257,3.531322,1.314238,-0.1697243,0.2459281,0.04514664,-0.4598176,3.64142,-0.3063072,-0.1971722,0.2255431,0.03954534,-0.879428,1.614161,-0.08207276,0.1863303,1.101373,0.7036442,293.8003,333.8341,14.23285
3,0.2222222,0.03852828,0.2113114,0.04226375,-1.283963,3.400494,-2.873438,-0.267082,-0.1381117,0.1262899,-1.345946,3.531017,1.322172,-0.106604,0.2243281,0.08072171,-0.458257,3.646266,-0.3115938,-0.191896,0.2137398,0.04690298,-0.878801,1.616789,-0.08180618,0.1857743,1.102212,0.703828,293.4032,335.7342,12.21308
3,0.2333333,0.2390191,0.05035203,0.007713892,-1.281628,3.405444,-2.884818,-0.4658997,-0.02675757,0.07449953,-1.3427,3.532707,1.333827,-0.0582536,0.1877372,0.1365889,-0.4552653,3.650498,-0.3164128,-0.1866151,0.2052027,0.04575054,-0.8786882,1.619441,-0.08176011,0.1855981,1.103983,0.7039586,293.1848,338.2408,9.696267
3,0.2444444,0.2594833,-0.01826812,-0.05673373,-1.278415,3.406923,-2.88853,-0.4983197,-0.02579864,0.01615366,-1.343509,3.534396,1.339719,-0.04883194,0.1568971,0.1235698,-0.4547017,3.652964,-0.3181822,-0.1908447,0.2073136,0.05217003,-0.8780895,1.622624,-0.08152123,0.1848819,1.106275,0.7040836,293.3391,339.6826,8.593534
3,0.2555556,0.1966826,-0.03758753,-0.07061724,-1.276965,3.407638,-2.888909,-0.5595967,0.04540601,-0.03347963,-1.341144,3.537217,1.347377,-0.07138252,0.1890415,0.09622949,-0.4555848,3.66005,-0.3229075,-0.1951799,0.1923881,0.05844983,-0.8775494,1.624968,-0.08060403,0.1844785,1.108617,0.704601,293.3309,340.9273,7.600688
3,0.2666667,0.1084389,-0.07317917,-0.1238656,-1.273852,3.408559,-2.887454,-0.6634272,0.1633915,-0.06043302,-1.336007,3.539727,1.357438,-0.07664579,0.2242093,0.09645206,-0.4557382,3.669051,-0.3299337,-0.1867806,0.1710348,0.0582749,-0.8770114,1.626607,-0.07991481,0.1835336,1.111493,0.7055254,293.048,341.679,6.935567
3,0.2777778,0.05000332,-0.1204091,-0.1684361,-1.269848,3.410604,-2.886655,-0.7734972,0.2600629,-0.07454622,-1.330339,3.542313,1.368942,-0.04970443,0.2367775,0.130379,-0.4543007,3.677754,-0.338108,-0.1730805,0.1453695,0.06123183,-0.8765497,1.627725,-0.07917605,0.1827944,1.115402,0.7072045,292.5645,342.4605,5.886241
