loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
7,0,-0.9021381,-0.4251947,-0.1869253,-1.327034,3.425403,-3.057402,-0.01178569,0.2667464,-0.4226526,-1.383523,3.532817,1.494892,-0.6449336,0.3352442,0.1910417,-0.4671334,3.483729,-0.2330271,-0.2054057,0.2595933,0.1071028,-0.899277,1.586612,-0.0651071,0.1985631,1.141977,0.6654706,279.4664,355.7384,346.5926
7,0.01111111,-0.9213262,-0.4013276,-0.1488634,-1.326341,3.429379,-3.047709,0.005411431,0.2337435,-0.4046478,-1.382403,3.536871,1.493484,-0.6848808,0.3132605,0.1454957,-0.4676878,3.48971,-0.2295416,-0.2201878,0.2757281,0.10188,-0.8984318,1.591396,-0.06508046,0.1970713,1.141712,0.6690675,279.3839,354.4699,347.9347
7,0.02222222,-0.9500964,-0.3356632,-0.0921195,-1.326912,3.43111,-3.03659,0.0355947,0.1709322,-0.3611503,-1.382774,3.53948,1.491649,-0.6798453,0.3091204,0.1187914,-0.4679238,3.497396,-0.2289243,-0.2222394,0.2864233,0.09767409,-0.897644,1.596069,-0.0654304,0.195578,1.141145,0.6725131,279.3575,355.1986,347.1999
7,0.03333334,-0.9607362,-0.2572508,-0.03653805,-1.32816,3.431531,-3.025568,0.0668789,0.1049319,-0.3133994,-1.383911,3.541379,1.489508,-0.6420189,0.2975228,0.06935357,-0.4694359,3.503349,-0.2282646,-0.2337519,0.3154082,0.07226595,-0.8979418,1.601796,-0.06598328,0.1940825,1.140345,0.6758359,279.3653,357.2702,344.9395
7,0.04444445,-0.9490529,-0.2398533,-0.003684282,-1.328831,3.43387,-3.015926,0.07553747,0.06767121,-0.2985286,-1.38429,3.544483,1.487826,-0.5850676,0.245299,0.03123517,-0.4702945,3.505091,-0.2249841,-0.2410403,0.335742,0.06599265,-0.897562,1.607406,-0.06669248,0.1925496,1.139562,0.6789117,279.5354,358.0754,344.032
7,0.05555556,-0.8841842,-0.2639666,0.04039529,-1.330375,3.438051,-3.009179,0.05532729,0.03143945,-0.2972935,-1.385499,3.547759,1.48729,-0.5579031,0.1846412,-0.0002520159,-0.471274,3.504833,-0.219413,-0.2621065,0.36688,0.0523256,-0.8977676,1.613996,-0.06716945,0.1910718,1.13902,0.6817293,279.8599,357.1351,345.1339
7,0.06666667,-0.8118101,-0.2765356,0.06944734,-1.331625,3.442048,-3.003541,0.03294743,0.009054631,-0.3003156,-1.386262,3.551387,1.487064,-0.5700889,0.1668134,-0.0407032,-0.47311,3.507629,-0.214916,-0.2758341,0.3830048,0.04603394,-0.8977085,1.620031,-0.06737185,0.1893804,1.138322,0.6844198,280.1195,355.651,346.8404
7,0.07777778,-0.7553551,-0.2529333,0.09165671,-1.332947,3.444323,-2.997459,0.0372395,-0.00585559,-0.2982095,-1.387021,3.554664,1.485752,-0.6199634,0.2027087,-0.1433636,-0.4789434,3.51248,-0.2106638,-0.2938203,0.398075,0.04506807,-0.8975668,1.626298,-0.06741792,0.1880772,1.137669,0.687001,280.2572,355.2174,347.3486
7,0.08888889,-0.7287164,-0.2325969,0.1053423,-1.334366,3.446691,-2.990757,0.08008143,-0.02711791,-0.2686811,-1.388175,3.556614,1.483156,-0.6317728,0.2775425,-0.1811925,-0.4833163,3.523535,-0.212981,-0.3137738,0.4333942,0.04315836,-0.8972493,1.633681,-0.06791487,0.1866661,1.136863,0.689526,280.3222,355.1777,347.3921
7,0.1,-0.6914015,-0.1855189,0.1294084,-1.336631,3.447687,-2.984434,0.1260807,-0.05264494,-0.2455683,-1.38977,3.558555,1.479802,-0.6145856,0.3233023,-0.1843092,-0.4865265,3.533271,-0.2153946,-0.3244036,0.4356083,0.0442584,-0.8969399,1.639923,-0.06794363,0.186013,1.13594,0.6920456,280.2569,355.7619,346.6512
7,0.1111111,-0.6263989,-0.1180019,0.1735111,-1.34002,3.447329,-2.979365,0.2085294,-0.1463116,-0.1960448,-1.3945,3.558688,1.47475,-0.5736302,0.3773353,-0.1567134,-0.4880615,3.545198,-0.2212655,-0.3223284,0.4303007,0.03677221,-0.897097,1.64582,-0.06810661,0.1849903,1.134925,0.6941499,280.197,354.6946,347.6126
7,0.1222222,-0.5976367,-0.1148026,0.1777854,-1.341836,3.448981,-2.974019,0.2097676,-0.1761252,-0.174731,-1.397376,3.559843,1.472397,-0.554934,0.3865499,-0.1003817,-0.4882149,3.555304,-0.2247538,-0.3106337,0.4280793,0.034603,-0.8972142,1.651719,-0.06873512,0.1838149,1.134136,0.6962263,280.3338,352.2156,350.1577
7,0.1333333,-0.4506742,-0.133028,0.1878566,-1.344038,3.451812,-2.974268,0.1619476,-0.1633601,-0.1573436,-1.398905,3.560869,1.471946,-0.545378,0.3411254,0.02178987,-0.4840631,3.561995,-0.2250544,-0.2991437,0.4035589,0.01848692,-0.8977782,1.656425,-0.06875163,0.1829407,1.13354,0.6977305,280.701,348.7015,353.8279
7,0.1444445,-0.3686161,-0.1311801,0.1730781,-1.345328,3.453419,-2.973061,0.09270791,-0.1538149,-0.1557753,-1.400345,3.562483,1.472927,-0.5371925,0.2521057,0.1299025,-0.4793333,3.564027,-0.2211782,-0.3044822,0.4014596,0.02169577,-0.8975604,1.662113,-0.06872367,0.1820632,1.133214,0.6990378,281.068,347.7199,354.8463
7,0.1555556,-0.2524959,-0.1485837,0.1564315,-1.346151,3.455827,-2.974467,0.03835658,-0.1421305,-0.1575153,-1.401705,3.564203,1.473991,-0.5008149,0.1686122,0.1781028,-0.475411,3.563507,-0.2164308,-0.3171061,0.4196497,0.0271291,-0.8974277,1.668826,-0.06898306,0.1810041,1.133179,0.6997395,281.3437,349.563,353.013
7,0.1666667,-0.1459603,-0.1530795,0.1502885,-1.347457,3.458064,-2.976646,-0.02462712,-0.1208765,-0.1741178,-1.402607,3.566888,1.475802,-0.4490103,0.1654292,0.1381634,-0.4757609,3.56742,-0.2167382,-0.3254251,0.4420378,0.0378908,-0.8971694,1.676164,-0.06967229,0.1795618,1.133087,0.7005291,281.5045,352.6555,349.9266
7,0.1777778,-0.1076136,-0.1703438,0.1356362,-1.348154,3.460681,-2.977106,-0.1060936,-0.1060437,-0.242773,-1.40347,3.571804,1.478794,-0.3846999,0.2562941,0.03361778,-0.4801743,3.578315,-0.2242209,-0.3369188,0.4621881,0.0763559,-0.8953995,1.683848,-0.0703442,0.1783023,1.13346,0.7006783,281.571,358.8808,343.738
7,0.1888889,-0.1161549,-0.1895114,0.1358514,-1.349432,3.463743,-2.976227,-0.1246531,-0.09650379,-0.3033666,-1.404733,3.577111,1.479881,-0.3382955,0.3535331,-0.05259697,-0.4852503,3.59211,-0.2342266,-0.341087,0.4662766,0.1179268,-0.8931028,1.690763,-0.07077298,0.1770935,1.133952,0.7007753,281.5919,4.975378,337.7273
7,0.2,-0.1289721,-0.215093,0.132922,-1.350303,3.467194,-2.974938,-0.1420004,-0.07523757,-0.3437381,-1.405436,3.582215,1.480951,-0.2593741,0.4962417,-0.09946249,-0.4902411,3.611835,-0.2512655,-0.3210382,0.4382807,0.1443935,-0.8909723,1.696012,-0.07119535,0.175571,1.134559,0.7008381,281.6065,9.675794,333.0664
