loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,-1.244705,-0.3178658,-0.06497079,-1.294989,3.435973,-2.96866,-0.05284002,0.2008247,-0.347409,-1.354958,3.54769,1.426246,-0.6458158,0.3442772,0.3208944,-0.4389646,3.556757,-0.2984969,-0.1496575,0.126448,0.1653156,-0.8259485,1.497258,-0.0224089,0.1896828,1.13085,0.6729273,282.5416,329.8444,21.46867
0,0.01111111,-1.219115,-0.3350324,-0.07754713,-1.292869,3.439977,-2.956801,-0.04010449,0.2104156,-0.3539115,-1.352884,3.552362,1.425218,-0.7022259,0.3967272,0.3078261,-0.4382503,3.572913,-0.3036052,-0.1560495,0.1221702,0.1759616,-0.8236092,1.499026,-0.02162913,0.1881332,1.131123,0.6776861,282.5747,329.4967,21.42765
0,0.02222222,-1.181783,-0.311783,-0.09791911,-1.290591,3.442183,-2.945437,-0.0293413,0.234933,-0.3380316,-1.349897,3.555989,1.424446,-0.7427438,0.4512883,0.286092,-0.4379787,3.590047,-0.3095016,-0.1475247,0.1123995,0.1982615,-0.820628,1.500323,-0.02126081,0.186187,1.130791,0.6823465,282.6727,332.2756,17.42616
0,0.03333334,-1.168984,-0.2777009,-0.1078207,-1.288624,3.443747,-2.933351,-0.002481759,0.2498859,-0.3084204,-1.346837,3.558975,1.422894,-0.76096,0.4855413,0.2640326,-0.4380309,3.606055,-0.3150434,-0.1282768,0.1251011,0.1908295,-0.8187729,1.50294,-0.02233247,0.1841114,1.130463,0.6868374,282.7733,333.672,15.18089
0,0.04444445,-1.160416,-0.2395183,-0.1176828,-1.286728,3.44471,-2.920838,0.03509712,0.2360719,-0.2714185,-1.344954,3.561177,1.42069,-0.7676169,0.5219561,0.2248406,-0.4392133,3.622826,-0.3213344,-0.114468,0.1261799,0.1716238,-0.8174743,1.504979,-0.02289999,0.1821328,1.129843,0.6912199,282.97,334.6375,13.35763
0,0.05555556,-1.148707,-0.2064238,-0.1083469,-1.285781,3.445656,-2.9085,0.1035891,0.2052242,-0.2325143,-1.343917,3.562898,1.417062,-0.7490783,0.5061744,0.1670646,-0.4407393,3.634171,-0.3236745,-0.1134452,0.1241177,0.1588282,-0.8160879,1.506886,-0.02298308,0.1803645,1.129167,0.6953774,283.2239,334.4884,12.77774
0,0.06666667,-1.126365,-0.1817695,-0.09040886,-1.285098,3.446763,-2.89692,0.1506281,0.1860778,-0.2126297,-1.3427,3.565078,1.413409,-0.7293409,0.4273841,0.142019,-0.4406312,3.639487,-0.3209597,-0.1124908,0.118943,0.1300335,-0.8155137,1.508495,-0.02283341,0.1788209,1.128482,0.6993753,283.3997,333.6135,13.14451
0,0.07777778,-1.11148,-0.133618,-0.06628823,-1.285291,3.446714,-2.885185,0.2498766,0.1381847,-0.1920683,-1.342964,3.566775,1.407211,-0.7143067,0.2581326,0.1038412,-0.4397049,3.634164,-0.3085208,-0.1189888,0.1148902,0.1001991,-0.8154109,1.510036,-0.02235484,0.1777675,1.127754,0.7028485,283.5276,331.7735,14.70546
0,0.08888889,-1.104041,-0.1047496,-0.05374297,-1.285073,3.446917,-2.873222,0.3107069,0.1147764,-0.1797424,-1.342739,3.568555,1.40134,-0.7387048,0.09860051,0.05969413,-0.4390786,3.623934,-0.290133,-0.1221991,0.1171048,0.08640252,-0.8143872,1.511725,-0.0221868,0.1770285,1.12724,0.7056879,283.6324,329.5173,17.01766
0,0.1,-0.9964572,-0.1378059,-0.05324203,-1.283879,3.449362,-2.866251,0.3457913,0.103065,-0.1895941,-1.342379,3.571177,1.395831,-0.8712565,-0.1840524,9.04426E-05,-0.4378924,3.597124,-0.2517657,-0.1294495,0.1512715,0.08129257,-0.8136144,1.515613,-0.02311357,0.176696,1.127072,0.7078868,283.7125,327.4084,19.513
0,0.1111111,-0.9453304,-0.1708518,-0.05391628,-1.282478,3.452232,-2.858379,0.2869201,0.1552263,-0.2243287,-1.339495,3.575556,1.393718,-0.8731773,-0.2300005,0.03719496,-0.4353997,3.591103,-0.2366972,-0.1697631,0.196552,0.03265337,-0.814832,1.520578,-0.02329307,0.1760171,1.127046,0.7103235,283.8182,326.5226,20.70838
0,0.1222222,-0.6928738,-0.2796363,-0.05775826,-1.280104,3.459457,-2.861653,0.1738323,0.1892665,-0.2447866,-1.336865,3.579607,1.394403,-0.7203996,-0.2243013,0.07940541,-0.4325357,3.586982,-0.2299197,-0.1961221,0.2404408,0.02657203,-0.814873,1.526201,-0.02410347,0.1760029,1.127346,0.7118365,283.7898,327.5707,20.13702
0,0.1333333,-0.5735665,-0.2711376,-0.05545774,-1.278894,3.462244,-2.860032,0.09201545,0.166886,-0.217519,-1.336124,3.581378,1.395619,-0.5690007,-0.1661855,0.07072505,-0.4322199,3.588,-0.230021,-0.2002116,0.2725082,0.01077941,-0.8153172,1.5315,-0.02548991,0.1765243,1.127891,0.7132604,283.6602,331.3795,16.3725
