loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
4,0,-1.045202,-0.0126912,-0.1277898,-1.291138,3.427815,-2.941504,-0.07097468,0.2000361,-0.04361752,-1.351573,3.553035,1.333553,-0.6433198,0.2142159,0.2186429,-0.4704037,3.558898,-0.3178113,-0.1831774,0.2261412,0.09273481,-0.8826717,1.551511,-0.08977436,0.193895,1.100438,0.6772846,293.5529,333.2833,15.60192
4,0.01111111,-1.020756,-0.0008582026,-0.109676,-1.290625,3.427318,-2.931066,-0.08270951,0.2032031,-0.04778036,-1.349399,3.554174,1.334352,-0.6007103,0.2653317,0.204675,-0.4704474,3.57028,-0.3229248,-0.1980351,0.2239131,0.1193921,-0.8806078,1.554939,-0.08921803,0.1924999,1.101115,0.6809703,293.1955,332.9536,15.56719
4,0.02222222,-0.9856901,-0.007050477,-0.08712345,-1.290328,3.427597,-2.921454,-0.09760812,0.169085,-0.0540579,-1.348788,3.55514,1.335722,-0.5796232,0.3070089,0.1695407,-0.4714205,3.580687,-0.3264828,-0.1968917,0.2258781,0.1417747,-0.8786136,1.558605,-0.08948701,0.1911135,1.101754,0.6844042,293.0619,331.813,16.48234
4,0.03333334,-0.9612365,-0.02185203,-0.07305196,-1.289922,3.428283,-2.912036,-0.07836782,0.132897,-0.05526131,-1.348775,3.555772,1.335663,-0.5777921,0.3647764,0.1208088,-0.4737375,3.592816,-0.3309974,-0.1863088,0.2129962,0.1459118,-0.8770328,1.561288,-0.08952269,0.1900361,1.102601,0.6879463,293.09,329.8372,18.28329
4,0.04444445,-0.9208642,-0.02909876,-0.04513013,-1.290265,3.429028,-2.903517,-0.07195389,0.1084002,-0.05956576,-1.348605,3.556551,1.335912,-0.5768815,0.375528,0.1006128,-0.4748869,3.602402,-0.3332259,-0.1810078,0.2087048,0.1458701,-0.8756335,1.564281,-0.0896428,0.1885318,1.102938,0.6911494,293.2108,327.5852,20.48765
4,0.05555556,-0.9102798,-0.02364828,-0.02914235,-1.290508,3.429134,-2.89375,-0.04644169,0.1031211,-0.06828004,-1.347921,3.557821,1.335297,-0.5544137,0.3572873,0.1152365,-0.47408,3.610049,-0.3347309,-0.1681934,0.2139575,0.1448079,-0.8742982,1.567742,-0.09044068,0.1876052,1.103562,0.6945617,293.3108,325.7099,22.36667
4,0.06666667,-0.9039837,-0.0181642,-0.007836133,-1.291198,3.429326,-2.883748,-0.004846592,0.08828726,-0.06645803,-1.347475,3.558598,1.333797,-0.4968368,0.3102024,0.1325976,-0.4727723,3.615566,-0.3360057,-0.1650417,0.2194572,0.1203651,-0.8736393,1.571629,-0.09110062,0.1865507,1.103744,0.6976957,293.4195,324.3307,23.91304
4,0.07777778,-0.9061759,0.004342556,0.009021491,-1.292036,3.428664,-2.87341,0.0218767,0.06063939,-0.06133138,-1.347857,3.559051,1.33254,-0.4693439,0.2782557,0.1172774,-0.472709,3.620295,-0.3359072,-0.1630616,0.2057598,0.09788679,-0.8734689,1.574062,-0.09092751,0.1858491,1.10378,0.7008176,293.4625,323.8441,24.51239
4,0.08888889,-0.882773,0.01503789,0.01649189,-1.292574,3.428373,-2.86427,0.07529975,0.03302995,-0.04788233,-1.348632,3.558857,1.329956,-0.4631828,0.2133073,0.1073104,-0.4719665,3.621111,-0.3318107,-0.1567802,0.193019,0.08606642,-0.8729027,1.576258,-0.09083616,0.1849638,1.103816,0.7037359,293.546,323.6634,24.70708
4,0.1,-0.8519002,0.03531431,0.02285081,-1.293373,3.427512,-2.85561,0.09355533,0.02347665,-0.03097409,-1.348693,3.558608,1.328337,-0.4793235,0.1302502,0.1091709,-0.4704325,3.619769,-0.3246369,-0.1431209,0.1641851,0.08368579,-0.8721192,1.577462,-0.09048676,0.1844248,1.103458,0.7065957,293.7834,324.4257,23.92498
4,0.1111111,-0.7879502,0.03629991,0.01456973,-1.293401,3.427038,-2.848775,0.0882513,0.03411353,-0.02560725,-1.347971,3.558919,1.327589,-0.4954561,0.057841,0.1100166,-0.4686141,3.616765,-0.3158485,-0.1294286,0.142855,0.07496783,-0.8716319,1.578712,-0.09036452,0.1835146,1.103023,0.7089027,293.9344,325.8487,22.38143
4,0.1222222,-0.7112374,0.007499926,0.01191539,-1.293331,3.427988,-2.843506,0.08084535,0.02024977,-0.02235433,-1.34824,3.559038,1.326946,-0.4957703,-0.02945447,0.09679838,-0.4668745,3.610157,-0.3042414,-0.1336265,0.149222,0.08248313,-0.8706641,1.58145,-0.09046651,0.1825652,1.102648,0.7111267,293.9389,327.3917,20.78008
4,0.1333333,-0.6323976,0.008537486,0.01007941,-1.293407,3.427885,-2.838985,0.07983793,0.006398404,-0.01808513,-1.348643,3.559006,1.326098,-0.5025907,-0.06865972,0.05830701,-0.4670375,3.605388,-0.2941342,-0.1408618,0.1757573,0.1018935,-0.8688744,1.585464,-0.09119915,0.1820909,1.102483,0.7133515,293.8857,328.5966,19.50998
4,0.1444445,-0.5493145,0.03196867,0.01128457,-1.293973,3.42678,-2.834892,0.07681476,-1.026317E-06,0.003246654,-1.348677,3.558161,1.325506,-0.5294814,-0.06951767,0.03512764,-0.4670646,3.605258,-0.2864877,-0.14182,0.1895646,0.108403,-0.8675348,1.58897,-0.09187053,0.1817101,1.102448,0.7150723,293.7444,329.5157,18.53486
