loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
7,0,-1.01465,-0.324356,0.01890898,-1.246379,3.422217,-2.890776,-0.03669655,0.128465,-0.378567,-1.30302,3.546061,1.407958,-0.6525239,0.2225569,0.09389818,-0.4183853,3.573458,-0.2464463,-0.1166817,0.118294,0.1034399,-0.8345548,1.540078,-0.03843421,0.1941001,1.134019,0.7003297,280.5999,338.3191,12.82749
7,0.01111111,-0.9741405,-0.354379,7.164478E-05,-1.24458,3.427256,-2.883184,-0.002759188,0.1358892,-0.4011853,-1.302104,3.551844,1.405165,-0.6522341,0.1861879,0.1342476,-0.4157621,3.577466,-0.2430329,-0.1070041,0.1224218,0.1183359,-0.8327215,1.542373,-0.03923369,0.1918972,1.133687,0.7035089,280.2967,340.9895,9.856049
7,0.02222222,-0.9698552,-0.3790252,-0.01246732,-1.242697,3.432408,-2.874214,0.05450344,0.1912256,-0.4421177,-1.2991,3.559023,1.400625,-0.6213868,0.1494335,0.2424445,-0.4094269,3.582543,-0.2419317,-0.1132109,0.134074,0.1450409,-0.8301142,1.545181,-0.03961585,0.189606,1.13333,0.7066943,280.219,343.834,6.630175
7,0.03333334,-0.9804567,-0.4359464,-0.05986956,-1.238548,3.438847,-2.864979,0.08621791,0.245507,-0.4807432,-1.295714,3.56678,1.396587,-0.5974402,0.1395682,0.2922181,-0.4048319,3.588947,-0.2421836,-0.07182978,0.115689,0.1373579,-0.8287608,1.546259,-0.04085422,0.1874268,1.132973,0.7100046,280.4379,345.1706,5.022772
7,0.04444445,-0.9899904,-0.5173379,-0.1038387,-1.233523,3.446988,-2.856158,0.1349244,0.3381233,-0.5291013,-1.289999,3.576021,1.390696,-0.6261718,0.1524858,0.2904422,-0.4026194,3.596483,-0.240913,-0.03686604,0.0866894,0.1413803,-0.8269312,1.547015,-0.04229313,0.1852915,1.132487,0.7133437,280.7215,344.5833,5.35273
7,0.05555556,-0.9963347,-0.5848414,-0.1425981,-1.228284,3.45525,-2.847373,0.2288226,0.4151715,-0.5493982,-1.284683,3.58434,1.383902,-0.6732222,0.1292753,0.2834071,-0.3999258,3.599914,-0.2348764,0.001100484,0.04064942,0.1293265,-0.8257994,1.545424,-0.04263002,0.1837006,1.132085,0.716796,280.9846,342.7902,6.759767
7,0.06666667,-1.006974,-0.6073442,-0.1562409,-1.223936,3.462221,-2.838047,0.2840461,0.4307281,-0.5387533,-1.280335,3.591195,1.375749,-0.6871007,0.1165428,0.2856399,-0.396958,3.603856,-0.2303219,0.004102489,0.02802371,0.09518384,-0.8257744,1.546143,-0.04345427,0.1821412,1.131748,0.7200636,281.1541,340.0861,9.098286
7,0.07777778,-1.018696,-0.5733085,-0.1618864,-1.220603,3.466839,-2.82782,0.3514508,0.4168856,-0.496601,-1.277125,3.596204,1.36799,-0.6795148,0.04712576,0.3236508,-0.3914463,3.60129,-0.2208796,-0.006742258,0.02187736,0.05578196,-0.8265195,1.546202,-0.04301831,0.1812523,1.131534,0.723231,281.2028,338.4944,10.32577
7,0.08888889,-0.9910073,-0.4976951,-0.1657849,-1.217883,3.469075,-2.818546,0.3721252,0.3998857,-0.4338756,-1.274041,3.599743,1.36231,-0.6179256,-0.03307074,0.3365183,-0.3869136,3.596688,-0.2118358,-0.02699914,0.03500623,0.02077278,-0.8272859,1.548235,-0.0436311,0.1801897,1.13149,0.7262566,281.2841,338.0746,10.40256
7,0.1,-0.9377479,-0.4296189,-0.1759658,-1.215105,3.470962,-2.810457,0.3585324,0.38714,-0.3964832,-1.270946,3.603724,1.357644,-0.6052518,-0.05869132,0.3362845,-0.3829498,3.594704,-0.2037537,-0.03558038,0.03943391,-0.003678969,-0.8282271,1.548986,-0.04344441,0.1794167,1.131689,0.7291195,281.4761,337.6151,10.67516
7,0.1111111,-0.890879,-0.3934776,-0.1837104,-1.212189,3.47332,-2.802995,0.2504043,0.3797947,-0.3211466,-1.267272,3.605683,1.357952,-0.609023,-0.1171371,0.3052041,-0.3801977,3.587109,-0.1900426,-0.05680868,0.06635282,-0.03432649,-0.8289264,1.551103,-0.04347824,0.1788381,1.132671,0.7312613,282.0368,336.1943,12.21811
7,0.1222222,-0.792858,-0.3777134,-0.2082844,-1.20805,3.475921,-2.798528,0.1845828,0.3947652,-0.2908746,-1.262933,3.609399,1.356676,-0.6263632,-0.07214773,0.2608202,-0.3789577,3.590111,-0.1851691,-0.06931504,0.09728629,-0.02133845,-0.8283437,1.553988,-0.04430248,0.1779892,1.133447,0.7336146,282.3195,335.387,12.95735
