loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotE,bDotE,gDotE,aE,bE,gE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
6,0,-1.066192,-0.7260755,0.4561141,-1.245374,3.302281,-2.940737,-0.2553875,-0.2171857,-0.8508365,-1.293682,3.42781,1.536633,-0.647689,0.3719344,-0.07541798,-0.4459122,3.471236,-0.2024966,-0.1511366,0.2047323,0.08782052,-0.9009575,1.559862,-0.07250855,0.1995804,1.150627,0.693419,290.8117,322.074,16.37673
6,0.01111111,-1.091751,-0.7285591,0.4156457,-1.246923,3.311559,-2.930815,-0.0221642,-0.1897461,-0.8493057,-1.295514,3.437503,1.526441,-0.633513,0.3568782,-0.03510635,-0.4457716,3.479597,-0.2035766,-0.1522584,0.1962174,0.08775497,-0.9001245,1.562356,-0.07233146,0.1956958,1.147964,0.6972753,291.8735,320.6236,17.3035
6,0.02222222,-1.120496,-0.727936,0.366635,-1.247628,3.320638,-2.920304,0.1534844,-0.1646442,-0.8558888,-1.29725,3.447632,1.516169,-0.6425371,0.2948953,0.04150192,-0.4428698,3.483781,-0.2001283,-0.1524408,0.1803782,0.0705816,-0.9000153,1.56402,-0.0717413,0.1920484,1.145182,0.7010896,292.288,319.1819,18.19451
6,0.03333334,-1.127936,-0.7357678,0.3219368,-1.247787,3.329945,-2.910502,0.4747109,-0.09320778,-0.8912172,-1.296745,3.459196,1.496876,-0.6921318,0.2084936,0.1141304,-0.4390317,3.48377,-0.1908115,-0.1589559,0.1709392,0.0577497,-0.8999498,1.566028,-0.07099135,0.1888125,1.141852,0.7044351,292.2758,318.2142,18.64292
6,0.04444445,-1.100199,-0.7530053,0.295468,-1.248171,3.33991,-2.902446,0.5756041,-0.05555844,-0.9175161,-1.297093,3.470757,1.484717,-0.7185079,0.1423861,0.1567791,-0.4357464,3.483449,-0.1816928,-0.1643392,0.1689252,0.04816986,-0.8999364,1.568481,-0.07057323,0.185573,1.139364,0.7077836,292.4252,318.0542,18.41636
6,0.05555556,-1.014836,-0.8470021,0.2515022,-1.246546,3.353272,-2.898665,0.6509315,-0.04997712,-0.9585353,-1.298568,3.483211,1.471462,-0.7385089,0.03041679,0.2077698,-0.4309953,3.476236,-0.1662326,-0.1780362,0.2010794,0.03571692,-0.9002299,1.572751,-0.07077164,0.1832953,1.136525,0.7100339,292.4686,319.3895,17.15899
6,0.06666667,-0.9049749,-0.9367204,0.2075043,-1.244226,3.367591,-2.896931,0.64107,-0.008472323,-0.976586,-1.298492,3.495199,1.461839,-0.7406425,0.006962121,0.2130517,-0.4283508,3.475447,-0.1570786,-0.189403,0.2447377,0.0478529,-0.899505,1.578523,-0.07192905,0.1806389,1.134547,0.7126646,292.8962,320.2066,16.46334
6,0.07777778,-0.8069388,-0.9548925,0.1842358,-1.242795,3.379457,-2.895192,0.5545478,0.04665208,-0.9855619,-1.296999,3.507121,1.455456,-0.7397547,0.04112369,0.1854376,-0.4277175,3.479803,-0.152919,-0.2100934,0.3062995,0.09213997,-0.8973196,1.585942,-0.07348593,0.1786028,1.132883,0.7142776,293.2813,321.4872,15.5728
6,0.08888889,-0.7153307,-0.9378242,0.1734949,-1.242204,3.389685,-2.893408,0.4384701,0.09419,-0.955985,-1.295277,3.517156,1.452087,-0.756377,0.1671484,0.08580006,-0.4315083,3.494137,-0.1570567,-0.244534,0.3839604,0.1344936,-0.8948253,1.595279,-0.07547212,0.1767342,1.13191,0.7159629,293.4557,322.8245,14.35785
6,0.1,-0.614237,-0.8481714,0.1781445,-1.242824,3.39669,-2.892149,0.33254,0.08424884,-0.873226,-1.295838,3.524257,1.449784,-0.7611998,0.39332,-0.02644468,-0.4378663,3.520655,-0.172771,-0.2716796,0.4435222,0.1681397,-0.8923816,1.604099,-0.07723913,0.1747136,1.130775,0.7174686,293.4163,324.1375,12.95323
6,0.1111111,-0.5472588,-0.7425052,0.1922297,-1.244198,3.402079,-2.890039,0.2735888,0.04783589,-0.7918342,-1.297284,3.53008,1.447368,-0.7231722,0.5553764,-0.0976942,-0.4435399,3.545915,-0.1890181,-0.2853594,0.4605637,0.1800586,-0.8905547,1.611514,-0.07833209,0.1734875,1.130401,0.7188482,293.0711,325.4062,11.37929
6,0.1222222,-0.4516152,-0.5589471,0.2184753,-1.247416,3.402901,-2.888512,0.2035028,-0.01419628,-0.6421851,-1.300096,3.531728,1.447068,-0.614822,0.7375279,-0.1705648,-0.450968,3.576564,-0.2136662,-0.2992923,0.4500383,0.1757744,-0.8892769,1.6173,-0.07832197,0.1718081,1.129817,0.7200133,292.8431,326.0872,10.42209
6,0.1333333,-0.3878393,-0.4490696,0.2261415,-1.249759,3.404949,-2.887015,0.15673,-0.07612562,-0.5065602,-1.303223,3.532424,1.446859,-0.5039335,0.7969832,-0.1724329,-0.45544,3.599698,-0.2327874,-0.2952836,0.4245883,0.1584989,-0.8884758,1.622211,-0.0782743,0.1709684,1.129659,0.7212914,292.6221,325.7617,10.37702
6,0.1444445,-0.3102356,-0.3168921,0.2240405,-1.252405,3.404532,-2.886186,0.124612,-0.1049969,-0.3934066,-1.305402,3.53316,1.446207,-0.4266934,0.7348442,-0.09975092,-0.4548935,3.612904,-0.2427889,-0.290211,0.4002196,0.1380297,-0.8880678,1.626599,-0.07815126,0.1697675,1.129373,0.7222493,292.5264,325.1101,10.76575
