loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
6,0,0.1139606,-0.4801976,0.3678361,4.695209,-4.606701,-2.889784,0.3377252,1.187794,0.5059466,-1.473727,0.02340351,-0.3115197,0.2652311,-0.1389239,-0.6611409,-3.621113,-0.4251508,0.3366786,1.406237,0.4353285,0.05662796,0.3205419,0.1372493,-1.103536,0.6507827,-0.233029,0.496691,1.50329,0.3216434,0.05471011,1.136212,0.4050814,283.5043,283.9681,332.691,False
6,0.01111111,0.1055669,-0.5068899,0.3647733,4.692989,-4.59936,-2.890737,0.336549,1.187397,0.5044084,-1.47456,-0.07602479,-0.3070706,0.2481948,-0.1229639,-0.6626573,-3.618245,-0.4242168,0.3357729,1.405939,0.4341922,0.04571705,0.3014197,0.1085512,-1.103942,0.6537541,-0.2345225,0.4963513,1.503207,0.3211198,0.05398893,1.134995,0.4002587,285.2986,292.4424,322.6252,False
6,0.02222222,0.102571,-0.5463848,0.3532754,4.691545,-4.59137,-2.891619,0.335195,1.186944,0.5027151,-1.475113,-0.04955691,-0.3154321,0.2300386,-0.111201,-0.6642067,-3.616001,-0.4222005,0.3348987,1.405666,0.4329844,0.002022296,0.2801395,0.1078259,-1.103397,0.6567324,-0.2344117,0.4959254,1.503232,0.320657,0.05387922,1.13301,0.3929246,286.1179,291.3748,321.7102,False
6,0.03333334,0.09847114,-0.580537,0.3481296,4.69004,-4.583135,-2.892475,0.3339172,1.186536,0.5010331,-1.47596,-0.0768793,-0.3377469,0.2490968,-0.08866568,-0.6657476,-3.610962,-0.421661,0.3340763,1.405275,0.4315565,-0.009557337,0.2758545,0.1239027,-1.102167,0.6604529,-0.2357137,0.4954467,1.503214,0.3201592,0.05419905,1.130812,0.3841873,286.7401,287.7611,323.0317,False
6,0.04444445,0.08054005,-0.6094779,0.3311974,4.688947,-4.574921,-2.892611,0.3326983,1.186244,0.4995208,-1.476183,-0.01963554,-0.3379417,0.3012917,-0.08117849,-0.6683895,-3.604008,-0.4233949,0.3331761,1.40496,0.4302521,0.002234742,0.296077,0.1312921,-1.101395,0.6652073,-0.2382754,0.495021,1.50324,0.3196189,0.05483314,1.128755,0.3751447,287.351,284.542,323.8631,False
6,0.05555556,0.06250688,-0.6170923,0.3183838,4.687846,-4.567387,-2.89257,0.3315814,1.185767,0.4978545,-1.476326,-0.01283362,-0.3498876,0.3555648,-0.07787596,-0.6714479,-3.596346,-0.4252679,0.3323728,1.404605,0.4288161,0.01398678,0.2939316,0.1354472,-1.100611,0.6690425,-0.24059,0.4946035,1.503265,0.3190982,0.05552158,1.127044,0.3666402,287.8291,281.9795,324.2654,False
6,0.06666667,0.0294941,-0.6087844,0.3054327,4.686652,-4.560397,-2.891568,0.3304774,1.185521,0.4963672,-1.475764,0.05151333,-0.3626086,0.3704083,-0.05754416,-0.6733227,-3.58959,-0.4261148,0.3315359,1.404385,0.4275191,0.01289758,0.2822174,0.1333059,-1.099891,0.6723603,-0.2422462,0.4942487,1.503302,0.3185236,0.05614956,1.125812,0.35929,288.1566,280.0742,324.4155,False
6,0.07777778,-0.007855037,-0.5908476,0.3030524,4.685086,-4.55379,-2.89014,0.3293017,1.185271,0.4946837,-1.475684,0.00698067,-0.3699311,0.3788866,-0.0297908,-0.6745995,-3.582703,-0.4270664,0.3307122,1.404314,0.4262631,-0.01588927,0.2641886,0.1260539,-1.099653,0.6759559,-0.2431482,0.4939081,1.503033,0.3177032,0.05658675,1.125123,0.3534442,288.3193,278.8355,324.4117,False
6,0.08888889,-0.02173608,-0.5855591,0.306167,4.683264,-4.5468,-2.889212,0.3281356,1.185089,0.4931858,-1.474927,0.06931004,-0.3633116,0.3597296,-0.008538216,-0.675384,-3.577416,-0.4273939,0.3299115,1.404201,0.4250281,-0.03402312,0.2524827,0.1240619,-1.09896,0.6789028,-0.2434542,0.4935524,1.503017,0.3171122,0.05673406,1.124949,0.3491736,288.312,278.3696,324.192,False
6,0.1,-0.03338902,-0.5899335,0.2954941,4.682167,-4.539542,-2.888449,0.3267858,1.185083,0.4917359,-1.474687,0.02156986,-0.3418143,0.3331937,0.001958702,-0.6762272,-3.57326,-0.4276075,0.3291704,1.40415,0.4238372,-0.04569687,0.25035,0.1284137,-1.098167,0.6822668,-0.244242,0.4931609,1.503173,0.3167493,0.05649418,1.125263,0.3463185,288.2351,278.565,323.8151,False
