loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
1,0,-0.2147959,-0.7840368,0.3650243,-1.386055,1.51385,-2.744113,0.333272,1.231212,0.3817828,-1.150717,-0.02633364,-0.3177264,0.1900478,0.1794582,-0.5191774,-3.729007,-0.580522,0.3495033,1.432143,0.2739079,-0.1847487,0.2102406,0.0008612126,-1.132668,0.2831076,0.01217544,0.4808231,1.482587,0.1108592,0.03355448,1.114743,0.3705281,291.1394,276.8903,0.435212,False
1,0.01111111,-0.2297324,-0.7777058,0.3639039,-1.386318,1.523364,-2.742863,0.3319142,1.231317,0.3810022,-1.150874,-0.01412696,-0.3220662,0.2166717,0.178496,-0.5193446,-3.721404,-0.5833995,0.3491828,1.432404,0.273674,-0.1857843,0.1942429,0.005093031,-1.132395,0.2848717,0.01366947,0.481048,1.482487,0.1109321,0.03140346,1.112644,0.3541071,291.0199,264.6854,6.156882,False
1,0.02222222,-0.2574846,-0.772441,0.3691562,-1.386946,1.53311,-2.740899,0.330479,1.231601,0.380383,-1.150659,0.01984471,-0.3240972,0.2315483,0.1955955,-0.5188844,-3.712789,-0.587189,0.3488808,1.432675,0.2734151,-0.185849,0.1718956,-0.003480861,-1.132603,0.2862463,0.01514646,0.4812777,1.482449,0.1110232,0.03035625,1.112634,0.341722,292.8849,247.8949,19.86656,False
1,0.03333334,-0.280888,-0.7724724,0.3766316,-1.3877,1.542798,-2.738731,0.329019,1.231868,0.3797803,-1.150316,0.03129382,-0.3067879,0.2389609,0.2306416,-0.5173952,-3.703362,-0.5924923,0.348897,1.43305,0.2730243,-0.175247,0.155939,-0.01107476,-1.13303,0.2876119,0.01609189,0.4815138,1.482471,0.1110997,0.02932245,1.11293,0.3313997,292.2283,251.2937,13.21587,False
1,0.04444445,-0.3106982,-0.778891,0.3894546,-1.388861,1.553227,-2.736191,0.327548,1.232336,0.3794978,-1.149675,0.05846832,-0.2961043,0.2336571,0.2326733,-0.5165467,-3.696256,-0.5957212,0.3486979,1.433329,0.2727823,-0.1679081,0.1272202,-0.02612667,-1.133828,0.288155,0.0175228,0.4817461,1.482437,0.1111157,0.0285308,1.112767,0.3230029,291.8967,253.0777,8.846457,False
1,0.05555556,-0.3351695,-0.7906249,0.4022887,-1.389745,1.563803,-2.733632,0.3260295,1.232721,0.378835,-1.149617,0.00487578,-0.2587168,0.19434,0.2322726,-0.5148007,-3.692221,-0.5978035,0.3487323,1.433616,0.2726021,-0.1626223,0.1133852,-0.0315402,-1.134407,0.289019,0.01880032,0.4819194,1.482329,0.1111429,0.02774981,1.112792,0.3176514,292.2894,251.3475,9.356561,False
1,0.06666667,-0.3500181,-0.8109287,0.3991908,-1.389872,-4.708576,-2.73121,0.3245565,1.232976,0.3782001,-1.149352,0.02442048,-0.2298782,0.1390468,0.2233715,-0.5128263,-3.690728,-0.5975947,0.3487555,1.433823,0.2725544,-0.1593047,0.08032912,-0.01780275,-1.134042,0.2888185,0.02058251,0.4820318,1.482321,0.1111021,0.02688899,1.11296,0.3147967,292.601,251.4602,8.918242,False
1,0.07777778,-0.3617122,-0.8173761,0.3960252,-1.390114,-4.69806,-2.728796,0.3230928,1.233281,0.3774672,-1.149529,-0.0161848,-0.2191562,0.09967342,0.2189223,-0.5107826,-3.688676,-0.5973681,0.3487629,1.434168,0.2724588,-0.1529323,0.06329775,-0.02109969,-1.134412,0.289062,0.02194045,0.4822292,1.482342,0.1111093,0.02625261,1.113114,0.3133833,293.0659,252.4683,8.044622,False
1,0.08888889,-0.3734443,-0.8099507,0.4002263,-1.390563,-4.687914,-2.726404,0.321606,1.23388,0.3766134,-1.149885,-0.03217008,-0.2063994,0.08055677,0.2091829,-0.5092539,-3.686124,-0.597783,0.348802,1.434443,0.2723222,-0.1444212,0.03561035,-0.02337327,-1.134727,0.2884737,0.02351465,0.4823492,1.482292,0.1110463,0.02564258,1.113302,0.3127621,293.5677,252.9218,8.211769,False
1,0.1,-0.380931,-0.8003413,0.4086939,-1.391519,-4.678046,-2.723796,0.3203646,1.2342,0.3758886,-1.150181,-0.02664371,-0.1808698,0.04338133,0.191835,-0.5075527,-3.686173,-0.5966858,0.3488986,1.434575,0.2721105,-0.1369594,0.02176122,-0.02347188,-1.135004,0.2882192,0.0248907,0.4825495,1.482268,0.1109214,0.02506807,1.113438,0.3120953,294.0238,253.3232,8.476786,False
1,0.1111111,-0.3873821,-0.7790654,0.4075251,-1.392563,-4.668649,-2.72106,0.3187906,1.234235,0.375489,-1.150454,-0.0247052,-0.1543499,0.02113579,0.1702589,-0.5063213,-3.686095,-0.5960982,0.3488739,1.43476,0.2719536,-0.1155997,0.01216382,-0.01621762,-1.134959,0.2881696,0.02569231,0.4827704,1.482228,0.1107981,0.02446603,1.113573,0.3109706,294.5426,253.0108,9.374916,False
1,0.1222222,-0.3799857,-0.7525527,0.3797145,-1.392809,-4.660187,-2.718608,0.3174187,1.23434,0.3748701,-1.150453,0.0003715761,-0.1481396,0.01056863,0.1435531,-0.5057077,-3.685646,-0.5950983,0.3487336,1.434869,0.2715616,-0.1005888,0.008942164,-0.004632842,-1.134658,0.2881731,0.02634878,0.4830346,1.48213,0.1107047,0.02380346,1.113762,0.3089012,294.9669,253.5915,8.922873,False
1,0.1333333,-0.3714563,-0.7472429,0.3732937,-1.392996,-4.650948,-2.716715,0.3160182,1.234583,0.3741043,-1.150532,-0.0072035,-0.1577029,0.02118109,0.1500529,-0.5045295,-3.681993,-0.5961683,0.3486298,1.435154,0.271302,-0.1036891,-0.005998559,0.006008571,-1.134243,0.2875877,0.02785666,0.483226,1.48206,0.1107121,0.0232108,1.113863,0.3055361,295.2983,254.2437,7.782927,False
1,0.1444445,-0.3661525,-0.7377058,0.3604629,-1.392993,-4.642158,-2.714392,0.3147397,1.234773,0.3733704,-1.151093,-0.051145,-0.2054515,0.05080131,0.1835311,-0.5029156,-3.675328,-0.5979971,0.3482628,1.435201,0.2709961,-0.1228081,-0.01880392,0.01252722,-1.133852,0.2868476,0.03020451,0.4833891,1.481963,0.1107397,0.02242109,1.113928,0.3011608,295.4334,253.7659,7.281782,False
1,0.1555556,-0.3704663,-0.7196253,0.3603554,-1.39344,-4.633391,-2.711808,0.31361,1.23503,0.3728228,-1.151624,-0.04799424,-0.2341516,0.09860283,0.2073216,-0.5018844,-3.666994,-0.6016893,0.3481094,1.435308,0.2706571,-0.1291741,-0.003905363,0.01688313,-1.133529,0.2873521,0.03173556,0.4836193,1.482019,0.1106813,0.02096947,1.114081,0.2952997,294.8054,255.7594,3.509614,False
1,0.1666667,-0.3790814,-0.6898242,0.3601941,-1.394279,-4.625544,-2.708708,0.3125113,1.235171,0.3721347,-1.151328,0.0273483,-0.2416499,0.1443678,0.2181532,-0.5013305,-3.657599,-0.6066217,0.3484551,1.435471,0.2703602,-0.1164508,0.01316168,0.01042986,-1.133638,0.2882187,0.03221359,0.4838707,1.481975,0.110657,0.01972852,1.114046,0.287589,294.5002,257.2292,359.5027,False
1,0.1777778,-0.3844519,-0.6760008,0.3579864,-1.394848,-4.617369,-2.705633,0.3112136,1.235416,0.3714607,-1.151046,0.02555694,-0.2322285,0.175314,0.2075046,-0.5014173,-3.650202,-0.6108077,0.3484058,1.435606,0.2701185,-0.08045131,0.03028885,-0.01538904,-1.134633,0.2893359,0.03133422,0.4840616,1.48191,0.1105306,0.01915213,1.114063,0.2793317,294.576,255.5387,358.6929,False
1,0.1888889,-0.3855469,-0.6664222,0.3568702,-1.395411,-4.609118,-2.70272,0.310036,1.235656,0.3707485,-1.150716,0.02997421,-0.2109687,0.1775122,0.2020163,-0.5008847,-3.644553,-0.6143287,0.3485575,1.435724,0.2699373,-0.06575132,0.0271683,-0.04108418,-1.135917,0.2895872,0.03147377,0.4843023,1.48187,0.1104953,0.01919261,1.114232,0.2713346,294.7538,254.3602,357.4452,False
1,0.2,-0.382376,-0.6568501,0.3504285,-1.395731,-4.601091,-2.70001,0.3088678,1.235982,0.3700411,-1.150732,-0.001624216,-0.1939833,0.1381938,0.1815374,-0.4999158,-3.642625,-0.6144549,0.3485923,1.435923,0.2697673,-0.07438435,0.02187555,-0.05381101,-1.136928,0.2897225,0.03270388,0.4846034,1.481884,0.1103976,0.01937544,1.114666,0.2643352,294.8533,253.1188,356.7171,False
1,0.2111111,-0.3792097,-0.6430789,0.3333117,-1.395681,-4.593575,-2.697258,0.3077518,1.236383,0.3692782,-1.150971,-0.02170492,-0.1895393,0.07007295,0.1644414,-0.4985411,-3.642273,-0.6127191,0.3487345,1.436033,0.2695954,-0.07654138,0.01655848,-0.05700085,-1.137616,0.2897772,0.03367647,0.4848835,1.481831,0.1103466,0.01934822,1.115443,0.2587221,294.8556,252.0736,356.3608,False
1,0.2222222,-0.3739159,-0.6313831,0.3257962,-1.395869,-4.586004,-2.694576,0.3066533,1.23667,0.3685148,-1.151297,-0.02959993,-0.1767996,0.04240453,0.1672983,-0.49623,-3.64258,-0.6111174,0.3488099,1.436236,0.2694416,-0.07116939,0.01441309,-0.05065925,-1.137917,0.2899012,0.03433267,0.4851642,1.481866,0.1101701,0.01904751,1.11657,0.2545913,294.727,251.3401,356.2884,False
1,0.2333333,-0.3676077,-0.6005384,0.311787,-1.396162,-4.579612,-2.691873,0.3056507,1.236896,0.3677576,-1.151401,-0.00929691,-0.1618557,0.02433932,0.1650015,-0.4945549,-3.641139,-0.6111116,0.3488574,1.436421,0.2692509,-0.06884592,0.01754618,-0.02723205,-1.137346,0.2902392,0.03487969,0.4854904,1.481778,0.1100297,0.01847697,1.117996,0.2518075,294.4965,250.8854,356.4509,False
1,0.2444444,-0.3528321,-0.5547404,0.3009021,-1.396831,-4.574163,-2.689448,0.3046652,1.237131,0.3670657,-1.151476,-0.006746256,-0.1745842,0.02109721,0.170423,-0.4927977,-3.638681,-0.6109536,0.3488269,1.436472,0.2688017,-0.07943436,-0.004843667,-0.01974397,-1.137291,0.2894068,0.036566,0.4857515,1.481665,0.1099606,0.01769778,1.11963,0.2500754,294.191,250.638,356.7983,False
1,0.2555556,-0.3433587,-0.5174966,0.2868599,-1.397269,-4.568821,-2.686813,0.3037459,1.237358,0.3664334,-1.151657,-0.01653094,-0.1915343,0.0220893,0.1822792,-0.4910166,-3.635072,-0.6114029,0.348735,1.4367,0.2684784,-0.0859147,-0.01547828,-0.03037249,-1.138051,0.2887177,0.03807202,0.4858887,1.481444,0.1098688,0.0168007,1.121346,0.2489904,293.822,250.5727,357.2018,False
1,0.2666667,-0.3413191,-0.4888088,0.2685994,-1.39741,-4.563698,-2.683801,0.3027522,1.237552,0.3658941,-1.152086,-0.03914634,-0.2021632,0.03908393,0.1909308,-0.4896269,-3.630386,-0.6129228,0.3486757,1.436835,0.2682583,-0.08910632,-0.008023337,-0.02926327,-1.138381,0.2889868,0.03907736,0.4861635,1.481348,0.1098261,0.01586441,1.123021,0.2481777,293.4475,250.6188,357.5391,False
1,0.2777778,-0.3434724,-0.4803106,0.261131,-1.398003,-4.557986,-2.680839,0.3017449,1.238161,0.3659968,-1.151881,0.01906393,-0.2074378,0.0784342,0.2102495,-0.488534,-3.622828,-0.6171231,0.3489486,1.437,0.2679837,-0.08259351,0.008974634,-0.01329385,-1.137925,0.2896863,0.03953329,0.4863513,1.481249,0.1098218,0.01496359,1.124556,0.2473482,293.1095,250.6894,357.7699,False
1,0.2888889,-0.3392096,-0.4802983,0.2600655,-1.398197,-4.551904,-2.678303,0.3007488,1.238558,0.3654883,-1.151466,0.03764812,-0.2170265,0.1050193,0.2189175,-0.4875545,-3.615627,-0.6207029,0.3489457,1.437201,0.2678018,-0.07835213,0.02282872,-0.01542027,-1.138062,0.2904921,0.0398614,0.486627,1.481123,0.1098499,0.01414929,1.125884,0.2462805,292.8426,250.6435,357.9688,False
1,0.3,-0.3391824,-0.4877891,0.2537133,-1.397989,-4.54555,-2.675618,0.2997813,1.238969,0.3649304,-1.151358,0.009611566,-0.213928,0.106118,0.2071776,-0.4868152,-3.610833,-0.6225906,0.3489508,1.4375,0.2675807,-0.08396132,0.02397615,-0.04945903,-1.139758,0.2907473,0.04087579,0.4868637,1.480974,0.1098895,0.01342428,1.127016,0.2448674,292.7152,250.4332,358.071,False
1,0.3111111,-0.3402435,-0.4878317,0.2462556,-1.39776,-4.539578,-2.672898,0.2988504,1.239348,0.3643854,-1.151707,-0.03198217,-0.2096586,0.1008032,0.2060618,-0.48558,-3.606625,-0.624258,0.3489974,1.437662,0.2674258,-0.08201639,0.02723147,-0.07183462,-1.141278,0.2912259,0.04148912,0.4870821,1.480892,0.1099162,0.01285222,1.128075,0.2431259,292.7084,250.1789,358.0292,False
1,0.3222222,-0.3381488,-0.4772147,0.2376793,-1.397613,-4.534039,-2.670079,0.2979105,1.239735,0.3638341,-1.151534,0.01603827,-0.1819405,0.07638824,0.2004503,-0.483963,-3.60406,-0.6255915,0.3491197,1.437926,0.2672939,-0.08226891,0.03475615,-0.1016408,-1.143377,0.2918701,0.04214719,0.4874456,1.480854,0.1099157,0.01238335,1.129096,0.2409793,292.6626,249.8494,358.0867,False
1,0.3333333,-0.3424981,-0.4474127,0.2343225,-1.398055,-4.52948,-2.666989,0.2970226,1.240088,0.363318,-1.15152,0.001139833,-0.183888,0.03800379,0.2110188,-0.4812875,-3.602498,-0.6249288,0.3493319,1.4382,0.2671628,-0.08127411,0.03371363,-0.1101756,-1.144853,0.2922955,0.04281271,0.487749,1.48079,0.109956,0.01202477,1.130102,0.2384136,292.5832,249.3645,358.2134,False
1,0.3444445,-0.3425912,-0.4154376,0.2331371,-1.399242,-4.525095,-2.66382,0.2961915,1.240286,0.3624473,-1.151485,0.003218327,-0.1816589,0.02307606,0.2184197,-0.4789514,-3.599559,-0.6256069,0.3494176,1.438428,0.2670367,-0.08121794,0.03048877,-0.1037979,-1.145781,0.292377,0.04366785,0.4880168,1.480676,0.1099417,0.01174838,1.131118,0.2355222,292.4843,248.7753,358.2822,False
1,0.3555556,-0.3469726,-0.3781361,0.2308795,-1.400992,-4.521333,-2.660142,0.2953289,1.240549,0.3619745,-1.151375,0.01005208,-0.1796617,-0.0002864003,0.1938431,-0.4773769,-3.599525,-0.6237387,0.3493972,1.438748,0.2668343,-0.08209397,0.02402946,-0.0814429,-1.145919,0.2922862,0.04461088,0.4884187,1.480634,0.1100247,0.01148923,1.132177,0.232478,292.3805,248.1671,358.2392,False
1,0.3666667,-0.3534451,-0.3547288,0.228615,-1.401628,-4.517326,-2.656566,0.2944618,1.240916,0.3613992,-1.15132,0.004903183,-0.1872068,-0.001341835,0.1821835,-0.4759958,-3.597541,-0.6232034,0.3494551,1.438934,0.2667072,-0.08838899,0.02505302,-0.06967438,-1.146368,0.2925496,0.04572994,0.4886296,1.480507,0.1101069,0.01118128,1.133314,0.2294806,292.2495,247.708,358.0646,False
1,0.3777778,-0.3716339,-0.3292063,0.2232209,-1.403361,-4.513763,-2.652087,0.2935314,1.241306,0.3609698,-1.150942,0.03451301,-0.1936256,0.0188736,0.1854831,-0.4747708,-3.593119,-0.624732,0.3494719,1.439073,0.2666161,-0.0894767,0.02719267,-0.0728557,-1.14729,0.2929975,0.04650811,0.4888368,1.48047,0.1103153,0.01079484,1.13454,0.2266313,292.0774,247.4271,357.8236,False
1,0.3888889,-0.3940443,-0.3143975,0.2156706,-1.403854,-4.510081,-2.647604,0.2924891,1.241753,0.3604214,-1.15101,-0.006443807,-0.2106043,0.04009497,0.2005938,-0.4732395,-3.587132,-0.6271201,0.3495375,1.439117,0.2664721,-0.0883807,0.03037399,-0.06859094,-1.147835,0.2934557,0.04730946,0.4889766,1.480443,0.1104708,0.0103231,1.135888,0.2240498,291.9052,247.1927,357.5868,False
1,0.4,-0.4164523,-0.3006328,0.208171,-1.404868,-4.50655,-2.642654,0.2913536,1.242147,0.3597274,-1.150278,0.06710535,-0.230699,0.04638116,0.2210121,-0.4711137,-3.581734,-0.6286528,0.3495832,1.439205,0.2663212,-0.07139646,0.03678831,-0.07510322,-1.148797,0.2941898,0.04730227,0.4892071,1.480396,0.1106281,0.009762309,1.137372,0.2217886,291.7285,246.8695,357.5189,False
1,0.4111111,-0.4526739,-0.2997285,0.2006822,-1.404922,-4.50261,-2.63713,0.2901976,1.24246,0.3588622,-1.15029,-0.001633114,-0.2317058,0.06232397,0.2338489,-0.4693869,-3.575482,-0.6315665,0.3496261,1.439311,0.2661638,-0.05225939,0.04532202,-0.07843289,-1.149702,0.2949907,0.04705619,0.4894048,1.480265,0.1108038,0.00902381,1.139037,0.2198493,291.5478,246.6926,357.4117,False
1,0.4222222,-0.479293,-0.3020049,0.1900258,-1.404746,-4.498649,-2.631597,0.2889509,1.242926,0.3582292,-1.150012,0.02562275,-0.2242403,0.06553484,0.2359315,-0.4676335,-3.570168,-0.6340656,0.3496685,1.439342,0.2660141,-0.04584303,0.05064221,-0.07527603,-1.150399,0.2958353,0.04699787,0.4896243,1.480171,0.1109312,0.008055528,1.140889,0.2181531,291.3164,246.4782,357.4855,False
1,0.4333333,-0.5261766,-0.295858,0.1739837,-1.404372,-4.495096,-2.624816,0.287769,1.243383,0.3575082,-1.149523,0.0446576,-0.2252962,0.05700621,0.2348567,-0.4655781,-3.566654,-0.6346494,0.3496599,1.439505,0.2659011,-0.04369284,0.04957403,-0.07210004,-1.151041,0.2965046,0.0472815,0.4900587,1.48008,0.1109414,0.006865569,1.142913,0.2165674,291.007,246.3303,357.6326,False
