loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
7,0,0.1620204,-0.7404135,0.1349286,4.680831,-4.600289,-3.006969,0.327076,1.193743,0.5290902,-1.541415,0.007973699,-0.5447598,0.4113957,0.1621954,-0.6626499,-3.677541,-0.4546863,0.3059244,1.414803,0.4577,-0.401881,0.5330833,0.06117364,-1.021266,0.5545459,-0.2209673,0.4524123,1.511664,0.3270288,0.05447254,1.126067,0.4142226,289.092,283.1014,327.5693,False
7,0.01111111,0.1471402,-0.7223904,0.1262026,4.680797,-4.592611,-3.008112,0.3254046,1.193704,0.5267894,-1.541207,0.01896227,-0.5425544,0.4369395,0.1824771,-0.6627522,-3.667059,-0.4569865,0.304543,1.414866,0.4553509,-0.3732583,0.5043149,0.0470738,-1.022111,0.5599785,-0.220474,0.4521466,1.511527,0.3256691,0.05343924,1.125843,0.4110247,289.2548,285.7259,324.8322,False
7,0.02222222,0.1162231,-0.7001159,0.1216178,4.680556,-4.585449,-3.008148,0.3238207,1.193792,0.5248172,-1.540921,0.02607162,-0.5244129,0.44977,0.1919427,-0.6629817,-3.657305,-0.4594488,0.303326,1.414939,0.4530811,-0.3573807,0.4862104,0.03520941,-1.023146,0.565505,-0.2198703,0.4518664,1.511379,0.3242908,0.0526126,1.12522,0.4066554,289.4628,285.8599,324.1504,False
7,0.03333334,0.08853334,-0.6927488,0.118193,4.680431,-4.577665,-3.008101,0.3222325,1.193769,0.5227325,-1.541107,-0.01713668,-0.5050709,0.4274507,0.2024068,-0.6624549,-3.649529,-0.4605926,0.3022306,1.415088,0.4508555,-0.3501008,0.4553424,0.01487581,-1.024474,0.5701525,-0.2185355,0.4516757,1.511169,0.3227975,0.0519238,1.124325,0.4013702,289.7141,284.7277,324.4679,False
7,0.04444445,0.06627259,-0.6992743,0.1042222,4.680882,-4.569526,-3.007993,0.320609,1.193817,0.5207672,-1.540163,0.08659574,-0.4579533,0.3743387,0.2093976,-0.6612347,-3.643923,-0.4613152,0.3012584,1.415154,0.4486876,-0.3501471,0.4319114,0.01058027,-1.025349,0.5748432,-0.2170599,0.4515232,1.510951,0.3213813,0.05147895,1.123332,0.3955363,290.0311,283.3016,324.8664,False
7,0.05555556,0.05033656,-0.6929747,0.09449767,4.681216,-4.561889,-3.007788,0.3189374,1.193924,0.5186782,-1.540191,-0.003204082,-0.4257973,0.3286229,0.2143912,-0.6597955,-3.638845,-0.4615706,0.30013,1.415173,0.4465046,-0.351263,0.410607,0.007364552,-1.02615,0.5793255,-0.2152934,0.4513163,1.510711,0.3198681,0.05123815,1.12244,0.3895812,290.3878,281.8445,325.1729,False
7,0.06666667,0.03444888,-0.6867149,0.07730665,4.682013,-4.554489,-3.007411,0.3174795,1.193932,0.5166588,-1.54038,-0.01700894,-0.3968893,0.2605703,0.2023232,-0.6584,-3.636495,-0.4599386,0.2991909,1.415229,0.4444494,-0.3491741,0.3818467,0.005171984,-1.026856,0.5830722,-0.2133884,0.4510972,1.510523,0.3184426,0.05108809,1.121796,0.3838145,290.6525,280.5392,325.4038,False
7,0.07777778,0.01429341,-0.6698234,0.05790699,4.682944,-4.54758,-3.006721,0.3159413,1.194022,0.5148084,-1.540494,-0.01004942,-0.3873399,0.2233421,0.1808856,-0.6576101,-3.633648,-0.4582096,0.2981482,1.415283,0.4422338,-0.332259,0.3637411,-0.00990295,-1.028182,0.5868315,-0.2121032,0.4509734,1.510375,0.316931,0.05089983,1.121476,0.3784538,290.796,279.4109,325.5975,False
7,0.08888889,0.006859343,-0.6592235,0.05140525,4.6835,-4.540548,-3.00642,0.3144333,1.194022,0.5128672,-1.540515,-0.001738336,-0.3841299,0.2105805,0.1755186,-0.656882,-3.629169,-0.4576405,0.2970944,1.415382,0.4402027,-0.3301521,0.3520805,-0.01630652,-1.029358,0.5915194,-0.2111365,0.4509075,1.509962,0.3154042,0.05057312,1.121498,0.3736308,290.8118,278.5836,325.6886,False
7,0.1,-0.01453424,-0.6071029,0.04671571,4.683911,-4.535519,-3.005524,0.3129385,1.194206,0.5110278,-1.540377,0.01278716,-0.3722092,0.1946103,0.1935045,-0.6551744,-3.624835,-0.4573279,0.2961267,1.415498,0.4381487,-0.3216273,0.3350261,-0.0142654,-1.030106,0.5951214,-0.2097029,0.4507605,1.509775,0.3140173,0.05016021,1.12181,0.3694198,290.6953,277.998,325.7103,False
7,0.1111111,-0.02099138,-0.5836822,0.04653541,4.6843,-4.529689,-3.004912,0.3114339,1.194238,0.5090983,-1.540934,-0.05090589,-0.367843,0.2020532,0.2084169,-0.6536409,-3.618872,-0.4582078,0.2951725,1.415702,0.4361005,-0.3131598,0.3265059,-0.02073462,-1.031212,0.5989234,-0.2084651,0.4504992,1.509701,0.312886,0.04958919,1.122341,0.3658121,290.5145,277.6408,325.6677,False
7,0.1222222,-0.03380943,-0.5656088,0.04528772,4.684618,-4.524027,-3.003923,0.3099807,1.194423,0.5073736,-1.540509,0.03939058,-0.3709942,0.2307718,0.2266054,-0.6523988,-3.611343,-0.4599591,0.2942877,1.415874,0.4340827,-0.3026044,0.3147968,-0.03254998,-1.032588,0.6022593,-0.2071894,0.4503514,1.509513,0.3115363,0.04887645,1.122993,0.3627066,290.3059,277.5485,325.5287,False
