loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
7,0,0.3313262,-0.9768751,0.3695719,-1.441591,1.385896,-3.106761,0.370589,1.198714,0.4102855,-1.754592,0.07155541,-0.2828327,0.254209,0.2023258,-0.8347077,-3.711445,-0.5969979,0.3017068,1.399498,0.3203254,-0.2761121,0.2495328,0.04005694,-0.9174483,0.4830694,-0.2268888,0.422586,1.505278,0.1742558,0.07913166,1.156676,0.3878068,281.0874,259.8362,10.06204,False
7,0.01111111,0.2961351,-0.9333733,0.3522028,-1.444581,1.395037,-3.110159,0.3697495,1.198654,0.4096096,-1.75444,0.01308169,-0.2920242,0.2863014,0.1257576,-0.8382768,-3.707654,-0.5959177,0.3011267,1.399399,0.3196211,-0.282459,0.2409954,0.04647449,-0.9173626,0.4862794,-0.2253695,0.4227017,1.50521,0.1740129,0.07912312,1.156005,0.3849642,280.937,269.9762,359.1497,False
7,0.02222222,0.2759,-0.9260387,0.338278,-1.447507,1.40525,-3.113749,0.368891,1.198507,0.4089208,-1.753142,0.1186847,-0.2944205,0.299138,0.09596901,-0.8404084,-3.703472,-0.5952343,0.3005109,1.39944,0.318938,-0.2802892,0.2388576,0.05070885,-0.917321,0.4897093,-0.2244509,0.4228594,1.505212,0.1738245,0.07877187,1.15442,0.3807742,281.2592,272.5905,355.608,False
7,0.03333334,0.2344055,-0.9273806,0.3062757,-1.449499,1.416039,-3.116373,0.368092,1.198396,0.4083221,-1.752642,0.04478849,-0.2806642,0.3226216,0.09271078,-0.8419493,-3.697829,-0.5963164,0.3000281,1.399536,0.318171,-0.2770524,0.2431139,0.05494873,-0.9173141,0.4934486,-0.2238358,0.4230331,1.505147,0.1735234,0.07817686,1.152279,0.3756881,281.9011,272.2406,354.7617,False
7,0.04444445,0.219496,-0.9200197,0.2944805,-1.452096,1.426203,-3.119647,0.3672974,1.198292,0.4076719,-1.752845,-0.01866498,-0.2729966,0.3119399,0.1171226,-0.8418897,-3.692795,-0.5969138,0.299175,1.399426,0.3174391,-0.2728999,0.2431394,0.04319418,-0.9178089,0.4967193,-0.2227833,0.4232662,1.505195,0.1732361,0.07744437,1.149941,0.3701707,282.6617,271.549,354.1131,False
7,0.05555556,0.1992298,-0.8956058,0.2857774,-1.45487,1.435484,-3.122419,0.3665268,1.198123,0.4070959,-1.752045,0.07346928,-0.2488996,0.2756386,0.1903794,-0.8391338,-3.687162,-0.598758,0.2989726,1.399436,0.3165953,-0.2591652,0.233588,0.02920715,-0.9184715,0.4994458,-0.2220371,0.423494,1.505154,0.1729681,0.07679096,1.147683,0.364572,283.3737,270.9349,353.4047,False
7,0.06666667,0.1800084,-0.872202,0.2866629,-1.457909,1.444575,-3.12478,0.3657662,1.197885,0.4064796,-1.752904,-0.07899608,-0.2424083,0.2639248,0.1988295,-0.8386657,-3.682377,-0.5994893,0.2985607,1.39941,0.3158717,-0.250779,0.2219123,0.01206712,-0.9193403,0.5018455,-0.2210472,0.4237933,1.505035,0.1726432,0.07631429,1.14574,0.3591851,283.9981,270.2929,352.8082,False
7,0.07777778,0.1500663,-0.8030634,0.277657,-1.460527,1.451138,-3.126098,0.365175,1.197654,0.4058814,-1.752812,0.009231421,-0.2199676,0.2384195,0.1986077,-0.8377911,-3.678711,-0.6002741,0.2982726,1.399496,0.3152175,-0.2518414,0.2240438,0.01207476,-0.9198346,0.5050699,-0.2201396,0.4240869,1.504955,0.1722665,0.07602542,1.144273,0.3542757,284.4449,269.8544,352.1502,False
7,0.08888889,0.116982,-0.7488734,0.2634206,-1.462843,1.457845,-3.127306,0.3644217,1.197502,0.4053223,-1.75259,0.02024319,-0.2039287,0.2235531,0.1995236,-0.8373064,-3.674658,-0.6014206,0.2979569,1.399566,0.3145545,-0.2294441,0.2123237,0.01505584,-0.9199852,0.5076112,-0.2198844,0.4243275,1.504899,0.1718764,0.0758537,1.143324,0.350044,284.6839,269.7102,351.4111,False
7,0.1,0.08925389,-0.709653,0.2397081,-1.464657,1.464586,-3.12818,0.3636844,1.197586,0.4047048,-1.752028,0.05132852,-0.2006362,0.2075632,0.2079765,-0.8363237,-3.670929,-0.6015793,0.297581,1.39988,0.3140216,-0.216657,0.1761054,0.01485971,-0.9200284,0.5085472,-0.2184873,0.4245883,1.504868,0.1715035,0.07573696,1.142855,0.3465562,284.7384,269.7826,350.6929,False
