loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,0.07265928,-0.6628472,0.457275,-1.533748,-4.640032,-2.728226,0.4447419,1.20421,0.4644306,-0.02925981,-0.242379,-0.759656,4.712276,-4.495515,1.668667,0.2613275,1.110429,0.4487231,-0.466116,0.3467326,-0.1421851,-0.5564798,1.497399,0.4697134,0.4725666,1.433542,0.3981524,-0.2602149,0.3848236,-0.03216137,-0.9775186,0.3224955,0.1167612,0.5905293,1.495426,0.2239838,0.06524037,1.137428,0.3869196,282.0998,205.5134,61.27235
1,0.01111111,0.03923079,-0.6600673,0.4329025,-1.534766,-4.631089,-2.729496,0.442991,1.204236,0.4638095,-0.003258336,-0.2289214,-0.7668582,4.711577,-4.487129,1.669159,0.2599351,1.110429,0.4466906,-0.4381551,0.3138227,-0.1351714,-0.5565916,1.502325,0.4692346,0.4716361,1.43354,0.3981152,-0.2549049,0.3763162,-0.0343809,-0.9775053,0.3272713,0.1167314,0.5904284,1.495493,0.2244706,0.06425294,1.13719,0.3834557,281.8964,206.2928,60.10332
1,0.02222222,0.02035335,-0.6600839,0.4153216,-1.535959,-4.622756,-2.729464,0.4413982,1.204256,0.4634314,-0.00310392,-0.2092077,-0.7619616,4.710852,-4.47884,1.669376,0.2585005,1.110419,0.4446208,-0.4178012,0.2915623,-0.1365576,-0.5569639,1.507717,0.4685867,0.470699,1.433607,0.3980145,-0.249563,0.3603348,-0.03343393,-0.9774131,0.3313922,0.117043,0.5902781,1.495552,0.2247736,0.06349503,1.137122,0.3803356,281.7146,207.3269,58.75405
1,0.03333334,0.001459891,-0.6477531,0.383806,-1.537216,-4.615014,-2.729329,0.4399344,1.204149,0.4626658,-0.01012316,-0.1878578,-0.744952,4.710604,-4.471354,1.669627,0.2571962,1.11054,0.4428298,-0.4018043,0.2704209,-0.1485373,-0.5577427,1.513386,0.4676021,0.4698161,1.433695,0.3979752,-0.2410192,0.3347735,-0.03254277,-0.9772587,0.3348664,0.1174819,0.5901732,1.495692,0.2251549,0.06269038,1.137011,0.377233,281.6293,207.8529,57.92735
1,0.04444445,-0.001587605,-0.6308038,0.3693364,-1.538286,-4.607884,-2.728765,0.4384301,1.204129,0.4620774,-0.02329578,-0.1783774,-0.7179115,4.709896,-4.464081,1.669622,0.2558634,1.110524,0.4409118,-0.381458,0.2577188,-0.1445372,-0.5580025,1.518734,0.466674,0.4689108,1.433794,0.397826,-0.2313052,0.3219493,-0.02097416,-0.9767042,0.3385919,0.1176563,0.5899642,1.495766,0.2255373,0.06195153,1.137006,0.3743787,281.567,207.9829,57.50509
1,0.05555556,0.01096939,-0.5869616,0.3571938,-1.539857,-4.601873,-2.727957,0.4371878,1.204066,0.4613855,-0.04022257,-0.1674733,-0.6743262,4.708559,-4.458038,1.668999,0.2546393,1.11042,0.4391651,-0.3589419,0.2407623,-0.1395066,-0.5582178,1.523342,0.465969,0.4680615,1.433874,0.3977256,-0.2194009,0.3304239,-0.004016001,-0.9756709,0.3434434,0.1169011,0.5897731,1.495837,0.2259338,0.06123416,1.13726,0.37175,281.6045,207.3573,57.83006
1,0.06666667,0.02609022,-0.5595774,0.3568015,-1.541085,-4.595881,-2.726816,0.4358789,1.204036,0.4608395,-0.05812986,-0.1624801,-0.6428965,4.706897,-4.451595,1.668242,0.2533727,1.110441,0.437448,-0.3492486,0.2333171,-0.1321777,-0.5582182,1.528337,0.4652838,0.4671578,1.434043,0.3975577,-0.1948809,0.3219109,-0.002171853,-0.9751867,0.3474488,0.1160907,0.5895743,1.495902,0.2262404,0.06039702,1.137396,0.3688464,281.6292,206.8836,57.97049
1,0.07777778,0.02782154,-0.5179034,0.3424737,-1.543154,-4.591819,-2.725116,0.4346963,1.203934,0.4602039,-0.08163964,-0.1630139,-0.5744073,4.705634,-4.446401,1.667912,0.2522748,1.110486,0.4358814,-0.3427153,0.2290179,-0.1194824,-0.5579908,1.533194,0.4647075,0.4662164,1.434194,0.3974462,-0.1788056,0.2920645,0.00499397,-0.9747106,0.3501383,0.1160211,0.5894089,1.49592,0.2264977,0.05972129,1.137558,0.366358,281.6988,205.8679,58.68633
1,0.08888889,-0.003818873,-0.4900183,0.3128036,-1.544088,-4.586144,-2.725142,0.433345,1.204011,0.4596553,-0.06431329,-0.161449,-0.5562571,4.70534,-4.441125,1.668856,0.2512329,1.110454,0.4342635,-0.3437943,0.233267,-0.1183827,-0.5579051,1.538849,0.4637197,0.4653557,1.434304,0.397326,-0.1787806,0.2675619,0.005971309,-0.9742914,0.3527791,0.1165378,0.5892025,1.495992,0.2268143,0.05905934,1.137824,0.3639424,281.7835,204.9737,59.28403
1,0.1,-0.02204303,-0.4670529,0.2947655,-1.544626,-4.580142,-2.726022,0.4321318,1.204019,0.4588456,-0.02955153,-0.1446254,-0.5484635,4.704778,-4.436035,1.66967,0.2502882,1.110512,0.4327965,-0.3374044,0.2566541,-0.1044539,-0.5569176,1.545584,0.4614763,0.4645749,1.434333,0.3972065,-0.1924829,0.2579224,0.01886229,-0.9733928,0.3557799,0.1173983,0.58899,1.496006,0.2270563,0.05849681,1.138113,0.3616755,281.8361,204.343,59.60589
