loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
3,0,-1.026735,-0.3577452,0.1177657,-1.292647,-5.328814,-2.85827,-0.5177383,0.2390309,0.09003551,-0.5101823,-4.926183,-0.5203266,-0.1005516,0.2525172,-0.005411889,-0.8990656,-0.8773747,-0.02716265,-0.6511196,1.105776,-0.2860283,298.0228,183.957,32.49646
3,0.01111111,-1.025729,-0.3406394,0.1261728,-1.293327,-5.325156,-2.84805,-0.5743011,0.3439604,0.09007735,-0.5131075,-4.912022,-0.5243375,-0.1015682,0.2747945,0.006488238,-0.8986571,-0.8724608,-0.02909077,-0.6526368,1.103555,-0.2898655,297.9628,184.924,31.11885
3,0.02222222,-1.039654,-0.3193504,0.1313641,-1.293894,-5.321743,-2.837072,-0.599445,0.3792589,0.1043272,-0.5144886,-4.901083,-0.5267637,-0.1004206,0.2970411,0.02370236,-0.8979114,-0.8670919,-0.03132011,-0.6543643,1.101607,-0.2939445,297.7132,185.8777,29.7234
3,0.03333334,-1.074913,-0.291792,0.1301329,-1.294492,-5.31908,-2.824631,-0.6166368,0.3634376,0.1042999,-0.5152482,-4.89358,-0.5258028,-0.1057896,0.311972,0.02065975,-0.8978698,-0.8619998,-0.03313958,-0.6560917,1.099984,-0.2976558,297.7575,186.0572,29.23531
3,0.04444445,-1.098447,-0.266333,0.1277934,-1.294569,-5.316607,-2.812289,-0.5973075,0.2760798,0.08223157,-0.515067,-4.893354,-0.5202887,-0.1166464,0.3281553,-0.00577322,-0.8990374,-0.8565573,-0.03484853,-0.657919,1.09873,-0.3012859,298.2652,185.2775,30.00007
3,0.05555556,-1.093169,-0.2535301,0.1277051,-1.295114,-5.313812,-2.801068,-0.5722178,0.233349,0.06685448,-0.5154064,-4.891278,-0.5166082,-0.1178468,0.3314997,-0.02491523,-0.9001234,-0.8517431,-0.03648185,-0.6594952,1.097605,-0.3048667,298.7968,184.5781,30.74086
3,0.06666667,-1.044244,-0.2342579,0.1147671,-1.295295,-5.311649,-2.7916,-0.531575,0.1554537,0.03193937,-0.5156317,-4.893755,-0.5100316,-0.1244432,0.3444976,-0.05245575,-0.9016569,-0.8462363,-0.03831623,-0.6608415,1.097824,-0.3084243,299.619,183.4818,32.23785
3,0.07777778,-0.9824371,-0.2415908,0.09880416,-1.294804,-5.30844,-2.783485,-0.5233899,0.1321214,0.00934732,-0.5166655,-4.89243,-0.5054739,-0.1576067,0.3914187,-0.06357926,-0.9029117,-0.8386639,-0.04022891,-0.6621279,1.097461,-0.3121568,300.1645,183.1635,32.70591
3,0.08888889,-0.931285,-0.2467478,0.09561636,-1.294686,-5.305246,-2.775611,-0.5179079,0.1394071,0.02535328,-0.5168349,-4.888452,-0.503297,-0.1788807,0.4051778,-0.05586902,-0.9035019,-0.8323038,-0.04146675,-0.6630426,1.098584,-0.3154485,300.471,183.2301,32.73124
3,0.1,-0.8502429,-0.2688593,0.09249431,-1.293952,-5.30114,-2.769726,-0.5033642,0.1836455,0.07674772,-0.5163933,-4.878945,-0.5064134,-0.2001726,0.4072571,-0.05357204,-0.9041101,-0.8266137,-0.04212854,-0.6638251,1.099991,-0.3188236,300.1555,184.0086,31.76782
3,0.1111111,-0.7575009,-0.2855844,0.08829759,-1.293398,-5.297152,-2.765396,-0.5059404,0.2194945,0.1292369,-0.5154133,-4.869164,-0.5091612,-0.2332375,0.3902402,-0.06306823,-0.905274,-0.8217993,-0.04138046,-0.6643668,1.101753,-0.3219362,299.3226,185.1668,30.30531
3,0.1222222,-0.6935418,-0.2949528,0.08515346,-1.293074,-5.293252,-2.760876,-0.5161065,0.2415854,0.1795453,-0.5138601,-4.859576,-0.5114231,-0.2513643,0.3817335,-0.06834324,-0.9064724,-0.8168553,-0.04116555,-0.6650459,1.103316,-0.3253544,298.7122,186.0307,29.23296
3,0.1333333,-0.6008414,-0.3021621,0.07023923,-1.291996,-5.289654,-2.758564,-0.5199622,0.2669543,0.2106547,-0.5127805,-4.849368,-0.5144072,-0.2747897,0.3689248,-0.06934927,-0.9074317,-0.8123014,-0.04008244,-0.6653334,1.106403,-0.3282783,298.0145,186.8283,28.32207
3,0.1444445,-0.5539572,-0.3042026,0.0616426,-1.290438,-5.286103,-2.754919,-0.5259681,0.2836721,0.2490945,-0.5111618,-4.841669,-0.5156175,-0.3024978,0.3699852,-0.07556287,-0.9088751,-0.8074329,-0.03931012,-0.6658001,1.109976,-0.331153,297.6232,187.0012,28.22686
3,0.1555556,-0.5764934,-0.2649258,0.0517728,-1.289734,-5.284614,-2.747829,-0.5214278,0.2875832,0.2895726,-0.5089434,-4.831592,-0.5190442,-0.3291361,0.3720709,-0.07644192,-0.9100149,-0.8023919,-0.03795537,-0.6659709,1.114256,-0.3339499,297.2192,186.7422,28.54265
3,0.1666667,-0.4817553,-0.2443148,0.05577996,-1.288948,-5.282488,-2.745997,-0.503249,0.2721897,0.3298405,-0.5057961,-4.821979,-0.5222973,-0.3418671,0.3709291,-0.06890657,-0.9106733,-0.7972006,-0.03686002,-0.665875,1.119105,-0.3369475,296.5781,186.4395,28.71366
3,0.1777778,-0.3933478,-0.2440809,0.03974295,-1.287666,-5.279921,-2.745448,-0.4830363,0.2483321,0.3615437,-0.5022551,-4.812665,-0.5258284,-0.3620241,0.3686969,-0.06134909,-0.9114925,-0.7924499,-0.03546345,-0.6659065,1.123865,-0.3399482,295.8791,186.4188,28.51314
3,0.1888889,-0.3262224,-0.2503964,0.01312201,-1.285749,-5.277354,-2.744758,-0.4769164,0.2119665,0.3729526,-0.4989017,-4.805638,-0.5268638,-0.3833281,0.3729194,-0.0601053,-0.9122392,-0.7870041,-0.03374545,-0.6654097,1.131081,-0.3429497,294.9428,186.6203,27.81519
3,0.2,-0.2942073,-0.2599067,0.008884363,-1.28424,-5.274123,-2.743412,-0.4835513,0.185406,0.3727915,-0.4961032,-4.798837,-0.527247,-0.3982867,0.3804227,-0.06849203,-0.9138094,-0.7814645,-0.03255981,-0.6650429,1.137464,-0.3457993,294.2252,187.1251,26.9629
3,0.2111111,-0.2780519,-0.3101187,-0.02168408,-1.281088,-5.269708,-2.742138,-0.5080739,0.1813467,0.3760898,-0.4933319,-4.790958,-0.527744,-0.4195761,0.4005829,-0.06179763,-0.9144299,-0.7750456,-0.03111371,-0.664252,1.14567,-0.3488303,293.4094,188.1768,25.50338
3,0.2222222,-0.2608505,-0.3570153,-0.03740846,-1.277596,-5.265077,-2.740845,-0.5269179,0.2123461,0.3849515,-0.4911577,-4.779604,-0.5311965,-0.4280384,0.4090254,-0.05424907,-0.9152709,-0.7692235,-0.02989105,-0.6635619,1.153601,-0.3517498,292.6154,189.3551,24.01024
3,0.2333333,-0.2713149,-0.4105229,-0.06794491,-1.27337,-5.259596,-2.73912,-0.5486103,0.2731076,0.4068387,-0.4892834,-4.764403,-0.5377242,-0.4450515,0.412151,-0.04772106,-0.9157961,-0.7632849,-0.02793869,-0.662529,1.16417,-0.3548903,291.7212,190.5786,22.48957
3,0.2444444,-0.3404839,-0.43975,-0.100754,-1.269009,-5.255005,-2.73404,-0.5555559,0.3080762,0.4391304,-0.4862809,-4.749217,-0.5449315,-0.4514023,0.4142231,-0.04126937,-0.9161695,-0.7574084,-0.02629073,-0.6616866,1.173755,-0.3580713,290.7722,191.5354,21.18451
3,0.2555556,-0.4418409,-0.4061804,-0.1244093,-1.265472,-5.253204,-2.726107,-0.5682732,0.3059437,0.455175,-0.4831581,-4.736948,-0.549089,-0.4524022,0.4088289,-0.03278162,-0.9163298,-0.7519385,-0.02458018,-0.6607192,1.184881,-0.361319,289.5403,192.4387,19.83662
3,0.2666667,-0.5463036,-0.3929279,-0.1553496,-1.261314,-5.250644,-2.717291,-0.583882,0.2347601,0.448325,-0.4791836,-4.731018,-0.5473496,-0.4491412,0.3917478,-0.02869593,-0.9168379,-0.7474949,-0.02259719,-0.6598988,1.195763,-0.3645146,288.3445,193.2279,18.63795
3,0.2777778,-0.6092494,-0.3730328,-0.1724988,-1.257611,-5.248205,-2.709272,-0.5906148,0.1975158,0.4480946,-0.4751889,-4.723759,-0.547062,-0.4566263,0.3907059,-0.03291753,-0.9174846,-0.7420012,-0.02059316,-0.6585688,1.208235,-0.367566,287.0944,193.1597,18.40349
3,0.2888889,-0.7371058,-0.3727418,-0.2171937,-1.252303,-5.246025,-2.697539,-0.5838365,0.1228653,0.4496184,-0.4702897,-4.720088,-0.5441509,-0.4609704,0.382285,-0.04680251,-0.9185216,-0.7370219,-0.01838407,-0.6568657,1.222299,-0.3707691,285.8876,191.7419,19.62162
3,0.3,-0.8127424,-0.3774984,-0.2512555,-1.246771,-5.243803,-2.687125,-0.5894656,0.08665091,0.4557727,-0.4657954,-4.713919,-0.5430071,-0.464216,0.3748949,-0.05430007,-0.9194899,-0.7319107,-0.01616219,-0.6555096,1.234944,-0.373646,284.6812,190.6932,20.37861
3,0.3111111,-0.9373882,-0.3826184,-0.3108321,-1.239897,-5.242199,-2.673132,-0.6164877,0.02809763,0.4831717,-0.4595796,-4.709866,-0.5389535,-0.464283,0.3707163,-0.06498544,-0.9206132,-0.7269797,-0.01401222,-0.6539253,1.248636,-0.3767481,283.3361,187.6731,23.00952
3,0.3222222,-1.037546,-0.3800266,-0.3481265,-1.233331,-5.240953,-2.658972,-0.6412404,-0.01769751,0.5117443,-0.4528892,-4.704751,-0.5357452,-0.4600568,0.3622434,-0.0693427,-0.9215496,-0.7220145,-0.01182017,-0.652351,1.262412,-0.379565,282.0653,184.2811,26.03047
3,0.3333333,-1.194215,-0.3670992,-0.3992881,-1.226088,-5.240753,-2.640229,-0.6904938,-0.06868589,0.5521063,-0.4450574,-4.701111,-0.5296854,-0.4505189,0.3452951,-0.08019248,-0.9228482,-0.7179985,-0.009623333,-0.6505543,1.276792,-0.3823619,280.9401,178.1885,31.77332
3,0.3444445,-1.339173,-0.3498188,-0.4441123,-1.218764,-5.241115,-2.620651,-0.7424358,-0.07291293,0.6109538,-0.4370759,-4.692179,-0.5274646,-0.4601871,0.3283439,-0.0930365,-0.9242682,-0.7139537,-0.006371613,-0.6487524,1.291391,-0.3848842,279.9436,170.9845,38.64943
3,0.3555556,-1.481997,-0.3323506,-0.4644474,-1.21204,-5.241556,-2.599581,-0.7858574,-0.08584177,0.6814202,-0.427709,-4.682858,-0.525671,-0.464471,0.3017648,-0.0995994,-0.9254884,-0.7105828,-0.002821353,-0.6468672,1.305926,-0.3875094,279.053,162.4356,46.9298
