loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,-1.080597,-0.5057415,0.04524058,-1.289638,-5.275732,-2.864144,-0.4912231,0.2536929,0.1404135,-0.5146964,-4.940739,-0.5245442,-0.1470103,0.1748945,-0.005802565,-0.8743089,-0.9196423,-0.03176592,-0.6312638,1.109014,-0.2881609,283.7379,181.1789,47.11424
0,0.01111111,-1.069,-0.4822417,0.05801865,-1.289387,-5.270867,-2.854017,-0.4881611,0.2419689,0.1371096,-0.5146165,-4.935258,-0.5240068,-0.1449789,0.1802806,-0.01644494,-0.8749076,-0.9168064,-0.03204848,-0.6328318,1.107377,-0.2915093,283.6897,182.2528,46.01596
0,0.02222222,-1.048869,-0.4565907,0.0590543,-1.288477,-5.266384,-2.844266,-0.4938912,0.2155786,0.1145843,-0.5149313,-4.931467,-0.5214752,-0.1429279,0.1856433,-0.02494827,-0.8753603,-0.9141541,-0.03228044,-0.6343346,1.105973,-0.2947993,283.8005,183.3239,45.047
0,0.03333334,-1.030879,-0.42669,0.059055,-1.287976,-5.262449,-2.834462,-0.5016693,0.1901745,0.1027213,-0.5149062,-4.92857,-0.5181103,-0.143031,0.1931559,-0.03556167,-0.8761784,-0.9110762,-0.03265781,-0.6358596,1.104499,-0.298043,283.9417,184.2111,44.30355
0,0.04444445,-0.9971409,-0.343462,0.065383,-1.288208,-5.261014,-2.824809,-0.5066187,0.139334,0.07255009,-0.5149531,-4.928521,-0.5122455,-0.1430681,0.1952999,-0.03980999,-0.8767739,-0.9083691,-0.03283651,-0.6369507,1.103507,-0.3011363,284.1646,184.679,44.04038
0,0.05555556,-0.9515499,-0.2889486,0.06645651,-1.288237,-5.259081,-2.81614,-0.5092089,0.1291431,0.01603783,-0.5169185,-4.927699,-0.5071295,-0.1452888,0.2102486,-0.04717072,-0.8776479,-0.9046769,-0.03349351,-0.6382977,1.102702,-0.3038398,284.3033,184.9279,43.91197
0,0.06666667,-0.9292632,-0.271805,0.07394016,-1.288462,-5.256325,-2.80733,-0.4929988,0.1610417,0.003394701,-0.5186458,-4.923087,-0.5061796,-0.1506148,0.2208703,-0.04493064,-0.877991,-0.9012443,-0.03387141,-0.6395043,1.101978,-0.3066012,284.385,185.1475,43.77454
0,0.07777778,-0.8592048,-0.209739,0.07186276,-1.288844,-5.255879,-2.80027,-0.4542525,0.2033179,-0.0007395819,-0.5200733,-4.915833,-0.5088566,-0.1516473,0.2272322,-0.03956198,-0.8783478,-0.8976743,-0.03442721,-0.640767,1.10165,-0.3090219,284.2785,185.2882,43.57718
0,0.08888889,-0.7805802,-0.1540365,0.06450607,-1.289364,-5.256037,-2.794333,-0.44464,0.2085834,-0.00502076,-0.5214906,-4.911611,-0.5078813,-0.1505277,0.2303759,-0.03209962,-0.878547,-0.894527,-0.03475665,-0.6418498,1.101637,-0.311165,284.0478,185.7688,42.95738
0,0.1,-0.6933299,-0.1217427,0.0486559,-1.289078,-5.255651,-2.789464,-0.4340938,0.2010692,-0.01149594,-0.5222608,-4.908253,-0.5063476,-0.1515111,0.2335021,-0.02035629,-0.8784751,-0.8911073,-0.03507969,-0.6429659,1.102003,-0.3130493,283.7883,186.9752,41.58994
0,0.1111111,-0.5985187,-0.1107335,0.02860549,-1.288443,-5.254951,-2.786239,-0.416159,0.189249,-0.02128585,-0.5235881,-4.905858,-0.5043929,-0.1472103,0.2409339,-0.01396147,-0.8785198,-0.8872776,-0.03603576,-0.6440913,1.102941,-0.3145024,283.5344,188.8872,39.54035
0,0.1222222,-0.5281774,-0.1104786,0.01379852,-1.287238,-5.253738,-2.782969,-0.397045,0.1805238,-0.01719811,-0.5244366,-4.9024,-0.5034919,-0.1482672,0.2419841,-0.0118122,-0.8786147,-0.8837654,-0.03647891,-0.6450384,1.103989,-0.3158382,283.3301,191.0493,37.2584
0,0.1333333,-0.4077549,-0.1057672,-0.01470919,-1.285736,-5.253219,-2.783037,-0.3842922,0.171813,-0.008821141,-0.5250305,-4.899396,-0.5022905,-0.150365,0.2579203,-0.004253943,-0.8785363,-0.8792745,-0.03759931,-0.6460839,1.106243,-0.3164326,283.0782,194.3829,33.78016
0,0.1444445,-0.3482315,-0.05974674,-0.03703326,-1.284678,-5.254557,-2.78081,-0.3810522,0.1728203,-0.002427369,-0.5258028,-4.89513,-0.5016892,-0.1525102,0.2579236,-0.00635783,-0.8786759,-0.8756366,-0.03820145,-0.6468273,1.109249,-0.3168252,282.8672,198.0277,30.02544
0,0.1555556,-0.2259694,-0.003841249,-0.02408303,-1.285178,-5.2564,-2.781778,-0.3637406,0.1938859,0.00721306,-0.5268127,-4.889748,-0.5029417,-0.1610572,0.2568588,-0.009487696,-0.8789928,-0.8720048,-0.03843181,-0.6478207,1.112227,-0.3170953,282.6867,201.1979,26.81359
0,0.1666667,-0.07303595,0.1235233,-0.04306846,-1.286053,-5.262288,-2.784652,-0.3250008,0.2199965,0.02747267,-0.5270897,-4.881907,-0.5075383,-0.1695932,0.2621751,-0.0104561,-0.8793193,-0.8680038,-0.03889227,-0.6490077,1.116994,-0.316364,282.216,205.0963,22.87838
0,0.1777778,-0.01793783,0.2153143,-0.07503194,-1.285736,-5.2682,-2.784333,-0.2800847,0.2247359,0.0474761,-0.5272793,-4.876124,-0.5109011,-0.1759678,0.2578961,-0.009359596,-0.8794855,-0.8644823,-0.03896205,-0.6504834,1.120715,-0.3159233,281.758,208.6323,19.24385
0,0.1888889,0.06985612,0.3935267,-0.1165859,-1.286767,-5.279495,-2.784979,-0.2256866,0.2198074,0.06520861,-0.527242,-4.870903,-0.5147116,-0.1855573,0.2493689,-0.01145498,-0.879795,-0.8612556,-0.03862942,-0.6522029,1.125471,-0.3148975,281.1221,212.0758,15.793
0,0.2,0.1089426,0.4863346,-0.1389886,-1.287223,-5.288038,-2.784693,-0.1894523,0.2129746,0.07771572,-0.5272718,-4.865947,-0.5179547,-0.1790879,0.2429585,-0.004081369,-0.8796411,-0.8579041,-0.03909734,-0.6542769,1.130272,-0.3135512,280.5652,214.5465,13.49302
0,0.2111111,0.1511652,0.6142778,-0.1954982,-1.287325,-5.300544,-2.784352,-0.1330726,0.1941937,0.09319917,-0.5266556,-4.861775,-0.5220954,-0.1746838,0.2237248,0.008565418,-0.8791862,-0.85549,-0.03884567,-0.6563736,1.135136,-0.3124175,280.0271,217.2226,10.9925
0,0.2222222,0.1712084,0.6867377,-0.2402899,-1.28666,-5.311505,-2.783633,-0.1026893,0.1406156,0.09472974,-0.5255413,-4.861173,-0.5224832,-0.1703846,0.2098822,0.01059377,-0.8790157,-0.8528778,-0.03868401,-0.6589702,1.140897,-0.3104984,279.3321,219.0906,9.417445
0,0.2333333,0.1839291,0.7389144,-0.3063685,-1.284793,-5.323477,-2.782735,-0.08478674,0.1169783,0.09763394,-0.5248313,-4.859156,-0.5237215,-0.1682163,0.1896459,0.01046978,-0.878955,-0.8510904,-0.03804991,-0.6619602,1.147006,-0.3084596,278.6354,220.7427,8.096015
0,0.2444444,0.1818668,0.7665049,-0.3905534,-1.281513,-5.334964,-2.781239,-0.07413796,0.110416,0.1071061,-0.5240979,-4.855642,-0.5262694,-0.1596778,0.1737073,0.008188682,-0.8789811,-0.8489411,-0.03797002,-0.6653329,1.153606,-0.3062136,277.9538,222.7208,6.516935
0,0.2555556,0.1585997,0.7748274,-0.4854254,-1.276716,-5.34669,-2.778689,-0.06906289,0.07726687,0.1185393,-0.5226448,-4.853951,-0.5270787,-0.1521824,0.1481604,0.006926846,-0.8789784,-0.8479558,-0.03716308,-0.6688651,1.160521,-0.3035889,277.2785,226.0893,3.485887
0,0.2666667,0.1140965,0.767085,-0.579262,-1.270636,-5.358522,-2.774946,-0.06081178,0.03439605,0.1415976,-0.5199987,-4.853453,-0.5271102,-0.142587,0.1354092,0.004650201,-0.8790243,-0.8464608,-0.03683258,-0.6729656,1.167766,-0.3012104,276.6455,230.8689,359.0478
0,0.2777778,0.0747776,0.777501,-0.6422284,-1.265219,-5.370657,-2.770867,-0.04186424,-0.003242683,0.1646329,-0.5172184,-4.852588,-0.5279112,-0.1372479,0.1237068,0.003478851,-0.8790584,-0.8452319,-0.03628104,-0.6767877,1.174841,-0.2988283,276.1023,236.3193,353.9242
0,0.2888889,-0.03055233,0.8110283,-0.7639455,-1.257227,-5.38543,-2.762368,-0.05214638,-0.08853743,0.1864175,-0.5128966,-4.856352,-0.5237668,-0.1233286,0.08433324,0.002091635,-0.87907,-0.8454383,-0.03534654,-0.6813995,1.182392,-0.2964053,275.5527,242.8351,347.7824
0,0.3,-0.08906782,0.8235204,-0.8258193,-1.251191,-5.398747,-2.755421,-0.06951398,-0.1289322,0.197938,-0.5094121,-4.858334,-0.5206291,-0.1212578,0.06734435,-0.007596621,-0.8793646,-0.8451216,-0.03408633,-0.6861883,1.190221,-0.2936483,274.9927,249.8053,341.2076
0,0.3111111,-0.1731591,0.8571692,-0.917659,-1.243015,-5.414464,-2.745548,-0.07806572,-0.1449821,0.2181105,-0.5056288,-4.859042,-0.5188136,-0.1203673,0.06532733,-0.02892164,-0.8804597,-0.8443438,-0.03327513,-0.6912497,1.198269,-0.2909056,274.4407,257.3764,334.0199
0,0.3222222,-0.229605,0.8749897,-0.9678329,-1.236104,-5.429161,-2.736362,-0.0748028,-0.1461739,0.2308632,-0.5023739,-4.85861,-0.5185151,-0.1214426,0.07384425,-0.02886869,-0.8808011,-0.8428622,-0.03288658,-0.6961933,1.206113,-0.2884293,274.0016,266.9441,324.8064
0,0.3333333,-0.3233383,0.9107526,-1.039455,-1.227748,-5.446301,-2.723597,-0.08001265,-0.1473419,0.2511285,-0.4984868,-4.857962,-0.5180218,-0.1203674,0.07809626,-0.02672475,-0.8810525,-0.8415453,-0.03241999,-0.7016749,1.214356,-0.2858772,273.652,279.0254,313.0054
0,0.3444445,-0.4650725,0.963362,-1.116465,-1.219939,-5.464284,-2.707924,-0.1186846,-0.1972383,0.2786995,-0.4930305,-4.860481,-0.5130635,-0.1235464,0.0759538,-0.02458235,-0.8813092,-0.8404769,-0.03154967,-0.7074678,1.222828,-0.2832741,273.4243,292.0547,300.2687
0,0.3555556,-0.5450186,0.9896115,-1.152786,-1.213155,-5.48082,-2.693975,-0.1370118,-0.2248223,0.2871261,-0.4883406,-4.863225,-0.5085248,-0.1235761,0.0823566,-0.02667933,-0.8817173,-0.8390493,-0.03109241,-0.7133559,1.231296,-0.2806007,273.204,305.1317,287.569
0,0.3666667,-0.6590288,1.019994,-1.198877,-1.205352,-5.499718,-2.676106,-0.1560816,-0.2366165,0.3223317,-0.4826015,-4.863333,-0.5061021,-0.1268231,0.08663127,-0.03090324,-0.8824092,-0.8377039,-0.03030491,-0.7195371,1.239492,-0.2782876,272.9276,319.1421,273.9899
0,0.3777778,-0.7315603,1.043105,-1.218255,-1.198462,-5.518568,-2.658855,-0.1902698,-0.2738932,0.3659478,-0.4757583,-4.865185,-0.5011699,-0.1247055,0.07919504,-0.03415594,-0.8829178,-0.8369278,-0.02948892,-0.7256377,1.247715,-0.2757421,272.8594,334.672,258.9065
0,0.3888889,-0.8754538,1.079769,-1.251634,-1.19162,-5.538872,-2.636769,-0.2147217,-0.2866486,0.3937025,-0.4693859,-4.866613,-0.4966961,-0.1323449,0.08249004,-0.05538459,-0.884349,-0.83569,-0.02862259,-0.7323535,1.25577,-0.2734587,272.7458,353.0349,241.0108
0,0.4,-0.957499,1.093242,-1.265733,-1.184918,-5.55853,-2.616329,-0.2242371,-0.2909544,0.4118402,-0.4631839,-4.867727,-0.4928688,-0.1344623,0.08778809,-0.05214503,-0.8848539,-0.8343345,-0.02784654,-0.7389734,1.264003,-0.2711743,272.9853,8.959868,225.5092
0,0.4111111,-1.080992,1.08632,-1.290499,-1.177994,-5.578137,-2.592469,-0.2510309,-0.3142104,0.4224837,-0.4566112,-4.870912,-0.4863108,-0.1311404,0.09197181,-0.0361708,-0.8847415,-0.8328251,-0.02747344,-0.7463832,1.271733,-0.2693635,273.1562,25.62494,209.2894
0,0.4222222,-1.185365,1.081584,-1.296108,-1.171766,-5.597524,-2.568412,-0.300091,-0.321191,0.4248768,-0.4507917,-4.873088,-0.4794801,-0.1320879,0.09402183,-0.02122962,-0.8843766,-0.8313769,-0.02685905,-0.7534896,1.279616,-0.2676585,273.5562,37.02684,198.3368
0,0.4333333,-1.202304,1.053821,-1.292919,-1.165865,-5.615702,-2.547375,-0.3351582,-0.3252631,0.4453074,-0.4440704,-4.874827,-0.4729604,-0.1277623,0.09292571,-0.01381417,-0.8842962,-0.8300552,-0.02642868,-0.7611432,1.286704,-0.2661306,274.2036,46.36945,189.2239
0,0.4444444,-1.239349,0.9993182,-1.301476,-1.158962,-5.632967,-2.525943,-0.367762,-0.3243721,0.5105144,-0.4353938,-4.873396,-0.4691449,-0.1150637,0.08982404,-0.02565921,-0.8850814,-0.8287608,-0.02650884,-0.7693324,1.293152,-0.2648749,275.0978,53.32998,182.3154
0,0.4555556,-1.374984,1.066968,-1.267808,-1.156889,-5.653727,-2.498218,-0.38374,-0.3349956,0.5286518,-0.4280099,-4.874878,-0.4631059,-0.1173003,0.09414235,-0.03733672,-0.8858973,-0.8272876,-0.02609072,-0.7770888,1.299556,-0.2635273,275.972,58.56498,177.2082
0,0.4666667,-1.598454,1.21106,-1.161934,-1.160741,-5.675984,-2.464538,-0.4338185,-0.349582,0.5501615,-0.4199304,-4.877078,-0.4546841,-0.1238262,0.1048583,-0.05000818,-0.8869259,-0.8252081,-0.02569764,-0.7859789,1.304807,-0.2628955,276.8158,64.56832,171.3688
0,0.4777778,-1.662564,1.234278,-1.124799,-1.160993,-5.69577,-2.436839,-0.4454969,-0.3451915,0.5492117,-0.4129886,-4.878404,-0.4482965,-0.122727,0.1154798,-0.04356981,-0.8872247,-0.8231161,-0.02571016,-0.7943187,1.310647,-0.2620362,277.6364,67.81757,168.3537
0,0.4888889,-1.742555,1.225495,-1.066374,-1.162466,-5.713868,-2.407859,-0.4729783,-0.3279341,0.5569741,-0.4059366,-4.878331,-0.4421023,-0.1311383,0.1281692,-0.02852711,-0.8871229,-0.8207238,-0.02561109,-0.8032358,1.315449,-0.2617055,278.4147,70.21326,166.1371
0,0.5,-1.777525,1.188138,-1.019675,-1.162725,-5.730556,-2.381461,-0.4796526,-0.366333,0.5727028,-0.397464,-4.883116,-0.4322247,-0.1332653,0.1302887,-0.02637273,-0.8874633,-0.8187789,-0.02516021,-0.8118888,1.320362,-0.2614588,279.1956,71.8528,164.6699
0,0.5111111,-1.79119,1.106132,-0.9535636,-1.163538,-5.744223,-2.355689,-0.4808486,-0.3995809,0.6033507,-0.3880854,-4.888001,-0.4223459,-0.134411,0.1303367,-0.03595097,-0.8882276,-0.8169677,-0.0247911,-0.8209487,1.324042,-0.2614742,279.8086,72.66604,163.998
0,0.5222223,-1.785717,1.055084,-0.910947,-1.164439,-5.758947,-2.330553,-0.4862003,-0.4091911,0.613979,-0.3794802,-4.891623,-0.4134507,-0.1376554,0.1452592,-0.03903498,-0.8887522,-0.8142994,-0.02492905,-0.8297774,1.327362,-0.2615039,280.2163,73.22079,163.6588
0,0.5333334,-1.768524,0.9838511,-0.8490374,-1.165795,-5.7708,-2.306887,-0.5011165,-0.4004172,0.6002904,-0.372173,-4.895303,-0.4039552,-0.1472068,0.187777,-0.02488769,-0.8887086,-0.8098673,-0.02577381,-0.8382432,1.330098,-0.2617035,280.3793,74.53741,162.7063
0,0.5444446,-1.763102,0.909438,-0.751983,-1.168291,-5.780788,-2.283719,-0.5297623,-0.3862586,0.5973925,-0.364672,-4.898103,-0.3944858,-0.1599258,0.2206987,-0.00969414,-0.8884215,-0.8053238,-0.02644253,-0.8468332,1.332455,-0.2618832,280.3067,76.52453,161.2019
0,0.5555557,-1.778063,0.9009366,-0.7009162,-1.171795,-5.79326,-2.258598,-0.5430819,-0.3361021,0.6032005,-0.3572748,-4.896057,-0.389947,-0.1684637,0.2292049,-0.009578086,-0.8885989,-0.8016834,-0.02656876,-0.8552988,1.334814,-0.2621835,280.2982,78.63963,159.484
0,0.5666668,-1.803657,0.8668278,-0.6295598,-1.17577,-5.803051,-2.233939,-0.551922,-0.2711606,0.6207992,-0.3501226,-4.889991,-0.3891605,-0.1855298,0.2462121,-0.00828712,-0.8888785,-0.7975493,-0.02657755,-0.8637071,1.335905,-0.262903,279.7515,79.89863,158.3142
0,0.577778,-1.794865,0.7795927,-0.5836952,-1.17716,-5.811481,-2.211102,-0.5846642,-0.2506959,0.6339462,-0.3423877,-4.887307,-0.3841067,-0.1865274,0.2482962,0.0002549123,-0.8886553,-0.7938761,-0.02678288,-0.8721418,1.337766,-0.2631806,279.4351,80.67083,157.6343
0,0.5888891,-1.707283,0.6586317,-0.4714936,-1.17894,-5.814677,-2.193819,-0.6151552,-0.2379453,0.6779151,-0.3332515,-4.883689,-0.3796531,-0.1983451,0.2451428,-0.01245701,-0.8894297,-0.7906654,-0.02626836,-0.8796327,1.338748,-0.2635932,278.7114,81.69487,156.6971
0,0.6000003,-1.638111,0.6600387,-0.4340503,-1.183054,-5.82292,-2.174792,-0.6179165,-0.2007041,0.6888724,-0.3254058,-4.878026,-0.3781577,-0.2026049,0.2525805,-0.01025192,-0.8895667,-0.7867412,-0.02632561,-0.8874436,1.339863,-0.2640156,278.1758,82.38285,156.1535
0,0.6111114,-1.538779,0.5476107,-0.3516611,-1.18442,-5.825119,-2.160436,-0.6413373,-0.1907896,0.6763116,-0.3183825,-4.875306,-0.37292,-0.2089097,0.2780518,0.00591399,-0.8890484,-0.7816838,-0.02699407,-0.8943678,1.339322,-0.2649404,277.3745,80.19602,158.2953
0,0.6222225,-1.459864,0.4958155,-0.2917414,-1.186965,-5.828752,-2.145304,-0.6579215,-0.1469817,0.6820764,-0.3110002,-4.866697,-0.3731978,-0.2066654,0.2864926,0.02085954,-0.8883277,-0.7773322,-0.02761086,-0.9017169,1.339303,-0.2657696,276.8198,78.48184,159.9741
