loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
3,0,-0.9994446,-0.4116906,0.08726539,-1.326938,-5.3179,-2.82351,-0.6180938,0.2584333,0.1384592,-0.5262619,-4.939294,-0.4620912,-0.2067285,0.3386293,-0.02039971,-0.892698,-0.8039722,-0.07757522,-0.6499465,1.098047,-0.2946614,290.5054,190.4113,32.80712
3,0.01111111,-0.9635169,-0.3645513,0.105216,-1.327362,-5.314927,-2.814656,-0.6063272,0.2745321,0.1119135,-0.5276995,-4.932584,-0.4615381,-0.2325006,0.3557769,-0.04677557,-0.894501,-0.7983714,-0.07747935,-0.6511494,1.096759,-0.2986853,290.822,190.751,32.41706
3,0.02222222,-0.9359625,-0.3430414,0.1190447,-1.328041,-5.31124,-2.805896,-0.5893705,0.2778251,0.08310927,-0.529226,-4.926679,-0.4605674,-0.2389347,0.3738579,-0.04556174,-0.8953867,-0.7923837,-0.07840027,-0.6523942,1.095454,-0.3024243,291.0385,190.9564,32.13816
3,0.03333334,-0.8923737,-0.3257731,0.1169751,-1.328402,-5.307796,-2.798205,-0.5649987,0.2724048,0.06592035,-0.5301682,-4.921359,-0.4596728,-0.2388941,0.380178,-0.03486619,-0.8957745,-0.7867661,-0.07927618,-0.6535599,1.094943,-0.3059552,291.1143,191.1526,31.79638
3,0.04444445,-0.8433978,-0.319134,0.113873,-1.328328,-5.304144,-2.791332,-0.5568306,0.2404762,0.05389398,-0.5305613,-4.917925,-0.4570384,-0.2377834,0.3705714,-0.03173736,-0.8962283,-0.7820529,-0.07969456,-0.6544536,1.094778,-0.3091153,290.9354,191.4353,31.29702
3,0.05555556,-0.8018723,-0.3157172,0.1107417,-1.328015,-5.30057,-2.78453,-0.5465971,0.2064273,0.03650755,-0.5310519,-4.916019,-0.4530338,-0.250596,0.3684464,-0.0380725,-0.8971529,-0.7770015,-0.07965621,-0.6553249,1.094989,-0.3124194,290.6812,191.7083,30.81818
3,0.06666667,-0.7348321,-0.2983762,0.1045098,-1.328483,-5.29708,-2.779282,-0.5252519,0.2137355,0.02902503,-0.5321369,-4.911242,-0.4518785,-0.2666641,0.375923,-0.04858367,-0.89837,-0.7715098,-0.07947405,-0.6559862,1.095744,-0.3155,290.46,191.8384,30.60025
3,0.07777778,-0.6743492,-0.2490876,0.09593025,-1.328776,-5.295656,-2.774012,-0.5057747,0.2379315,0.04088408,-0.532841,-4.904189,-0.4529664,-0.2730671,0.3716719,-0.05283799,-0.8994235,-0.7664167,-0.0793646,-0.6565466,1.096375,-0.318746,290.3482,191.7624,30.62619
3,0.08888889,-0.6108755,-0.1719839,0.1074059,-1.32974,-5.295959,-2.769109,-0.479797,0.2629237,0.07509194,-0.5326738,-4.895507,-0.4559899,-0.2837286,0.3567836,-0.06140626,-0.9006848,-0.7620822,-0.07847643,-0.6570283,1.097661,-0.3215415,290.2762,191.0494,31.38598
3,0.1,-0.5631965,-0.1206114,0.1041159,-1.330843,-5.295801,-2.764347,-0.4510263,0.2495637,0.107885,-0.5315808,-4.888925,-0.4575276,-0.2911648,0.3301943,-0.07113211,-0.9020324,-0.758597,-0.07709558,-0.6575063,1.099444,-0.3237814,290.1734,189.6998,32.74092
3,0.1111111,-0.5365682,-0.1141431,0.09240505,-1.330647,-5.294306,-2.759522,-0.4244086,0.2427612,0.1225999,-0.5311909,-4.883337,-0.4583737,-0.2942662,0.2950361,-0.07242101,-0.9031035,-0.7559568,-0.07532138,-0.6582598,1.100508,-0.3264812,290.0829,188.998,33.39408
3,0.1222222,-0.4767874,-0.1319945,0.07771432,-1.330166,-5.292146,-2.75663,-0.3626064,0.2431949,0.1234076,-0.5312191,-4.877114,-0.461924,-0.2920572,0.2758341,-0.06830239,-0.9038774,-0.752928,-0.0740428,-0.6586802,1.102481,-0.3284092,289.9464,187.9033,34.49697
3,0.1333333,-0.402988,-0.1764096,0.05996357,-1.328835,-5.288906,-2.755548,-0.3435756,0.2334578,0.1189263,-0.5317358,-4.872512,-0.4623051,-0.2854671,0.2501365,-0.04613928,-0.9037378,-0.7504923,-0.07260682,-0.65918,1.104694,-0.3303449,289.7353,187.1869,35.25023
3,0.1444445,-0.3878972,-0.1966682,0.03344012,-1.327212,-5.286577,-2.752194,-0.3202805,0.2182958,0.1208216,-0.5314083,-4.86773,-0.4636523,-0.2789727,0.2341027,-0.03563184,-0.9039578,-0.7477996,-0.07135487,-0.6595128,1.107078,-0.3322255,289.2963,187.2031,35.18583
3,0.1555556,-0.382555,-0.1945535,0.0227918,-1.326294,-5.28462,-2.748573,-0.2938517,0.1934241,0.131155,-0.5301533,-4.863644,-0.4647906,-0.2767326,0.2106232,-0.02834431,-0.9041251,-0.7458836,-0.0695402,-0.6596006,1.109561,-0.3340642,288.7207,187.8106,34.49009
3,0.1666667,-0.3442807,-0.1710057,0.003604606,-1.325229,-5.283769,-2.746178,-0.281297,0.1622195,0.1467793,-0.5285011,-4.861384,-0.464312,-0.2756482,0.1967987,-0.03164453,-0.9048356,-0.743662,-0.06779529,-0.6597179,1.11219,-0.3357385,288.1046,188.9056,33.29024
3,0.1777778,-0.2080675,-0.1447149,0.001712136,-1.324896,-5.28313,-2.748568,-0.2653942,0.142636,0.1742318,-0.5264723,-4.85711,-0.4655602,-0.2788897,0.1841059,-0.04662629,-0.9059563,-0.7417197,-0.06576916,-0.6596087,1.115155,-0.3373114,287.5424,190.313,31.78906
3,0.1888889,-0.1580653,-0.1253183,-0.00995503,-1.324242,-5.282637,-2.748691,-0.2504716,0.1337339,0.1975388,-0.5241037,-4.852368,-0.4673136,-0.2918045,0.17997,-0.07108632,-0.9077331,-0.7394111,-0.06336726,-0.6597084,1.11818,-0.338751,287.015,191.7722,30.19541
3,0.2,-0.1014207,-0.1464374,-0.037421,-1.322076,-5.281006,-2.749785,-0.2344345,0.1302084,0.2176837,-0.5220398,-4.846804,-0.4701257,-0.2983491,0.1928747,-0.09121458,-0.9096746,-0.7361962,-0.06178134,-0.6593609,1.122041,-0.3399378,286.4814,194.1129,27.68727
3,0.2111111,-0.06498094,-0.1825238,-0.04889363,-1.320038,-5.278098,-2.750869,-0.2300898,0.1408416,0.2145658,-0.520926,-4.841392,-0.4722994,-0.3047768,0.1971455,-0.09541164,-0.9109907,-0.7333918,-0.05997412,-0.6590394,1.126115,-0.3409569,286.0248,196.6079,25.04957
3,0.2222222,-0.003899988,-0.2387731,-0.07621638,-1.316562,-5.274537,-2.753555,-0.2436594,0.1719531,0.2063868,-0.5204712,-4.834313,-0.4752837,-0.3208115,0.2152062,-0.09520705,-0.9122104,-0.7297252,-0.05810245,-0.6579354,1.131847,-0.3418137,285.549,201.1036,20.24743
3,0.2333333,0.03239159,-0.2450328,-0.09101218,-1.314111,-5.272364,-2.755737,-0.2538896,0.205999,0.2216737,-0.5191523,-4.825562,-0.4798577,-0.3442443,0.2363642,-0.08321676,-0.9129066,-0.7255776,-0.05607818,-0.6571047,1.136972,-0.3430597,285.093,205.3987,15.63206
3,0.2444444,0.04527452,-0.2556888,-0.1079809,-1.311306,-5.27004,-2.75717,-0.2618266,0.2385834,0.2805992,-0.5163203,-4.813807,-0.4868631,-0.3570237,0.2490558,-0.07453822,-0.913599,-0.7215465,-0.05409999,-0.6557729,1.143439,-0.3445362,284.7842,210.3613,10.36787
3,0.2555556,0.07517961,-0.2619843,-0.1238773,-1.30812,-5.267898,-2.759591,-0.2730759,0.2562147,0.3468583,-0.5125616,-4.80171,-0.4939642,-0.3772627,0.2627947,-0.06687657,-0.9142233,-0.7172402,-0.05184882,-0.6541581,1.151097,-0.3463971,285.2862,213.2315,7.91948
3,0.2666667,0.06033554,-0.2632435,-0.1494592,-1.304913,-5.265775,-2.760244,-0.2687177,0.2547697,0.3882968,-0.5099671,-4.791872,-0.4988828,-0.3868536,0.2574717,-0.07113227,-0.9154691,-0.7140028,-0.04932547,-0.6525499,1.158084,-0.3480507,285.5971,216.2295,5.18759
3,0.2777778,0.01776179,-0.2466378,-0.2007716,-1.300425,-5.26526,-2.759057,-0.2688168,0.2419202,0.3956389,-0.506946,-4.783178,-0.5034764,-0.3901066,0.2426696,-0.0893238,-0.9171873,-0.7113112,-0.04648228,-0.6505769,1.166361,-0.3503274,285.7,220.2635,1.273167
