loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,-0.765068,-0.005284552,0.2030351,-1.30332,-5.250047,-2.861072,-0.3035927,0.1897694,0.2574316,-0.4706866,-4.949194,-0.4336763,-0.1075836,0.05768277,0.003932418,-0.919238,-0.829891,-0.02830754,-0.6420078,1.088526,-0.2996725,284.8948,179.0369,55.08839
1,0.01111111,-0.7640517,0.01279842,0.1902153,-1.305067,-5.250218,-2.852736,-0.2769608,0.09709519,0.2276582,-0.468384,-4.952076,-0.4289591,-0.09274051,0.0492697,-0.009005381,-0.9198281,-0.8296245,-0.02796452,-0.6429838,1.085702,-0.3025046,285.6289,178.2715,56.12336
1,0.02222222,-0.7309618,-0.003133083,0.1550781,-1.305038,-5.249604,-2.845964,-0.2601588,0.02540258,0.1278177,-0.469461,-4.957432,-0.4216865,-0.07793055,0.08340458,-0.0078707,-0.9199427,-0.8267224,-0.02905402,-0.6440448,1.083294,-0.3048565,285.9601,177.9289,56.45646
1,0.03333334,-0.6540887,-0.04772122,0.1104631,-1.304204,-5.247576,-2.841809,-0.2637228,0.02814695,0.06394281,-0.4710056,-4.958069,-0.4180487,-0.08206797,0.1130664,0.02108442,-0.9187533,-0.8239514,-0.02956295,-0.6450621,1.081363,-0.307263,285.8972,178.242,55.91983
1,0.04444445,-0.6391466,-0.05622712,0.09768513,-1.30441,-5.246415,-2.835363,-0.2634524,0.09581465,0.005956613,-0.4744326,-4.951613,-0.4205339,-0.08518739,0.1363922,0.04040679,-0.9177344,-0.821026,-0.03028121,-0.6460867,1.079573,-0.3096267,285.7803,178.755,55.16654
1,0.05555556,-0.6113927,-0.07317465,0.1051906,-1.305438,-5.244501,-2.830083,-0.2672442,0.1459343,0.005380658,-0.4755341,-4.944529,-0.4237049,-0.09911756,0.1831831,0.04822037,-0.9169977,-0.8166226,-0.0313233,-0.6467702,1.078712,-0.3118356,285.489,180.0668,53.54029
1,0.06666667,-0.5858216,-0.07839609,0.1179821,-1.306667,-5.242926,-2.824741,-0.2881714,0.170425,0.02917166,-0.4755782,-4.938094,-0.4255532,-0.1035061,0.2151577,0.04309516,-0.9168071,-0.8122601,-0.03269004,-0.647195,1.078685,-0.3140336,285.2749,181.7563,51.66084
1,0.07777778,-0.5197909,-0.07391059,0.1265249,-1.308006,-5.241692,-2.821553,-0.3039665,0.1757194,0.05062429,-0.4752816,-4.932552,-0.4265843,-0.1121534,0.2301053,0.03257728,-0.9170558,-0.8085412,-0.03336168,-0.6475436,1.078513,-0.3160967,285.2573,183.1482,50.21975
1,0.08888889,-0.4335119,-0.07253835,0.1382851,-1.309646,-5.240314,-2.820042,-0.3252306,0.1682943,0.06986716,-0.4745758,-4.927922,-0.4262477,-0.1315553,0.2557309,0.01154865,-0.9177908,-0.8038566,-0.03405517,-0.6470253,1.080914,-0.3180582,285.3223,185.0829,48.41415
1,0.1,-0.3291022,-0.07857767,0.142595,-1.310747,-5.238751,-2.820012,-0.3432301,0.1877526,0.05951197,-0.4754781,-4.921754,-0.4271876,-0.1562989,0.3111348,-0.001828201,-0.9184912,-0.7971716,-0.03574974,-0.6467758,1.082561,-0.3201843,285.2799,186.501,47.0204
1,0.1111111,-0.2939472,-0.07633092,0.1468706,-1.312159,-5.237222,-2.818444,-0.3470425,0.2454697,0.04301609,-0.4775431,-4.912492,-0.4313945,-0.1893715,0.3663501,0.01362453,-0.917941,-0.789916,-0.03693165,-0.6460854,1.085758,-0.3225068,285.0332,188.1216,45.44432
1,0.1222222,-0.2950955,-0.05288384,0.1542631,-1.313884,-5.236807,-2.815022,-0.3580946,0.3169998,0.03948914,-0.479696,-4.900232,-0.4379909,-0.223439,0.3981337,0.02895774,-0.9172976,-0.7829302,-0.03757348,-0.6453283,1.088711,-0.3248176,284.8572,189.6191,44.06696
1,0.1333333,-0.1971463,-0.0365334,0.1809161,-1.316819,-5.235999,-2.816528,-0.3639739,0.357354,0.06013539,-0.4807666,-4.888385,-0.4442307,-0.2564522,0.4107913,0.03564591,-0.9170478,-0.7768547,-0.0374515,-0.6441346,1.09271,-0.3272651,284.407,191.2126,42.61639
1,0.1444445,-0.09696286,-0.05006292,0.1756674,-1.318111,-5.234493,-2.81909,-0.364417,0.3769548,0.1317069,-0.4791852,-4.875178,-0.4518127,-0.2787894,0.4043256,0.03790645,-0.9167144,-0.7713886,-0.03696787,-0.6437144,1.095643,-0.3296539,283.8533,192.764,41.097
1,0.1555556,-0.07777227,-0.05424939,0.1820786,-1.319957,-5.232996,-2.819148,-0.3653793,0.3735632,0.1551218,-0.4787943,-4.865001,-0.4566538,-0.2851774,0.3862279,0.03145991,-0.916806,-0.7668503,-0.03647599,-0.6424071,1.099676,-0.3322798,282.8875,194.3945,39.38411
