loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
5,0,-0.3083324,-0.6856118,0.3331537,-1.389937,-0.6578066,-2.856882,-1.458738,-0.001722716,0,0,-0.6860507,1.136243,-0.2953891,286.2831,201.347,4.444869
5,0.01111111,-0.3297114,-0.6612502,0.3212911,-1.391325,-0.6502672,-2.854082,-1.458864,-0.01124104,0,0,-0.6847466,1.137043,-0.2985909,286.1638,200.2455,4.965796
5,0.02222222,-0.3724377,-0.6263049,0.3104088,-1.392601,-0.6435177,-2.850002,-1.458825,0.003788401,0,0,-0.6830685,1.137859,-0.3021114,286.0295,199.5691,4.883144
5,0.03333334,-0.4055068,-0.6105175,0.2985773,-1.393633,-0.6362792,-2.845969,-1.45889,-0.005800083,0,0,-0.6811354,1.138726,-0.3057711,285.9245,198.8869,4.713021
5,0.04444445,-0.4662524,-0.5980861,0.2739539,-1.393921,-0.6294631,-2.840306,-1.458027,0.07904297,0,0,-0.679144,1.139703,-0.3094344,285.8383,198.179,4.526466
5,0.05555556,-0.5471852,-0.5987055,0.2142373,-1.392626,-0.6226801,-2.833166,-1.458201,-0.01628684,0,0,-0.6773538,1.140894,-0.313063,285.7697,197.4623,4.385356
5,0.06666667,-0.585511,-0.6021495,0.1875882,-1.391922,-0.6161074,-2.826969,-1.45704,0.106634,0,0,-0.6758988,1.142359,-0.316612,285.6304,196.6483,4.465652
5,0.07777778,-0.6398128,-0.60255,0.1502651,-1.390498,-0.6094218,-2.819671,-1.455889,0.1046264,0,0,-0.6749544,1.144163,-0.3202104,285.4634,195.6882,4.823939
5,0.08888889,-0.6983876,-0.5965383,0.1161237,-1.389098,-0.6033807,-2.811563,-1.457272,-0.1267835,0,0,-0.6745608,1.146411,-0.3238759,285.2675,194.4315,5.57975
5,0.1,-0.7665517,-0.5916984,0.0723682,-1.386734,-0.5972597,-2.802599,-1.456799,0.04464915,0,0,-0.6745716,1.149073,-0.3274221,284.9057,193.194,6.440289
5,0.1111111,-0.8208641,-0.5888011,0.04571247,-1.384785,-0.5914929,-2.793362,-1.456511,0.0262964,0,0,-0.6748935,1.15214,-0.3309298,284.5089,192.0699,7.342863
5,0.1222222,-0.8975708,-0.5765208,0.006179467,-1.381806,-0.586052,-2.782479,-1.45613,0.03492623,0,0,-0.6753953,1.155589,-0.3344577,284.0651,190.765,8.509708
5,0.1333333,-0.9604014,-0.5683767,-0.03117478,-1.378647,-0.5814554,-2.771486,-1.456423,-0.02655044,0,0,-0.6759899,1.159383,-0.3380909,283.5759,189.0659,10.04544
5,0.1444445,-1.014748,-0.562363,-0.06109262,-1.374972,-0.5761414,-2.759742,-1.455437,0.09072361,0,0,-0.676578,1.163463,-0.341824,283.0243,187.1025,11.79376
5,0.1555556,-1.048853,-0.5540719,-0.08033946,-1.371412,-0.5710931,-2.748161,-1.455966,-0.04869425,0,0,-0.6771982,1.167813,-0.3457992,282.4909,184.6788,13.93193
5,0.1666667,-1.094698,-0.5394939,-0.1060127,-1.367632,-0.5662477,-2.73574,-1.455752,0.02053365,0,0,-0.6778112,1.172386,-0.3499466,281.9358,181.8654,16.46091
5,0.1777778,-1.133044,-0.5375953,-0.1230967,-1.363609,-0.5614316,-2.723166,-1.456504,-0.0685652,0,0,-0.678234,1.177137,-0.3541601,281.4113,178.7886,19.29928
5,0.1888889,-1.154379,-0.5250286,-0.1423573,-1.35942,-0.5569139,-2.710776,-1.456332,0.01670186,0,0,-0.6784962,1.182031,-0.3584868,280.9171,175.2911,22.45436
5,0.2,-1.194959,-0.4891543,-0.1777483,-1.354845,-0.5540392,-2.697161,-1.456669,-0.03060815,0,0,-0.6786692,1.187088,-0.3630107,280.4921,171.4705,25.87104
5,0.2111111,-1.213122,-0.4702021,-0.2013221,-1.350054,-0.5507066,-2.683928,-1.457429,-0.0688406,0,0,-0.6787744,1.192279,-0.3676734,280.0939,167.077,29.82613
5,0.2222222,-1.238751,-0.4470255,-0.231301,-1.34506,-0.5481835,-2.670051,-1.457063,0.03428765,0,0,-0.6788518,1.197563,-0.3724105,279.7439,162.1138,34.33135
5,0.2333333,-1.260108,-0.4259438,-0.2559369,-1.340038,-0.5458985,-2.656189,-1.457709,-0.05908976,0,0,-0.6790722,1.202943,-0.3772643,279.4872,156.7013,39.27843
5,0.2444444,-1.269763,-0.4068798,-0.2720544,-1.335038,-0.5437093,-2.642339,-1.457703,0.001452149,0,0,-0.6794003,1.208366,-0.3820222,279.3027,150.9865,44.58234
5,0.2555556,-1.273076,-0.3717941,-0.2818435,-1.33044,-0.542406,-2.628292,-1.458115,-0.03752447,0,0,-0.6799213,1.213837,-0.3867395,279.2092,145.2444,49.97763
5,0.2666667,-1.281709,-0.3441603,-0.2873565,-1.325832,-0.5412188,-2.613881,-1.458513,-0.03579655,0,0,-0.6806448,1.219353,-0.3913809,279.2042,139.5807,55.34227
5,0.2777778,-1.290412,-0.2919995,-0.2887294,-1.322036,-0.5412433,-2.599432,-1.458834,-0.02885109,0,0,-0.6815586,1.224911,-0.3958986,279.2598,134.1336,60.55078
5,0.2888889,-1.29379,-0.2429378,-0.2827127,-1.318035,-0.541907,-2.584838,-1.458774,0.005841045,0,0,-0.6826391,1.230527,-0.4003577,279.3503,128.9148,65.65377
