loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
4,0,-0.286671,-0.07246085,-0.1210046,-1.397564,-4.667212,-2.458368,0.3549259,1.275803,0.448637,-0.7488878,0.006268904,10.90185,14.76323,0.003452808,-0.05727821,0.1747587,-0.3330166,-3.598624,-0.6675394,0.4122081,1.460717,0.3701847,-0.04691085,-0.08356436,-0.1033145,-1.018575,0.1656282,-0.1230245,0.5151646,1.499812,0.2046585,0.05049074,1.117083,0.3904935,300.342,264.9409,0.5164788,False
4,0.01111111,-0.2930562,-0.07893246,-0.1316132,-1.395462,-4.66752,-2.454824,0.3550933,1.276313,0.4483149,-0.749078,-0.01726862,10.8488,14.72038,0.008823022,-0.05406996,0.1821707,-0.3310613,-3.595835,-0.6704838,0.4129089,1.460853,0.3696103,-0.05886839,-0.08669224,-0.1287786,-1.020761,0.1640148,-0.1211602,0.5158826,1.49961,0.2040162,0.05095305,1.11709,0.3843226,300.611,258.5428,4.407606,False
4,0.02222222,-0.2877463,-0.08643875,-0.1465215,-1.392874,-4.668581,-2.451297,0.3554111,1.27765,0.4500632,-0.7493368,-0.02345688,10.74271,14.65609,0.008904681,-0.06260222,0.1885555,-0.3285542,-3.593759,-0.6725656,0.4136389,1.461076,0.3690009,-0.06330805,-0.09091033,-0.1468572,-1.022835,0.1623625,-0.1193898,0.5166361,1.499397,0.203433,0.05106928,1.117374,0.3779077,300.7949,258.6547,1.581352,False
4,0.03333334,-0.2824194,-0.08865596,-0.1614297,-1.390368,-4.66916,-2.44833,0.3554941,1.278168,0.4498498,-0.7492228,0.01068818,10.66313,14.57039,0.01867467,-0.09134255,0.1969639,-0.3253323,-3.593772,-0.673164,0.4143463,1.461187,0.3684685,-0.06656832,-0.09196194,-0.1532235,-1.024572,0.1607982,-0.1176854,0.5174638,1.499026,0.2028723,0.05132653,1.117321,0.3711416,300.9681,259.8619,357.553,False
4,0.04444445,-0.2834951,-0.08332513,-0.1603969,-1.388538,-4.66973,-2.445015,0.3556705,1.278663,0.4497004,-0.7494423,-0.02012708,10.55703,14.48468,0.02298594,-0.1190123,0.1894321,-0.3224465,-3.595679,-0.67176,0.4151121,1.461285,0.3680229,-0.06980872,-0.08875096,-0.1585139,-1.026406,0.1594985,-0.1161271,0.5182359,1.498807,0.2023132,0.05176611,1.117328,0.3654711,301.443,259.0073,355.7285,False
4,0.05555556,-0.2802959,-0.08544196,-0.1593222,-1.386571,-4.670061,-2.441886,0.3558702,1.279115,0.4495382,-0.7500063,-0.05133786,10.47745,14.4204,0.01864676,-0.1190169,0.1788132,-0.3203825,-3.595607,-0.6719211,0.4159243,1.461454,0.367614,-0.06997551,-0.0855268,-0.1766163,-1.028843,0.1580517,-0.1145434,0.5188912,1.498582,0.201833,0.05246174,1.117377,0.3616252,302.0663,258.5909,353.8581,False
4,0.06666667,-0.2802962,-0.08327161,-0.1529439,-1.384881,-4.670378,-2.438702,0.3560816,1.279555,0.449362,-0.7497438,0.0244432,10.45093,14.4204,0.01967122,-0.1190048,0.1734787,-0.3181902,-3.595433,-0.6723472,0.4167139,1.461559,0.3671982,-0.06797428,-0.08230814,-0.1915483,-1.03142,0.1566754,-0.1132208,0.5197098,1.49822,0.2012572,0.05283684,1.117536,0.3599224,302.4746,258.1597,353.3531,False
4,0.07777778,-0.2696702,-0.07461478,-0.1413281,-1.38348,-4.671587,-2.435579,0.3565592,1.281307,0.4517837,-0.74987,-0.01177051,10.45093,14.48468,0.03893994,-0.1444972,0.1732965,-0.315078,-3.597632,-0.6712937,0.4175054,1.461564,0.3668628,-0.06596513,-0.08122405,-0.2043471,-1.033961,0.1552337,-0.1117446,0.5205392,1.497864,0.2008228,0.05284008,1.117973,0.3602123,302.6506,258.033,353.6562,False
4,0.08888889,-0.2643493,-0.07030483,-0.1349661,-1.382056,-4.67193,-2.432756,0.3568581,1.281686,0.4516363,-0.7498519,0.001767103,10.47745,14.52753,0.06782961,-0.1901825,0.1666148,-0.3115499,-3.603667,-0.6672806,0.4182554,1.461512,0.3664584,-0.06913102,-0.07376564,-0.2032435,-1.036162,0.1542354,-0.110497,0.5213002,1.497603,0.2004421,0.05255214,1.11877,0.3620183,302.6591,258.2106,354.326,False
4,0.1,-0.2611697,-0.06175492,-0.1318281,-1.380767,-4.672527,-2.429822,0.3569916,1.281759,0.4515264,-0.7500857,-0.02137441,10.47745,14.54896,0.06343839,-0.1923049,0.148539,-0.3093059,-3.606996,-0.6646448,0.4189844,1.461495,0.3662136,-0.07121602,-0.05992031,-0.2000014,-1.038206,0.1537069,-0.1092913,0.5219944,1.497442,0.2000263,0.05222147,1.120034,0.3648482,302.6854,258.4188,354.9331,False
