loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
2,0,0.2395778,-0.3065455,0.5278246,-1.408318,-4.711345,-2.513944,0.3597572,1.274699,0.4771359,-0.8646432,-0.1013257,11.43236,15.14892,-0.3002875,0.2700159,-0.07714093,-0.3330784,-3.687845,-0.6583787,0.406843,1.460387,0.3924263,-0.07063171,0.1833957,0.07002521,-1.039709,0.09808955,-0.1087017,0.5045277,1.501098,0.2173283,0.05092899,1.133346,0.4130519,298.4462,266.4125,352.0753,False
2,0.01111111,0.2287198,-0.2681869,0.5286121,-1.411868,-4.707083,-2.516077,0.3599824,1.275593,0.4792078,-0.8647779,-0.01153039,11.45889,15.10606,-0.2861249,0.2072011,-0.068827,-0.3335087,-3.688416,-0.6552351,0.4068251,1.460269,0.3917804,-0.07183842,0.1887581,0.05406904,-1.039859,0.1007538,-0.1092064,0.5048991,1.501091,0.2168851,0.05146506,1.1323,0.4103778,298.5457,263.7737,354.6111,False
2,0.02222222,0.2093599,-0.2224254,0.5336571,-1.416289,-4.702695,-2.51841,0.3601349,1.274879,0.4780145,-0.8651534,-0.03431359,11.45889,15.06321,-0.2601893,0.1348433,-0.05741093,-0.3330656,-3.690999,-0.6508385,0.4067523,1.460034,0.3910804,-0.07825452,0.1791826,0.0519775,-1.039507,0.1027313,-0.1091696,0.505267,1.501119,0.2164385,0.05223756,1.130866,0.4072439,298.7232,263.3129,354.9816,False
2,0.03333334,0.2113993,-0.2064984,0.5228853,-1.419467,-4.698054,-2.521514,0.3598963,1.273783,0.4761858,-0.8631284,0.1853029,11.45889,14.99893,-0.2292195,0.0987598,-0.06834693,-0.333847,-3.693626,-0.6469718,0.4065889,1.459829,0.3904667,-0.0855905,0.1855571,0.06484193,-1.038524,0.1055299,-0.1093768,0.5056178,1.501088,0.2160387,0.05345317,1.129158,0.4038576,299.1519,263.4297,354.0372,False
2,0.04444445,0.2357786,-0.189569,0.4907715,-1.422121,-4.694334,-2.525534,0.3600283,1.27305,0.4750063,-0.8631358,-0.002268716,11.43236,14.93465,-0.2315702,0.1232888,-0.08639409,-0.3365873,-3.690649,-0.6471162,0.406383,1.45963,0.3898456,-0.08876104,0.1972726,0.06595655,-1.038097,0.1085679,-0.109882,0.5059871,1.501035,0.2156003,0.05490608,1.127538,0.400929,299.8667,263.3273,352.8614,False
2,0.05555556,0.2408467,-0.1427601,0.4722894,-1.425577,-4.6924,-2.528195,0.3602569,1.27338,0.4762111,-0.8639902,-0.07785758,11.37931,14.95607,-0.2639988,0.1839447,-0.1201554,-0.3410071,-3.685441,-0.6480371,0.4060705,1.459244,0.389266,-0.08654171,0.220695,0.07344967,-1.0373,0.112572,-0.1110221,0.5063261,1.500984,0.2152822,0.05596709,1.125978,0.3983807,300.2292,263.5875,352.3121,False
2,0.06666667,0.23219,-0.1130051,0.4667726,-1.429517,-4.689367,-2.530881,0.3604727,1.27277,0.4751358,-0.8651449,-0.1049018,11.32626,15.02035,-0.2801328,0.1998826,-0.1338652,-0.3441411,-3.682546,-0.6471964,0.4058118,1.458952,0.3886647,-0.07692082,0.2398508,0.07553607,-1.036707,0.1163638,-0.11242,0.5066581,1.500915,0.2149658,0.05658197,1.124382,0.3958904,300.3249,263.8654,352.2216,False
2,0.07777778,0.2213536,-0.07912964,0.439914,-1.432855,-4.687496,-2.533251,0.3603029,1.271712,0.4732769,-0.8641079,0.09559663,11.29973,15.10606,-0.2951218,0.2136808,-0.1369314,-0.3470493,-3.678764,-0.6470699,0.4056243,1.458693,0.3880703,-0.08763364,0.2515941,0.06713016,-1.036692,0.1200223,-0.1129761,0.5070817,1.500787,0.2146034,0.05731569,1.12285,0.3934944,300.5108,263.8462,351.887,False
2,0.08888889,0.2137356,-0.06021994,0.4046445,-1.435458,-4.685537,-2.535398,0.3604397,1.270973,0.4722662,-0.8638123,0.02607074,11.27321,15.12749,-0.295146,0.2222041,-0.1358514,-0.3499138,-3.674863,-0.6474842,0.4055498,1.458451,0.3874965,-0.08987189,0.2516205,0.05542846,-1.036819,0.1232283,-0.1135151,0.5075191,1.500683,0.2142613,0.05824997,1.1216,0.3916633,300.8854,263.8942,351.1112,False
2,0.1,0.2008688,-0.0519647,0.373713,-1.437811,-4.683568,-2.537416,0.3606128,1.270462,0.4714973,-0.8636701,0.01293444,11.24668,15.10606,-0.2716289,0.2041894,-0.1339115,-0.3520561,-3.673285,-0.6467026,0.4055702,1.458168,0.3869965,-0.08568502,0.2495036,0.04686363,-1.03686,0.1263607,-0.1143625,0.5079342,1.500612,0.2138669,0.05899093,1.120527,0.3902193,301.0349,264.354,350.692,False
2,0.1111111,0.1912655,-0.05965007,0.3460758,-1.439579,-4.681116,-2.539541,0.360617,1.269596,0.4698679,-0.8634692,0.01824751,11.22016,15.08464,-0.2491049,0.181896,-0.1255854,-0.3537589,-3.672226,-0.6457846,0.4056395,1.457922,0.3864219,-0.0804341,0.2335344,0.04039445,-1.036838,0.1287894,-0.1148794,0.5083671,1.500497,0.2134771,0.05935007,1.119456,0.388812,301.0104,264.8333,350.622,False
2,0.1222222,0.1688683,-0.07510351,0.287612,-1.43927,-4.679006,-2.541183,0.3607888,1.267099,0.463701,-0.8633845,0.007692588,11.16711,15.02035,-0.2094104,0.1213214,-0.1195736,-0.354201,-3.675504,-0.6416812,0.4057522,1.457652,0.3858466,-0.07840523,0.2090501,0.03180191,-1.036957,0.1305543,-0.1149689,0.5088008,1.500368,0.2130795,0.05972391,1.118429,0.38733,301.0192,265.0681,350.5256,False
2,0.1333333,0.1528745,-0.08499835,0.2525441,-1.439897,-4.67709,-2.542594,0.360875,1.266681,0.4629672,-0.8634948,-0.01010972,11.14058,14.91322,-0.1846573,0.05430569,-0.1219946,-0.3543107,-3.681781,-0.6346102,0.4058881,1.457447,0.3852892,-0.07631525,0.1973362,0.02856334,-1.036956,0.1326145,-0.1152451,0.5092565,1.500288,0.2126794,0.06017676,1.117456,0.3857564,301.0703,265.2215,350.3618,False
2,0.1444445,0.1272445,-0.08973154,0.2004115,-1.439581,-4.67587,-2.543301,0.3610414,1.266347,0.4622684,-0.8631497,0.03176577,11.11406,14.69895,-0.1782117,0.02878016,-0.1284753,-0.3553775,-3.685435,-0.6293388,0.4059453,1.457194,0.3846934,-0.08277711,0.1930963,0.02115599,-1.037205,0.1349285,-0.1153,0.5097259,1.500223,0.2123182,0.06056919,1.116614,0.3842382,300.9291,264.4907,351.959,False
2,0.1555556,0.1037169,-0.08918598,0.1397082,-1.438578,-4.675428,-2.543841,0.3612508,1.26628,0.4617496,-0.8630037,0.01314223,11.11406,14.31326,-0.1804438,0.05753031,-0.1273402,-0.357475,-3.68368,-0.6289143,0.4060539,1.456983,0.3841255,-0.08826225,0.1931354,0.004160918,-1.038,0.1373314,-0.1153114,0.5102733,1.500164,0.2119479,0.06117729,1.116211,0.3822403,300.6282,263.567,354.037,False
2,0.1666667,0.08875079,-0.09266978,0.1066997,-1.437814,-4.674698,-2.544287,0.3615801,1.266149,0.461107,-0.8625126,0.04488074,11.08753,13.79901,-0.1645173,0.1001731,-0.1113929,-0.3594916,-3.678987,-0.6320696,0.406029,1.456853,0.3835874,-0.09684718,0.1899597,-0.002160809,-1.038449,0.1395723,-0.1150496,0.5107577,1.500068,0.2116323,0.06167329,1.116172,0.3807854,300.3686,261.1914,356.7229,False
2,0.1777778,0.07483415,-0.09628338,0.05454549,-1.436151,-4.674373,-2.544684,0.3617807,1.266279,0.4607346,-0.8625595,-0.004538743,11.08753,13.3919,-0.1453428,0.1247241,-0.09763355,-0.3613537,-3.675148,-0.634704,0.4061024,1.45688,0.3830297,-0.09902219,0.1931684,-0.007461541,-1.03895,0.1421544,-0.1152267,0.5112084,1.499979,0.2113147,0.06184494,1.116166,0.3801485,300.2195,260.3879,357.5451,False
2,0.1888889,0.07155819,-0.09561731,-0.0008554272,-1.433976,-4.674544,-2.545586,0.3617975,1.266464,0.4603932,-0.8626181,-0.005113047,11.11406,13.0705,-0.1366706,0.1172732,-0.08065796,-0.3621776,-3.673353,-0.6351568,0.4061569,1.456819,0.382488,-0.103264,0.1857145,-0.004239281,-1.039051,0.1443435,-0.1150041,0.5116522,1.49993,0.2109859,0.06185316,1.116188,0.3802177,300.1271,260.7821,357.0547,False
2,0.2,0.0565466,-0.09287253,-0.0562482,-1.431376,-4.675023,-2.545746,0.3619799,1.266734,0.4600642,-0.8627955,-0.01609236,11.14058,12.8348,-0.1342341,0.08633909,-0.05409477,-0.3619374,-3.673151,-0.633921,0.4062481,1.456999,0.3819275,-0.1000308,0.1857012,-7.952563E-06,-1.039149,0.1467693,-0.1152275,0.5121114,1.499897,0.2106764,0.0618786,1.116185,0.3804806,300.0275,261.7389,356.1123,False
2,0.2111111,0.04051804,-0.09318158,-0.09137389,-1.428997,-4.675391,-2.545675,0.3620648,1.266974,0.459784,-0.8635177,-0.06578676,11.16711,12.62053,-0.1328388,0.05858532,-0.0221952,-0.3611151,-3.672447,-0.6331583,0.4062482,1.457003,0.3813951,-0.102169,0.1707876,0.001051013,-1.039177,0.1483911,-0.1147934,0.5125457,1.49986,0.2103221,0.06190338,1.116175,0.3806018,299.9622,262.3185,355.5594,False
2,0.2222222,0.006304061,-0.08193798,-0.1393372,-1.425973,-4.676836,-2.544325,0.3622394,1.267443,0.45961,-0.8629995,0.04802148,11.16711,12.44911,-0.1443248,0.06912167,0.01731531,-0.3606149,-3.667329,-0.6359434,0.406348,1.457143,0.3809204,-0.1139423,0.1505632,-0.003149485,-1.039532,0.1494643,-0.1137132,0.5129578,1.499729,0.2099662,0.06193027,1.116184,0.3805768,299.9115,262.3161,355.5243,False
2,0.2333333,-0.03325913,-0.06321432,-0.1809575,-1.423129,-4.678753,-2.542319,0.3623554,1.267864,0.459511,-0.8628008,0.01772451,11.16711,12.42768,-0.1348149,0.1064207,0.02690086,-0.3616029,-3.661008,-0.6407099,0.4065791,1.457218,0.3803504,-0.1161249,0.1399211,-0.007411193,-1.039855,0.1508123,-0.1129734,0.5133619,1.499665,0.2096093,0.06196852,1.116228,0.3805252,299.8817,262.0273,355.7627,False
2,0.2444444,-0.0855928,-0.04341623,-0.2129732,-1.420445,-4.680817,-2.539367,0.3624163,1.268384,0.4594026,-0.861834,0.08838605,11.16711,12.51339,-0.1242379,0.1437301,0.03755378,-0.3627289,-3.653103,-0.6470498,0.4068035,1.457397,0.3799834,-0.1182985,0.1207548,-0.01062791,-1.040176,0.1516054,-0.1120618,0.5137593,1.499557,0.2092967,0.06195993,1.11629,0.3805095,299.8894,261.7902,355.936,False
2,0.2555556,-0.1347351,-0.01927723,-0.2354345,-1.417992,-4.683265,-2.535819,0.3624474,1.268996,0.4592764,-0.8613952,0.03959072,11.16711,12.66338,-0.09209356,0.1374262,0.05968744,-0.3624035,-3.647903,-0.6520596,0.4072541,1.457518,0.3793993,-0.09911245,0.09622607,-0.006592176,-1.040139,0.1518801,-0.1116994,0.5141767,1.499468,0.2089207,0.06183676,1.116399,0.3806049,299.9817,261.677,355.929,False
2,0.2666667,-0.1689462,0.002831316,-0.2525783,-1.415643,-4.685913,-2.532337,0.3624607,1.269555,0.4591513,-0.8607688,0.05725909,11.19363,12.68481,-0.0533545,0.08000843,0.08275677,-0.360347,-3.64725,-0.6534519,0.4077061,1.45777,0.3789389,-0.08744711,0.06639668,-0.009952926,-1.040333,0.1516481,-0.1110733,0.5145148,1.499276,0.2085042,0.061572,1.116519,0.3807889,300.1615,261.8721,355.5627,False
2,0.2777778,-0.266224,0.07038457,-0.2827238,-1.413995,-4.690712,-2.525486,0.3621947,1.270396,0.4591329,-0.8605568,0.01919027,11.22016,12.62053,-0.02204676,0.0002106261,0.09731166,-0.3575299,-3.65034,-0.6513472,0.4081936,1.45797,0.3784487,-0.0928928,0.03020275,-0.01956483,-1.040787,0.1506031,-0.109314,0.5148476,1.499199,0.2080982,0.06116614,1.116659,0.3808228,300.4297,262.6244,354.5031,False
2,0.2888889,-0.3506027,0.1124705,-0.3073892,-1.412056,-4.695247,-2.518446,0.362012,1.271227,0.4591465,-0.861049,-0.04476386,11.24668,12.49196,0.008089714,-0.05296272,0.1108564,-0.354814,-3.652553,-0.6504004,0.4086893,1.458138,0.378047,-0.09300277,-0.0006733164,-0.02815081,-1.041279,0.1493944,-0.1076532,0.5152302,1.499117,0.2076888,0.06081049,1.116804,0.3804196,300.8806,263.3618,353.2616,False
2,0.3,-0.4093282,0.1344161,-0.3330171,-1.409696,-4.699733,-2.511315,0.3618199,1.272046,0.4592044,-0.8585382,0.2302517,11.29973,12.42768,0.01977404,-0.04652103,0.1097263,-0.3537019,-3.650881,-0.6525149,0.4092645,1.458272,0.3776503,-0.08026686,-0.0177206,-0.0325658,-1.041763,0.1485294,-0.1068703,0.515557,1.498984,0.2073207,0.06031656,1.117207,0.3799814,301.2156,263.1071,353.081,False
2,0.3111111,-0.4722941,0.1510103,-0.3596664,-1.40708,-4.704536,-2.503078,0.3615827,1.27299,0.459306,-0.8586234,-0.009324308,11.32626,12.44911,0.03456245,-0.04217507,0.09365153,-0.3531612,-3.650652,-0.6535776,0.4097477,1.45857,0.3772416,-0.07921927,-0.02517753,-0.03365524,-1.042089,0.1478989,-0.1057081,0.515808,1.498841,0.2069373,0.05934243,1.118217,0.3798508,301.5391,262.8361,352.9843,False
2,0.3222222,-0.5587923,0.180126,-0.4098125,-1.403643,-4.710784,-2.492908,0.3612431,1.274235,0.4594672,-0.8592247,-0.05425747,11.35279,12.53482,0.0603696,-0.09215554,0.09977566,-0.3504166,-3.654751,-0.6513551,0.4104148,1.458799,0.3767481,-0.06009535,-0.05182116,-0.03708077,-1.042517,0.1461608,-0.1048052,0.5161326,1.498729,0.2065456,0.05795737,1.12012,0.3802351,301.5871,262.5855,353.0559,False
