loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
4,0,0.2831776,-0.1599461,-0.03406913,-1.520603,-4.681715,-2.827911,0.4797813,1.20041,0.4627047,-0.05009614,0.03795522,-0.1282159,-1.556663,-4.54744,1.660331,0.3070216,1.101177,0.4566209,-0.006792579,0.04179764,0.01269422,-0.5470804,1.408108,0.3249381,0.4862079,1.430714,0.3939004,-0.01604548,-0.007151507,0.006484497,-0.933291,0.1424105,0.01898674,0.5600566,1.50205,0.2022498,0.08477675,1.160426,0.3933613,279.432,215.2902,52.00806
4,0.01111111,0.3283537,-0.1745191,-0.04222236,-1.519952,-4.680426,-2.824538,0.4791505,1.200363,0.4629295,-0.108497,0.05158477,-0.1296712,-1.555872,-4.545541,1.654853,0.3061535,1.100671,0.4566612,-0.0143794,0.03222606,-0.006440476,-0.5478511,1.408697,0.3248753,0.4863697,1.430762,0.3939524,-0.01071994,-0.009283571,0.00642319,-0.9332217,0.142177,0.01902962,0.5601926,1.502053,0.2022173,0.08381367,1.158728,0.3925786,279.6801,215.1442,51.92365
4,0.02222222,0.3824347,-0.1842503,-0.04158275,-1.51956,-4.678767,-2.82282,0.4785439,1.2003,0.4632025,-0.1217419,0.05568206,-0.1351125,-1.555571,-4.543571,1.648785,0.3052464,1.100221,0.4568624,-0.01531662,0.0151723,-0.004353129,-0.5478719,1.407975,0.3256969,0.4864777,1.430719,0.3939238,-0.005461518,-0.01459512,-3.584172E-05,-0.9334651,0.1417811,0.01913108,0.5603261,1.50201,0.2023029,0.08290424,1.157306,0.3920507,280.0978,214.9208,51.93108
4,0.03333334,0.4182265,-0.1911934,-0.03318229,-1.518969,-4.676191,-2.821205,0.4776976,1.200246,0.4634397,-0.1267771,0.05803593,-0.1611315,-1.555527,-4.541579,1.642682,0.3043391,1.099647,0.4568331,-0.008708238,0.005575414,0.01046703,-0.5473148,1.407059,0.3262162,0.486662,1.430664,0.393904,-0.002302306,-0.01246615,-0.003261602,-0.9336409,0.1415733,0.01922642,0.5605786,1.502011,0.2021887,0.082073,1.155613,0.3914683,280.6962,214.6181,52.09717
4,0.04444445,0.457289,-0.2045527,-0.01901785,-1.518352,-4.673289,-2.819701,0.4768831,1.200241,0.4637077,-0.1265112,0.05931085,-0.1882005,-1.555733,-4.539165,1.636231,0.3032721,1.099014,0.4565938,-0.001239297,0.01199739,0.01574032,-0.5468482,1.407511,0.3255951,0.4867512,1.430616,0.3938544,0.001938539,-0.005004888,-0.005417988,-0.9337714,0.1418207,0.0189159,0.5607164,1.502011,0.2021694,0.08086596,1.153864,0.390675,281.4409,214.1454,52.54045
4,0.05555556,0.4644068,-0.2190106,-0.02133995,-1.517573,-4.670579,-2.817881,0.4760746,1.200161,0.463912,-0.1338318,0.06456475,-0.2039143,-1.55508,-4.53683,1.630637,0.3023043,1.098321,0.4562652,-0.003409885,0.004557066,0.006154056,-0.5471491,1.407273,0.3258119,0.4868565,1.430535,0.3938107,0.003054725,-0.007154861,-0.000111507,-0.9336318,0.1415101,0.01910578,0.5608664,1.502023,0.2021103,0.07996812,1.152221,0.3899084,282.0121,213.8777,52.74697
4,0.06666667,0.474495,-0.2350755,-0.02387244,-1.516671,-4.668931,-2.815241,0.4752737,1.200159,0.4641404,-0.1520521,0.07446423,-0.199548,-1.554445,-4.534155,1.624676,0.3011776,1.097793,0.4561737,-0.02390462,0.01301555,-0.01385639,-0.5478442,1.408573,0.325699,0.4868065,1.430454,0.3937721,-0.006439722,0.003479185,0.00853793,-0.9332126,0.1419595,0.01921178,0.5610017,1.501997,0.2021084,0.0787489,1.150513,0.3887058,282.8528,214.0824,52.54762
4,0.07777778,0.4657203,-0.2484228,-0.02311678,-1.515289,-4.666492,-2.81283,0.4744025,1.200069,0.4643185,-0.1643706,0.09048213,-0.2096272,-1.553823,-4.531411,1.619429,0.3001651,1.097261,0.4557509,-0.04433322,0.01400603,-0.03175426,-0.5486138,1.409364,0.3262484,0.4866575,1.430389,0.3937252,-0.004272022,0.004537017,0.01171636,-0.9329586,0.1420791,0.01906477,0.5611395,1.502,0.2022169,0.0776516,1.148988,0.3875028,283.5515,214.8241,51.68702
4,0.08888889,0.4198066,-0.2623219,-0.02843909,-1.513776,-4.662884,-2.811756,0.4735225,1.199975,0.4643793,-0.144256,0.1024059,-0.2389937,-1.552648,-4.528505,1.615897,0.2992837,1.096993,0.4555056,-0.07020877,0.03095362,-0.05168534,-0.5495172,1.411813,0.3258151,0.4863747,1.430277,0.3936827,-0.01601377,0.01733373,0.008673414,-0.9330065,0.1428931,0.0190693,0.5612391,1.501972,0.202292,0.07676636,1.147868,0.3868182,284.1795,215.7378,50.59956
4,0.1,0.3473876,-0.2770332,-0.03067517,-1.512336,-4.659064,-2.81183,0.472666,1.200081,0.4642866,-0.1083124,0.106051,-0.26379,-1.551251,-4.525366,1.614007,0.2984707,1.096617,0.4548094,-0.09292872,0.06281856,-0.06627215,-0.550094,1.415757,0.3241879,0.4859603,1.430189,0.393616,-0.02979135,0.05247966,0.01530593,-0.9324835,0.1451571,0.01862881,0.5612697,1.502044,0.2023363,0.07587726,1.147052,0.3859706,284.7416,216.5236,49.67431
