ref,t,emg1,emg2,emg1raw,emg2raw,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH
90,0,759,239,498,507,0.4179968,1.245034,0.6226585,-1.406922,3.078776,-0.1804047,-0.2725803,-1.073194,0.05939212,-0.3253818,3.069231,2.770625
90,0.01111111,759,239,498,507,0.3663129,1.195531,0.5851089,-1.410065,3.080146,-0.1678777,-0.03020692,-1.068509,-0.5749107,-0.348367,3.019358,2.826563
90,0.02222222,759,239,498,507,0.313045,1.149368,0.5465373,-1.41258,3.081441,-0.1558279,-0.2777303,-1.073413,0.0308452,-0.3267869,3.000031,2.849569
90,0.03333334,763,238,479,498,0.2662401,1.103382,0.5102994,-1.415133,3.082884,-0.1443103,-0.1938316,-1.036853,0.06046081,-0.3210441,2.971769,2.878056
90,0.04444445,763,238,479,498,0.2234254,1.057477,0.4803562,-1.417229,3.084393,-0.1333061,-0.1023155,-0.8860211,-0.03538635,-0.3227868,2.951741,2.898457
90,0.05555556,763,238,479,498,0.2068948,1.0338,0.4525445,-1.419832,3.085638,-0.1220367,-0.1483438,-0.8228506,-0.06009275,-0.32163,2.931561,2.922584
90,0.06666667,763,238,479,498,0.2112489,0.9682879,0.4159747,-1.422897,3.086723,-0.1128584,-0.1880255,-0.7742435,-0.0282535,-0.318774,2.912681,2.945129
90,0.07777778,763,238,479,498,0.2114354,0.9189977,0.3920045,-1.425687,3.088046,-0.1034473,-0.198139,-0.7189107,-0.02278,-0.3184709,2.891945,2.968906
90,0.08888889,745,234,464,500,0.1842184,0.8913609,0.3699198,-1.427711,3.089296,-0.09394886,-0.1849405,-0.7114532,-0.06384453,-0.3189791,2.868674,2.995155
90,0.1,745,234,464,500,0.1323183,0.8520463,0.3464205,-1.428235,3.090719,-0.08524086,-0.1640109,-0.7050157,-0.09622048,-0.3194488,2.846729,3.02004
90,0.1111111,745,234,464,500,0.09840769,0.8240412,0.3273649,-1.429156,3.092256,-0.07671715,-0.1392808,-0.6980217,-0.08748022,-0.3190627,2.824606,3.044292
90,0.1222222,745,234,464,500,0.03808421,0.7892265,0.2994814,-1.428304,3.093446,-0.06870423,-0.1095239,-0.6887479,-0.06598233,-0.3185103,2.802635,3.067893
