ref,t,emg1,emg2,emg1raw,emg2raw,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH
17.00022,0,285,176,499,498,0.2795117,-0.1518608,0.06701282,-1.35841,-2.872147,-1.532836,0.03814293,0.01649556,-0.140379,-0.7737117,-2.471908,1.290239
17.00022,0.01111111,285,176,499,498,0.3145785,-0.1304138,0.06273399,-1.358976,-2.871184,-1.537434,0.04874808,0.03142489,-0.1457582,-0.7756153,-2.471577,1.289179
17.00022,0.02222222,285,176,499,498,0.3497092,-0.1312581,0.0734811,-1.36019,-2.869708,-1.542421,0.06903154,0.04422189,-0.1362782,-0.7769378,-2.470894,1.287385
17.00022,0.03333334,285,176,499,498,0.3496367,-0.1205579,0.08408625,-1.361366,-2.868578,-1.54655,0.06802477,0.03143114,-0.1288253,-0.7781006,-2.471356,1.286981
17.00022,0.04444445,285,176,499,498,0.3549197,-0.1141134,0.09046113,-1.362524,-2.867435,-1.55089,0.07343018,0.01757828,-0.117166,-0.7792425,-2.472135,1.286711
17.00022,0.05555556,285,176,499,498,0.3601659,-0.10555,0.09896022,-1.363833,-2.866093,-1.554955,0.06921921,0.01437219,-0.1086164,-0.780188,-2.472314,1.286234
17.00022,0.06666667,285,176,499,498,0.3633424,-0.1086902,0.1085779,-1.365322,-2.864693,-1.559171,0.06385083,0.01223435,-0.1160524,-0.7817656,-2.47297,1.286112
17.00022,0.07777778,285,176,499,498,0.3612477,-0.1203733,0.1182075,-1.366781,-2.863062,-1.56351,0.05956693,0.01542857,-0.1192195,-0.7831925,-2.473181,1.285723
17.00022,0.08888889,285,176,499,498,0.3580276,-0.1225553,0.1139354,-1.367732,-2.86141,-1.567128,0.06803805,0.0420786,-0.1224349,-0.7848054,-2.471898,1.283896
17.00022,0.1,285,176,499,498,0.3516002,-0.1214753,0.1245517,-1.369189,-2.860024,-1.57106,0.06689452,0.05167358,-0.1330734,-0.7867314,-2.47149,1.282924
17.00022,0.1111111,285,176,499,498,0.3419815,-0.1193458,0.1341085,-1.370945,-2.858719,-1.574872,0.06581978,0.06125303,-0.1330536,-0.7883319,-2.47094,1.281886
