ref,t,emg1,emg2,emg1raw,emg2raw,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH
90,0,746,179,504,500,-1.592021,0.2744062,0.5518097,-1.40513,2.976809,-0.2356264,-0.6722466,-0.2340065,0.9804505,-0.2453325,-2.69523,1.758884
90,0.01111111,746,179,504,500,-1.57493,0.2670099,0.5465485,-1.409152,2.982033,-0.2194892,-0.6723955,-0.2360972,0.9591411,-0.2360509,-2.71475,1.785295
90,0.02222222,746,179,504,500,-1.62397,0.2926805,0.5431423,-1.414972,2.986551,-0.200992,-0.6640649,-0.2403065,0.9239477,-0.2275107,-2.735391,1.81238
90,0.03333334,746,179,504,500,-1.579135,0.2867875,0.553875,-1.419347,2.991927,-0.186099,-0.6610147,-0.2562577,0.9025892,-0.2192335,-2.761066,1.844682
90,0.04444445,722,191,567,499,-1.452327,0.2799304,0.5519888,-1.42335,2.997447,-0.1742208,-0.6173997,-0.2199696,0.8864099,-0.2104174,-2.779187,1.867888
90,0.05555556,722,191,567,499,-1.333955,0.273118,0.5308305,-1.427132,3.001722,-0.1635719,-0.5685248,-0.2145442,0.8796222,-0.2022612,-2.802679,1.896093
90,0.06666667,722,191,567,499,-1.280627,0.2647752,0.5171143,-1.430685,3.00665,-0.1514508,-0.540045,-0.1995468,0.8400325,-0.1949711,-2.825529,1.923712
90,0.07777778,722,191,567,499,-1.23676,0.2330357,0.5066366,-1.433282,3.011582,-0.1395299,-0.546771,-0.211166,0.7900089,-0.1887771,-2.852966,1.957049
90,0.08888889,722,191,567,499,-1.19825,0.2033263,0.4951397,-1.435452,3.016573,-0.1279233,-0.5491587,-0.2068383,0.7538127,-0.1828468,-2.879637,1.989407
90,0.1,987,234,533,501,-1.161789,0.1737168,0.4740302,-1.437097,3.020573,-0.1169596,-0.5335062,-0.1950112,0.7047135,-0.1776973,-2.903281,2.017991
90,0.1111111,987,234,533,501,-1.085835,0.1205622,0.4296972,-1.437236,3.024118,-0.1076348,-0.5059453,-0.1885896,0.6832399,-0.1721547,-2.932098,2.051193
90,0.1222222,987,234,533,501,-1.001394,0.07283595,0.3896425,-1.437216,3.027381,-0.09899076,-0.4602317,-0.1767706,0.6733395,-0.1665243,-2.958678,2.081221
90,0.1333333,987,234,533,501,-0.9297324,0.0176869,0.3666185,-1.436529,3.030966,-0.09101513,-0.4551139,-0.1703264,0.6434932,-0.1619143,-2.987716,2.114821
90,0.1444445,954,195,492,501,-0.8708369,-0.03964576,0.3500237,-1.435089,3.034771,-0.08334523,-0.4510655,-0.1489495,0.6158113,-0.1572522,-3.013302,2.145162
90,0.1555556,954,195,492,501,-0.7949168,-0.09472314,0.3344889,-1.433297,3.03833,-0.07681302,-0.459737,-0.1233118,0.5946164,-0.1525123,-3.037412,2.174374
90,0.1666667,954,195,492,501,-0.7158265,-0.1456068,0.3157148,-1.430609,3.041602,-0.07139189,-0.4227688,-0.1274834,0.5496029,-0.1494848,-3.064357,2.204707
90,0.1777778,954,195,492,501,-0.6613646,-0.1612898,0.3085328,-1.429211,3.045236,-0.06608687,-0.3758065,-0.1211323,0.5546414,-0.1450507,-3.098994,2.241663
90,0.1888889,954,195,492,501,-0.6027411,-0.1632509,0.2926502,-1.427517,3.048179,-0.06147321,-0.3279518,-0.09872735,0.5436863,-0.1408759,-3.127026,2.271701
90,0.2,897,178,518,503,-0.5527519,-0.1344248,0.2701917,-1.426798,3.050826,-0.05697726,-0.3282622,-0.09014475,0.4968143,-0.1383757,3.132709,2.29848
