ref,t,emg1,emg2,emg1raw,emg2raw,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH
90,0,485,159,468,495,0.2684069,1.103204,0.6506401,-1.461187,3.012596,-0.1662777,-0.3302431,-0.9301543,0.1309061,-0.3071988,2.962122,2.79953
90,0.01111111,485,159,468,495,0.2063395,1.091981,0.6474864,-1.462446,3.016515,-0.1537853,-0.3132522,-0.890219,0.1247064,-0.3026022,2.939044,2.825824
90,0.02222222,485,159,468,495,0.1723285,1.060779,0.6261598,-1.464282,3.019989,-0.1422618,-0.2920381,-0.9063797,0.08747122,-0.2988541,2.908836,2.859714
90,0.03333334,485,159,468,495,0.1681046,1.037286,0.6030601,-1.466668,3.023591,-0.1306371,-0.2395177,-0.8761358,0.01544026,-0.2977425,2.88058,2.890657
90,0.04444445,504,140,518,500,0.1595228,1.011186,0.5790799,-1.468654,3.027014,-0.1195211,-0.2408767,-0.8737018,0.08579448,-0.2923821,2.852943,2.92092
90,0.05555556,504,140,518,500,0.1360619,0.9856251,0.5690637,-1.470214,3.031015,-0.1087443,-0.2397836,-0.8223571,0.1007349,-0.2884976,2.830941,2.945711
90,0.06666667,504,140,518,500,0.08888996,0.950866,0.5624863,-1.470853,3.035117,-0.09853803,-0.2400591,-0.8291811,0.09082574,-0.2855921,2.802431,2.977669
90,0.07777778,504,140,518,500,0.03351593,0.9213814,0.5546892,-1.470674,3.039395,-0.08853945,-0.2078024,-0.7860054,0.1274277,-0.281674,2.77825,3.003629
90,0.08888889,504,140,518,500,-0.0060969,0.9031371,0.5340477,-1.470142,3.043316,-0.07874168,-0.1813558,-0.7377002,0.1299859,-0.2790002,2.756084,3.027491
90,0.1,599,128,481,499,-0.06939369,0.8521457,0.4995202,-1.468342,3.047029,-0.0704225,-0.1694769,-0.6921232,0.09858507,-0.2777054,2.735439,3.050381
90,0.1111111,599,128,481,499,-0.1089479,0.8144534,0.469871,-1.466712,3.050302,-0.06226684,-0.1767867,-0.6926839,0.07853645,-0.2762438,2.709995,3.079123
90,0.1222222,599,128,481,499,-0.1787398,0.7587749,0.4271351,-1.463306,3.053296,-0.05522757,-0.1931459,-0.6754544,0.07165647,-0.2745213,2.687505,3.105028
90,0.1333333,599,128,481,499,-0.2680462,0.6853866,0.3642517,-1.458392,3.055422,-0.04964026,-0.2037621,-0.6463575,0.09328407,-0.2722187,2.667084,3.128429
90,0.1444445,598,150,491,494,-0.3093207,0.6506889,0.3296083,-1.454606,3.057738,-0.04321192,-0.1894446,-0.6290311,0.1451601,-0.2689244,2.644488,-3.130338
90,0.1555556,598,150,491,494,-0.3456861,0.5910835,0.2986474,-1.4502,3.06009,-0.03815458,-0.168754,-0.6138304,0.2159078,-0.2646511,2.621271,-3.105953
90,0.1666667,598,150,491,494,-0.359005,0.5530513,0.2787012,-1.446688,3.062403,-0.03292466,-0.1528057,-0.5965486,0.2319544,-0.2619267,2.597682,-3.080833
90,0.1777778,598,150,491,494,-0.3697599,0.4968627,0.2484906,-1.44258,3.064296,-0.02893471,-0.1353659,-0.5321074,0.2235543,-0.2597631,2.582374,-3.064393
90,0.1888889,598,150,491,494,-0.3647121,0.4390756,0.217591,-1.439139,3.065856,-0.0255003,-0.1126393,-0.4859371,0.1866063,-0.2590877,2.567168,-3.048118
90,0.2,714,153,484,501,-0.3356361,0.3934106,0.1967227,-1.436468,3.067394,-0.02220118,-0.1044338,-0.447332,0.1450864,-0.2587261,2.553258,-3.032745
90,0.2111111,714,153,484,501,-0.3006647,0.3536689,0.1737143,-1.434073,3.068807,-0.0192227,-0.09854832,-0.4137842,0.1030737,-0.2586675,2.539419,-3.017202
90,0.2222222,714,153,484,501,-0.2713824,0.3356254,0.1634675,-1.432109,3.070149,-0.01584528,-0.08789343,-0.3905774,0.08177078,-0.258643,2.526107,-3.002652
90,0.2333333,714,153,484,501,-0.2415218,0.3006686,0.1438783,-1.430419,3.070974,-0.01353632,-0.08439294,-0.3645208,0.03585836,-0.2596934,2.514911,-2.989773
90,0.2444444,714,153,484,501,-0.2209055,0.2654399,0.1311155,-1.428699,3.072022,-0.01149633,-0.07069471,-0.3464646,0.0205486,-0.2603155,2.503304,-2.977123
90,0.2555556,791,164,452,498,-0.1646768,0.2017236,0.1145583,-1.42846,3.072763,-0.01087795,-0.04464452,-0.2662025,-0.02646545,-0.2617621,2.500605,-2.974123
90,0.2666667,791,164,452,498,-0.1040744,0.1630813,0.1047254,-1.428937,3.073412,-0.009872871,-0.03865992,-0.1416478,-0.1908178,-0.267367,2.512146,-2.984017
90,0.2777778,791,164,452,498,-0.04572293,0.1436222,0.1031495,-1.429944,3.074175,-0.008654208,0.06738067,-0.2414911,-0.1384638,-0.2701367,2.490858,-2.965355
90,0.2888889,791,164,452,498,-0.003157571,0.1259671,0.1076298,-1.431001,3.075205,-0.007805192,0.03747725,-0.2113174,0.1636301,-0.2596145,2.472618,-2.948819
90,0.3,810,160,491,500,0.0525416,0.1078106,0.1113357,-1.43326,3.076132,-0.00707229,-0.01412902,-0.1331678,0.1179012,-0.2592502,2.476431,-2.951388
90,0.3111111,810,160,491,500,0.08501942,0.09056222,0.1113052,-1.434939,3.077015,-0.006497048,-0.04599611,-0.09363852,0.0883323,-0.2594877,2.478478,-2.951923
90,0.3222222,810,160,491,500,0.1000759,0.07267546,0.1047333,-1.436574,3.077762,-0.006199306,-0.05211625,-0.04372805,0.04437101,-0.2597882,2.482949,-2.955652
90,0.3333333,810,160,491,500,0.1235232,0.04396985,0.09209613,-1.438546,3.07812,-0.006470416,-0.03286659,-0.02017159,0.007970843,-0.2605562,2.484388,-2.957168
90,0.3444445,810,160,491,500,0.1254172,0.03430233,0.0776691,-1.439895,3.078229,-0.00624458,-0.02292817,-0.01562744,-0.003045642,-0.2609014,2.484615,-2.957343
90,0.3555556,890,151,454,501,0.1062532,0.03856669,0.0672631,-1.440654,3.07853,-0.005709285,-0.01584828,-0.01237414,-0.003742518,-0.2607757,2.483176,-2.955838
90,0.3666667,890,151,454,501,0.07580749,0.0278898,0.05346745,-1.440774,3.078789,-0.005681055,-0.02301326,0.0008869842,-0.006376166,-0.2604913,2.484975,-2.957394
90,0.3777778,890,151,454,501,0.03915267,-0.007751126,0.03969291,-1.440338,3.079048,-0.006638195,-0.02877974,-0.003727203,0.001161706,-0.2601999,2.484695,-2.956671
90,0.3888889,890,151,454,501,0.0180211,-0.02755864,0.03865663,-1.440188,3.079648,-0.007473895,-0.008401289,-0.001979089,0.03259285,-0.2591266,2.482965,-2.955724
90,0.4,795,156,473,507,-0.003838364,-0.05026256,0.0348991,-1.439682,3.080156,-0.008666991,0.009397581,0.0199481,0.0448772,-0.2583469,2.484449,-2.958116
90,0.4111111,795,156,473,507,-0.01301946,-0.04886225,0.03074335,-1.439269,3.080429,-0.009170862,0.001523931,0.03119516,0.03233664,-0.2581541,2.487535,-2.961025
90,0.4222222,795,156,473,507,-0.01550551,-0.04149365,0.02394129,-1.439056,3.080568,-0.009391904,-0.01308566,0.03449056,0.01514998,-0.2581732,2.489625,-2.962557
90,0.4333333,795,156,473,507,-0.01754047,-0.03244007,0.0131036,-1.438699,3.080435,-0.009489908,-0.0217294,0.02823875,-0.005132134,-0.2586467,2.491205,-2.963555
90,0.4444444,795,156,473,507,-0.02181714,-0.04210412,0.004630862,-1.438403,3.080445,-0.01029418,-0.0216621,0.03533643,0.00028315,-0.2582915,2.493583,-2.965929
90,0.4555556,731,163,468,497,-0.02062945,-0.05611982,0.004785668,-1.438233,3.080656,-0.01133122,-0.009619866,0.03477197,0.02021767,-0.2575953,2.49411,-2.966854
90,0.4666667,731,163,468,497,-0.02090714,-0.06851757,0.008231265,-1.438059,3.081011,-0.01247478,0.005571391,0.04253063,0.03424457,-0.2568427,2.49533,-2.968829
90,0.4777778,731,163,468,497,-0.02001579,-0.07094442,0.01007462,-1.437869,3.08129,-0.01325881,0.01673349,0.04832636,0.03764678,-0.2563548,2.496883,-2.971085
90,0.4888889,731,163,468,497,-0.0120177,-0.06027205,0.005023713,-1.438061,3.081201,-0.01355655,0.02106649,0.05563116,0.02766585,-0.2563623,2.499702,-2.974317
90,0.5,690,187,470,489,0.007022195,-0.04886894,-0.00300434,-1.438607,3.080876,-0.0138495,0.01572078,0.06182684,0.01130727,-0.2565359,2.503247,-2.977983
90,0.5111111,690,187,470,489,0.03042935,-0.04412904,-0.001839196,-1.439597,3.080863,-0.01422235,0.01862533,0.06242559,0.007581748,-0.2564699,2.505696,-2.980745
90,0.5222223,690,187,470,489,0.05511733,-0.0434434,-0.002338709,-1.440659,3.080624,-0.01482901,0.01082652,0.07276504,-0.01913523,-0.2571959,2.510784,-2.985704
90,0.5333334,690,187,470,489,0.06497437,-0.04725537,-0.00409981,-1.441623,3.080495,-0.01545486,0.009039108,0.0650745,-0.02602224,-0.2575969,2.513225,-2.988138
90,0.5444446,690,187,470,489,0.08467735,-0.05488486,-0.007641366,-1.442968,3.08025,-0.01634116,0.02612952,0.05889408,-0.01141199,-0.2573658,2.514399,-2.990231
90,0.5555557,688,181,509,501,0.09242808,-0.05540609,-0.01029464,-1.444122,3.079948,-0.01698671,0.02601372,0.05611791,0.01472282,-0.2565476,2.5154,-2.991788
90,0.5666668,688,181,509,501,0.094401,-0.0501318,-0.00941197,-1.445155,3.079702,-0.01745116,0.02950784,0.05029418,0.01224593,-0.2565343,2.516972,-2.993773
90,0.577778,688,181,509,501,0.09518864,-0.04397201,-0.007433796,-1.446241,3.079574,-0.01784797,0.02667656,0.05645252,0.0007480234,-0.25675,2.519939,-2.997029
90,0.5888891,688,181,509,501,0.09445908,-0.03583799,-0.01179244,-1.447223,3.07918,-0.01807594,0.01370293,0.06563337,-0.02061458,-0.2574504,2.525055,-3.001909
90,0.6000003,688,181,509,501,0.08529745,-0.02988797,-0.01728236,-1.447897,3.078768,-0.01827355,0.004595056,0.04938094,-0.02364559,-0.2577253,2.526021,-3.002624
90,0.6111114,633,173,482,501,0.07586891,-0.0265061,-0.01991311,-1.448298,3.078391,-0.01848127,0.008706626,0.04115624,-0.01508058,-0.2576725,2.52644,-3.003374
90,0.6222225,633,173,482,501,0.06352334,-0.02058657,-0.02567394,-1.448663,3.077874,-0.0186091,0.01773597,0.04660236,-0.006553391,-0.2574669,2.528432,-3.006078
90,0.6333337,633,173,482,501,0.05046395,-0.02010976,-0.02364202,-1.448809,3.077696,-0.01882216,0.02352923,0.05186924,-0.01944601,-0.2580475,2.531151,-3.009189
90,0.6444448,633,173,482,501,0.04211725,-0.02214096,-0.02585822,-1.449115,3.077359,-0.01918861,0.0215709,0.0476227,-0.04058037,-0.2591005,2.533384,-3.011366
90,0.655556,520,186,488,501,0.0465058,-0.02511741,-0.02699631,-1.449724,3.076988,-0.0195737,0.01666249,0.03800688,-0.0460065,-0.259744,2.534526,-3.012428
90,0.6666671,520,186,488,501,0.05340911,-0.02309376,-0.03256658,-1.450396,3.076371,-0.01976279,0.009325452,0.02773596,-0.03452474,-0.2598212,2.535159,-3.013119
90,0.6777782,520,186,488,501,0.06434049,-0.02135951,-0.03566472,-1.451389,3.075729,-0.01997744,0.004840892,0.02438028,0.0005058004,-0.258823,2.535048,-3.013197
90,0.6888894,520,186,488,501,0.06691098,-0.008126233,-0.0302596,-1.45224,3.075461,-0.01958595,0.002708102,0.01831361,0.01860756,-0.258121,2.534993,-3.013288
